Plate_ID,Steel_Type,Steel_Plate_Thickness,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Edges_Index,Square_Index,Orientation_Index,Luminosity_Index,Length_of_Conveyer,Needs_Manual_Review
596,A400,40,6404,231,125,660910,38,124,0.0604,0.3931,-0.6069,-0.1937,1358,0
597,A400,40,6676,240,128,688430,37,125,0.0575,0.4,-0.6,-0.1944,1356,0
598,A400,40,6294,262,153,656298,45,125,0.0604,0.3728,-0.6272,-0.1854,1358,0
599,A400,40,6399,229,124,659350,39,119,0.0575,0.4035,-0.5965,-0.195,1356,0
600,A400,40,7017,274,156,723789,36,125,0.0604,0.3785,-0.6215,-0.1942,1358,0
601,A400,40,6337,344,174,654684,41,127,0.0604,0.3765,-0.6235,-0.1929,1358,0
602,A400,40,7250,268,141,746545,40,119,0.0575,0.3855,-0.6145,-0.1955,1356,0
603,A400,40,6494,315,145,671353,38,127,0.0605,0.3918,-0.6082,-0.1923,1356,0
604,A400,40,6999,285,165,732196,43,126,0.0574,0.4167,-0.5833,-0.1827,1358,0
605,A400,40,6661,247,133,686124,41,133,0.0575,0.3771,-0.6229,-0.1953,1356,0
606,A400,40,1834,242,128,227896,114,135,0.1605,0.975,-0.025,-0.0292,1358,0
607,A400,40,6562,255,125,677554,36,125,0.0604,0.3829,-0.6171,-0.1933,1358,0
608,A400,40,6210,293,153,645839,38,124,0.0546,0.375,-0.625,-0.1875,1356,0
609,A400,40,6353,260,120,657020,37,125,0.0604,0.3757,-0.6243,-0.192,1358,0
610,A400,40,6017,261,143,612746,38,119,0.0605,0.3918,-0.6082,-0.2044,1356,0
611,A400,40,6430,276,127,669161,46,126,0.0574,0.3864,-0.6136,-0.187,1358,0
612,A400,40,6276,279,154,647595,43,119,0.0605,0.4,-0.6,-0.1939,1356,0
613,A400,40,5706,266,139,590664,43,124,0.0605,0.3588,-0.6412,-0.1913,1356,0
614,A400,40,6206,257,128,641502,39,127,0.0605,0.3721,-0.6279,-0.1924,1356,0
615,A400,40,6501,257,115,672664,43,125,0.0605,0.3543,-0.6457,-0.1916,1356,0
616,A400,40,6828,297,152,705056,42,127,0.0574,0.4637,-0.5363,-0.1933,1358,0
617,A400,40,6422,278,138,670952,43,126,0.0604,0.3886,-0.6114,-0.1838,1358,0
618,A400,40,6519,331,159,674120,41,124,0.0605,0.3966,-0.6033,-0.1921,1356,0
619,A400,40,6679,288,156,691010,36,124,0.0574,0.3785,-0.6215,-0.1917,1358,0
620,A400,40,6625,351,173,686356,42,124,0.0604,0.382,-0.618,-0.1906,1358,0
621,A400,40,6596,316,170,685447,44,124,0.0574,0.3931,-0.6069,-0.1881,1358,0
622,A400,40,2,2,1,255,126,133,0.2802,0.5,-0.5,-0.0039,1356,0
623,A400,40,6855,238,142,701946,38,124,0.0604,0.3873,-0.6127,-0.2,1358,0
624,A400,40,6543,279,160,679238,39,125,0.0574,0.3743,-0.6257,-0.189,1358,0
625,A400,40,6776,259,133,700391,37,124,0.0633,0.3886,-0.6114,-0.1925,1358,0
626,A400,40,6686,273,132,687345,36,124,0.0605,0.4104,-0.5896,-0.1969,1356,0
627,A400,40,6662,266,131,685894,41,124,0.0604,0.3988,-0.6012,-0.1956,1358,0
628,A400,40,6816,333,162,699635,36,126,0.0574,0.4888,-0.5112,-0.1981,1358,0
629,A400,40,6525,278,134,674367,38,124,0.0574,0.3815,-0.6185,-0.1926,1358,0
630,A400,40,6605,310,151,684731,38,126,0.0546,0.3778,-0.6222,-0.1901,1356,0
631,A400,40,6644,252,113,689961,40,126,0.0574,0.3646,-0.6354,-0.1887,1358,0
632,A400,40,6484,223,117,666047,40,126,0.0604,0.4167,-0.5833,-0.1975,1358,0
633,A400,40,1843,171,85,230162,115,135,0.1608,0.75,-0.25,-0.0243,1356,0
634,A400,40,6432,276,134,666662,39,124,0.0604,0.4094,-0.5906,-0.1902,1358,0
635,A400,40,6490,282,140,669614,36,124,0.0605,0.35,-0.65,-0.1939,1356,0
636,A400,40,6878,247,128,709363,38,126,0.0574,0.3842,-0.6158,-0.1943,1358,0
637,A400,40,6615,244,131,684236,36,124,0.0574,0.3886,-0.6114,-0.1919,1358,0
638,A400,40,6493,293,135,676077,41,125,0.0604,0.3684,-0.6316,-0.1865,1358,0
639,A400,40,7038,262,133,735371,42,126,0.0574,0.3729,-0.6271,-0.1837,1358,0
640,A400,40,6987,251,123,725465,43,125,0.0605,0.3864,-0.6136,-0.1888,1356,0
641,A400,40,6603,271,138,688556,38,127,0.0604,0.3918,-0.6082,-0.1853,1358,0
642,A400,40,7327,234,119,750685,35,126,0.0633,0.4286,-0.5714,-0.1996,1358,0
643,A400,40,6998,280,143,724819,43,124,0.0574,0.4286,-0.5714,-0.1908,1358,0
644,A400,40,6944,256,113,723643,41,124,0.0604,0.3616,-0.6384,-0.1858,1358,0
645,A400,40,2795,312,171,349157,115,140,0.1443,0.8936,-0.1064,-0.024,1358,0
646,A400,40,6592,265,125,687299,44,124,0.0575,0.3771,-0.6229,-0.1855,1356,0
647,A400,40,6499,263,137,676562,43,125,0.0605,0.3941,-0.6059,-0.1867,1356,0
648,A400,40,6476,296,156,675748,43,124,0.0605,0.4235,-0.5765,-0.1848,1356,0
649,A400,40,6399,287,132,666455,41,126,0.0575,0.4046,-0.5954,-0.1863,1356,0
650,A400,40,6515,222,104,683149,39,127,0.0633,0.3714,-0.6286,-0.1808,1358,0
651,A400,40,6937,253,135,722716,39,127,0.0604,0.3955,-0.6045,-0.1861,1358,0
652,A400,40,6763,277,151,706929,42,124,0.0574,0.358,-0.6421,-0.1834,1358,0
653,A400,40,6025,283,147,624180,39,124,0.0603,0.343,-0.657,-0.1906,1360,0
654,A400,40,6277,286,147,647965,40,126,0.0604,0.3785,-0.6215,-0.1935,1358,0
655,A400,40,2,2,1,250,120,130,0.2872,0.5,-0.5,-0.0234,1358,0
656,A400,40,6010,257,123,626586,39,126,0.0604,0.3842,-0.6158,-0.1855,1358,0
657,A400,40,5933,312,167,614522,38,125,0.0575,0.3333,-0.6667,-0.1908,1356,0
658,A400,40,6249,263,137,649801,39,124,0.0574,0.3954,-0.6047,-0.1876,1358,0
659,A400,40,6281,265,132,654358,42,126,0.0546,0.3771,-0.6229,-0.1861,1356,0
660,A400,40,6310,290,151,658162,41,125,0.0575,0.3931,-0.6069,-0.1851,1356,0
661,A400,40,6827,276,141,711671,40,124,0.0574,0.422,-0.578,-0.1856,1358,0
662,A400,40,6176,307,140,639433,36,124,0.0605,0.3757,-0.6243,-0.1911,1356,0
663,A400,40,6185,313,158,640970,41,119,0.0574,0.3652,-0.6348,-0.1904,1358,0
664,A400,40,6454,310,145,675659,40,127,0.0604,0.3989,-0.6011,-0.1821,1358,0
665,A400,40,5753,291,160,602131,40,125,0.0604,0.3837,-0.6163,-0.1823,1358,0
666,A400,40,6279,306,149,648910,36,126,0.0633,0.3988,-0.6012,-0.1926,1358,0
667,A400,40,2160,259,149,269308,116,135,0.1885,0.7093,0.2907,-0.0259,1358,0
668,A400,40,5724,277,162,588321,37,124,0.0605,0.4157,-0.5843,-0.197,1356,0
669,A400,40,6472,243,129,673434,44,124,0.0575,0.3943,-0.6057,-0.1871,1356,0
670,A400,40,6381,293,142,674326,46,127,0.0574,0.3663,-0.6337,-0.1744,1358,0
671,A400,40,6239,263,135,648169,46,124,0.0574,0.3559,-0.6441,-0.1884,1358,0
672,A400,40,5544,295,159,579951,43,125,0.0604,0.3743,-0.6257,-0.1827,1358,0
673,A400,40,5816,273,132,618320,51,127,0.0574,0.3509,-0.6491,-0.1694,1358,0
674,A400,40,6234,219,125,649139,43,124,0.0604,0.3846,-0.6154,-0.1865,1358,0
675,A400,40,6075,242,131,633606,47,127,0.0604,0.3584,-0.6416,-0.1852,1358,0
676,A400,40,5962,251,125,626007,41,126,0.0604,0.3631,-0.6369,-0.1797,1358,0
677,A400,40,1685,181,101,208514,115,135,0.1915,0.9355,0.0645,-0.0332,1358,0
678,A400,40,6309,269,140,660758,45,127,0.0574,0.3785,-0.6215,-0.1818,1358,0
679,A400,40,6664,328,172,690169,33,124,0.0574,0.4068,-0.5932,-0.1909,1358,0
680,A400,40,6327,275,148,660291,40,126,0.0604,0.3503,-0.6497,-0.1847,1358,0
681,A400,40,6298,275,134,654634,42,126,0.0604,0.3486,-0.6514,-0.1879,1358,0
682,A400,40,6108,299,149,635284,40,125,0.0575,0.3873,-0.6127,-0.1874,1356,0
683,A400,40,6532,356,186,685717,43,134,0.0604,0.4651,-0.5349,-0.1799,1358,0
684,A400,40,6280,324,184,654471,40,124,0.0545,0.3829,-0.6171,-0.1858,1358,0
685,A400,40,251,41,25,30451,115,132,0.2165,0.4848,-0.5152,-0.0522,1358,0
686,A400,40,6172,263,143,648030,39,126,0.0574,0.3815,-0.6185,-0.1797,1358,0
687,A400,40,5969,300,154,622528,42,126,0.0574,0.3931,-0.6069,-0.1852,1358,0
688,A400,40,5846,323,149,608295,44,127,0.0574,0.339,-0.661,-0.1871,1358,0
689,A400,40,219,43,21,26683,109,134,0.2194,0.4118,-0.5882,-0.0481,1358,0
690,A400,40,6426,275,134,668126,37,119,0.0546,0.3943,-0.6057,-0.1877,1356,0
691,A400,40,6503,264,135,677593,40,124,0.0604,0.3785,-0.6215,-0.186,1358,0
692,A400,40,6450,276,143,669129,43,119,0.0574,0.4124,-0.5876,-0.1895,1358,0
693,A400,40,6282,330,175,659881,41,134,0.0575,0.4195,-0.5805,-0.1794,1356,0
694,A400,40,6182,295,138,635475,42,124,0.0575,0.3714,-0.6286,-0.1969,1356,0
695,A400,40,6509,274,139,682403,41,126,0.0604,0.3699,-0.6301,-0.1809,1358,0
696,A400,40,6882,274,131,723207,48,124,0.0604,0.3829,-0.6171,-0.179,1358,0
697,A400,40,6653,302,155,693100,42,124,0.0604,0.4,-0.6,-0.1861,1358,0
698,A400,40,170,28,14,20714,114,132,0.2168,0.52,-0.48,-0.0481,1356,0
699,A400,40,7003,252,138,734568,40,127,0.0605,0.3943,-0.6057,-0.1805,1356,0
700,A400,40,6570,274,141,685255,40,119,0.0575,0.3864,-0.6136,-0.1851,1356,0
701,A400,40,6137,284,145,649137,48,125,0.0605,0.4128,-0.5872,-0.1736,1356,0
702,A400,40,6294,289,160,661448,43,124,0.0604,0.3778,-0.6222,-0.179,1358,0
703,A400,40,6318,286,159,667465,46,126,0.0605,0.3882,-0.6118,-0.1746,1356,0
704,A400,40,5499,298,138,581466,43,125,0.0604,0.3373,-0.6627,-0.1739,1358,0
705,A400,40,5533,288,155,584291,43,126,0.0605,0.3452,-0.6548,-0.175,1356,0
706,A400,40,6175,266,144,652005,46,127,0.0604,0.345,-0.655,-0.1751,1358,0
707,A400,40,5688,303,154,598976,43,125,0.0605,0.3669,-0.6331,-0.1773,1356,0
708,A400,40,5828,296,169,618846,48,126,0.0604,0.3869,-0.6131,-0.1704,1358,0
709,A400,40,5814,262,137,617639,44,127,0.0604,0.3758,-0.6242,-0.17,1358,0
710,A400,40,5830,289,158,614756,44,125,0.0605,0.3823,-0.6176,-0.1762,1356,0
711,A400,40,4080,188,91,435821,64,127,0.1237,0.4,-0.6,-0.1655,1358,0
712,A400,40,4239,150,76,456305,65,127,0.1252,0.4355,-0.5645,-0.159,1358,0
713,A400,40,4788,257,136,516343,63,127,0.0603,0.3274,-0.6726,-0.1575,1360,0
714,A400,40,4417,176,89,477354,68,127,0.1164,0.3841,-0.6159,-0.1557,1358,0
715,A400,40,4071,177,99,439881,56,127,0.1177,0.4154,-0.5846,-0.1558,1360,0
716,A400,40,4346,163,89,473046,65,127,0.1265,0.3954,-0.6047,-0.1496,1360,0
717,A400,40,3961,175,99,431127,66,127,0.1309,0.3828,-0.6172,-0.1497,1360,0
718,A400,40,3455,157,86,373412,67,127,0.1221,0.4118,-0.5882,-0.1556,1360,0
719,A400,40,4396,179,100,474761,68,127,0.1001,0.3841,-0.6159,-0.1563,1358,0
720,A400,40,4364,185,108,479531,74,132,0.0941,0.4173,-0.5827,-0.1415,1360,0
721,A400,40,3824,157,95,417036,73,127,0.0896,0.3158,-0.6842,-0.148,1362,0
722,A400,40,3900,203,90,425840,71,127,0.1279,0.4193,-0.5806,-0.147,1360,0
723,A400,40,3876,185,102,419968,70,127,0.1075,0.3643,-0.6357,-0.1535,1358,0
724,A400,50,14386,851,424,1445817,27,124,0.0044,0.1591,-0.8409,-0.2148,1358,0
725,A400,50,16052,805,400,1594353,26,126,0.003,0.6027,-0.3973,-0.224,1358,0
726,A400,50,13349,740,356,1328712,29,124,0.0,0.558,-0.442,-0.2224,1358,0
727,A400,40,15650,943,539,1732196,23,140,0.0014,0.494,-0.506,-0.1353,1378,0
728,A400,40,15208,861,501,1741571,22,143,0.0189,0.1806,-0.8194,-0.1053,1378,0
729,A400,40,3333,173,87,246531,35,95,0.2437,0.3597,-0.6403,-0.4221,1666,0
730,A400,40,3288,191,114,260660,36,103,0.2861,0.431,-0.569,-0.3807,1664,0
731,A400,40,3340,169,93,265172,35,103,0.279,0.4286,-0.5714,-0.3797,1670,0
732,A400,40,3630,173,100,292575,35,108,0.2581,0.384,-0.616,-0.3703,1666,0
733,A400,40,5665,405,216,499944,36,118,0.2761,0.9273,0.0727,-0.3105,1666,0
734,A400,40,3228,166,89,260241,38,103,0.2695,0.405,-0.595,-0.3702,1670,0
735,A400,40,6114,320,197,633741,40,134,0.3001,0.9187,-0.0813,-0.1902,1666,0
736,A400,40,7639,462,260,819375,40,135,0.2917,0.9007,0.0993,-0.162,1666,0
737,A400,40,7080,492,293,773694,43,140,0.2893,0.8561,0.1439,-0.1463,1666,0
738,A400,40,5390,297,258,635678,9,143,0.7107,0.185,0.815,-0.0786,1362,0
739,A400,40,263,29,17,30104,87,134,0.6097,0.6667,-0.3333,-0.1058,1358,0
740,A300,100,62,31,9,7479,114,132,0.4897,0.28,-0.72,-0.0576,1360,0
741,A400,50,22,7,4,2871,116,148,0.3034,0.5714,-0.4286,0.0195,1358,0
742,A400,50,86,17,13,9819,100,125,0.8395,0.6923,0.3077,-0.108,1358,0
743,A400,50,42,14,7,5558,127,140,0.2485,0.5,-0.5,0.0338,1360,0
744,A400,50,17,6,4,2246,120,149,0.5882,0.8,-0.2,0.0322,1360,0
745,A400,50,18,9,5,2274,110,141,0.8532,0.5,-0.5,-0.013,1362,0
746,A400,50,12,4,4,1537,112,149,0.85,1.0,0.0,0.0007,1360,0
747,A400,50,12,5,6,1563,125,143,0.5552,0.6667,0.3333,0.0176,1358,0
748,A400,50,12,4,4,1543,110,140,0.8895,1.0,0.0,0.0046,1358,0
749,A400,50,12,5,5,1528,115,141,0.1458,1.0,0.0,-0.0052,1358,0
750,A400,50,12,5,4,1504,111,140,0.8177,0.8,-0.2,-0.0208,1360,0
751,A400,50,14,10,4,1808,122,136,0.2035,0.3333,-0.6667,0.0089,1356,0
752,A400,50,12,6,3,1541,111,142,0.5921,0.5,-0.5,0.0033,1358,0
753,A400,50,15,7,3,1923,123,141,0.8838,0.4286,-0.5714,0.0016,1360,0
754,A400,50,12,6,3,1539,113,141,0.9146,0.5,-0.5,0.0019,1358,0
755,A400,50,65,12,10,7104,89,126,0.9057,1.0,0.0,-0.1461,1358,0
756,A400,50,12,9,4,1509,112,143,0.1959,0.5,-0.5,-0.0176,1358,0
757,A400,50,12,6,4,1585,128,141,0.2312,0.8,-0.2,0.0319,1358,0
758,A400,50,11,5,3,1398,111,135,0.8557,0.6,-0.4,-0.0071,1358,0
759,A400,50,17,6,5,2181,122,132,0.6259,1.0,0.0,0.0023,1358,0
760,A400,50,15,6,4,1522,90,118,0.8601,0.6667,-0.3333,-0.2073,1358,0
761,A400,50,12,6,4,1335,99,127,0.7393,1.0,0.0,-0.1309,1358,0
762,A400,50,9,5,4,1063,107,126,0.4683,0.6,-0.4,-0.0773,1358,0
763,A400,50,8,3,4,958,108,135,0.2599,0.75,0.25,-0.0645,1362,0
764,A400,50,8,4,3,950,105,127,0.8118,0.75,-0.25,-0.0723,1360,0
765,A400,50,9,4,4,1059,107,132,0.7603,0.75,-0.25,-0.0807,1360,0
766,A400,50,6,3,3,718,107,140,0.1856,1.0,0.0,-0.0651,1358,0
767,A400,50,6,6,2,775,118,136,0.732,0.3333,-0.6667,0.0091,1358,0
768,A400,50,10,4,5,1233,119,132,0.0928,1.0,0.0,-0.0367,1358,0
769,A400,50,16,8,4,2121,114,148,0.8026,0.5,-0.5,0.0356,1358,0
770,A400,50,17,7,4,2183,121,135,0.4728,0.5714,-0.4286,0.0032,1358,0
771,A400,50,28,11,7,3576,120,135,0.4757,0.5454,-0.4545,-0.0022,1358,0
772,A400,50,16,7,4,2042,114,140,0.9087,0.5714,-0.4286,-0.0029,1358,0
773,A400,50,67,23,13,7595,92,132,0.9515,0.6,-0.4,-0.1144,1360,0
774,A400,50,16,6,4,2034,110,140,0.8073,0.6667,-0.3333,-0.0068,1360,0
775,A400,50,18,7,4,2319,112,140,0.6985,0.5714,-0.4286,0.0065,1360,0
776,A400,50,17,12,5,2193,121,140,0.4728,0.625,-0.375,0.0078,1358,0
777,A400,50,26,13,7,3330,120,140,0.9602,0.5,-0.5,0.0006,1358,0
778,A400,50,18,7,5,2318,122,141,0.1593,0.5714,-0.4286,0.0061,1356,0
779,A400,50,17,7,6,2267,129,142,0.2298,0.8333,-0.1667,0.0418,1358,0
780,A400,50,16,6,4,2020,106,141,0.7202,0.8,-0.2,-0.0137,1358,0
781,A400,50,17,7,4,2214,114,142,0.7227,0.8,-0.2,0.0175,1356,0
782,A400,50,16,9,8,2069,123,140,0.8645,1.0,0.0,0.0103,1358,0
783,A400,50,17,6,4,2157,113,141,0.8304,0.8,-0.2,-0.0087,1356,0
784,A400,50,18,8,6,2384,127,141,0.7894,1.0,0.0,0.0347,1358,0
785,A400,50,18,6,5,2280,113,140,0.9808,0.8333,-0.1667,-0.0104,1358,0
786,A400,50,18,6,4,2370,117,148,0.5567,0.6667,-0.3333,0.0287,1358,0
787,A400,50,17,9,7,2198,122,142,0.8612,1.0,0.0,0.0101,1354,0
788,A400,50,16,9,5,1967,115,133,0.4602,0.7143,-0.2857,-0.0395,1356,0
789,A400,50,16,5,6,1990,120,132,0.4381,0.8333,0.1667,-0.0283,1356,0
790,A400,50,32,16,8,4131,120,143,0.4498,0.4286,-0.5714,0.0085,1356,0
791,A400,50,16,5,4,2025,109,141,0.9144,0.8,-0.2,-0.0112,1356,0
792,A400,50,16,7,5,2001,119,134,0.4439,0.8333,-0.1667,-0.0229,1356,0
793,A400,50,16,6,5,2015,111,142,0.8778,0.8333,-0.1667,-0.0161,1358,0
794,A400,50,21,8,5,2633,120,134,0.4433,0.5,-0.5,-0.0205,1358,0
795,A400,50,17,8,5,2127,105,143,0.8468,0.8333,-0.1667,-0.0225,1358,0
796,A400,50,22,10,4,2926,127,140,0.215,0.4,-0.6,0.0391,1358,0
797,A400,50,49,19,12,6058,118,135,0.4521,0.6667,-0.3333,-0.0341,1358,0
798,A400,50,16,7,4,1961,102,141,0.9765,0.5714,-0.4286,-0.0425,1360,0
799,A400,50,17,7,7,2310,129,149,0.3809,0.8571,-0.1429,0.0616,1360,0
800,A400,50,18,9,8,2219,117,135,0.4456,0.625,-0.375,-0.0369,1360,0
801,A400,50,16,8,4,2062,109,140,0.7158,0.5714,-0.4286,0.0068,1358,0
802,A400,50,16,5,4,2046,109,149,0.8809,0.8,-0.2,-0.001,1360,0
803,A400,50,17,6,4,2167,109,144,0.1735,0.6667,-0.3333,-0.0041,1360,0
804,A400,50,19,7,6,2420,120,140,0.1723,0.8333,-0.1667,-0.0049,1358,0
805,A400,50,21,15,7,2683,120,141,0.4397,0.6,-0.4,-0.0019,1360,0
806,A400,50,26,9,8,3341,120,141,0.1134,1.0,0.0,0.0039,1358,0
807,A400,50,26,13,7,3431,123,143,0.3118,0.875,-0.125,0.031,1360,0
808,A400,50,19,10,7,2351,116,134,0.4397,0.4,-0.6,-0.0333,1360,0
809,A400,50,17,9,6,2240,115,150,0.3412,0.7143,-0.2857,0.0294,1360,0
810,A400,50,16,5,4,2028,111,143,0.7985,0.8,-0.2,-0.0098,1360,0
811,A400,50,16,9,6,2076,123,141,0.2047,0.8333,-0.1667,0.0137,1358,0
812,A400,120,268,29,31,25809,79,124,0.0207,0.4516,0.5484,-0.2476,1353,0
813,A400,120,370,48,62,39293,27,119,0.0015,0.2632,0.7368,-0.1703,1353,0
814,A400,120,330,48,61,33449,90,119,0.0296,0.1639,0.8361,-0.2081,1353,0
815,A400,120,207,25,39,21354,93,124,0.0296,0.2308,0.7692,-0.1941,1353,0
816,A400,120,594,55,81,61608,93,125,0.0266,0.1358,0.8642,-0.1897,1353,0
817,A400,120,578,73,90,67901,100,132,0.0739,0.2838,0.7162,-0.0822,1353,0
818,A400,50,788,78,127,83011,86,125,0.9816,0.063,0.937,-0.177,1687,0
819,A400,40,145,23,36,16920,108,127,0.0325,0.1667,0.8333,-0.0884,1352,0
820,A400,40,97,19,25,11608,111,133,0.0325,0.28,0.72,-0.0651,1354,0
821,A400,40,139,27,35,16441,110,132,0.031,0.2,0.8,-0.0759,1354,0
822,A400,40,175,30,38,21073,111,133,0.0325,0.1842,0.8158,-0.0592,1354,0
823,A400,40,144,20,47,17271,110,132,0.0325,0.1087,0.8913,-0.063,1354,0
824,A400,40,73,15,30,8549,109,127,0.0353,0.1333,0.8667,-0.0851,1358,0
825,A400,40,89,16,28,10584,110,134,0.0325,0.1786,0.8214,-0.0709,1356,0
826,A400,40,72,15,18,8542,111,132,0.0383,0.2778,0.7222,-0.0731,1358,0
827,A400,40,64,14,19,7486,111,126,0.0353,0.3333,0.6667,-0.0862,1358,0
828,A400,40,115,18,29,14260,115,135,0.0651,0.2069,0.7931,-0.0313,1352,0
829,A400,40,58,15,20,7385,116,141,0.0459,0.3,0.7,-0.0052,1352,0
830,A400,40,60,16,19,7112,110,127,0.0532,0.3333,0.6667,-0.074,1352,0
831,A300,69,134,47,13,17217,114,143,0.223,0.2222,-0.7778,0.0038,1650,0
832,A300,69,52,20,8,6616,116,143,0.3378,0.4375,-0.5625,-0.006,1652,0
833,A300,69,123,29,13,15711,117,141,0.2385,0.2857,-0.7143,-0.0021,1652,0
834,A300,69,81,28,9,10329,113,141,0.2448,0.1481,-0.8518,-0.0038,1650,0
835,A300,69,56,26,6,7143,116,140,0.2603,0.2,-0.8,-0.0035,1652,0
836,A300,69,68,24,9,8685,115,143,0.3091,0.2273,-0.7727,-0.0022,1650,0
837,A300,69,79,19,11,10188,116,140,0.2318,0.6923,-0.3077,0.0075,1648,0
838,A300,69,2028,129,157,188767,28,140,0.0743,0.1513,0.8487,-0.2728,1696,0
839,A300,143,78,15,17,11382,129,157,0.1484,0.5294,0.4706,0.14,1658,0
840,A400,100,127,19,31,13897,99,125,0.9164,0.1936,0.8065,-0.1451,1364,0
841,A400,100,540,57,88,60109,95,127,0.9164,0.1136,0.8864,-0.1304,1364,0
842,A400,100,716,74,103,80541,97,134,0.9164,0.1068,0.8932,-0.1212,1364,0
843,A400,100,571,68,95,64701,98,135,0.9164,0.1053,0.8947,-0.1147,1364,0
844,A400,100,1082,102,150,118721,94,132,0.9151,0.0733,0.9267,-0.1428,1366,0
845,A400,100,1004,99,134,125338,109,143,0.9148,0.1194,0.8806,-0.0247,1362,0
846,A400,100,477,82,107,53536,96,132,0.915,0.1028,0.8972,-0.1232,1364,0
847,A400,100,695,99,117,88065,111,141,0.9091,0.1478,0.8522,-0.0101,1364,0
848,A400,100,319,31,50,36546,101,133,0.9135,0.18,0.82,-0.105,1364,0
849,A400,100,585,91,105,65860,99,133,0.9106,0.1058,0.8942,-0.1205,1364,0
850,A400,100,495,67,90,56735,99,143,0.9106,0.1236,0.8764,-0.1046,1364,0
851,A400,100,492,59,83,55666,101,133,0.9135,0.1111,0.8889,-0.1161,1364,0
852,A400,100,969,124,163,103558,92,141,0.9106,0.0736,0.9264,-0.1651,1364,0
853,A400,100,733,75,112,81625,98,127,0.9106,0.0982,0.9018,-0.13,1364,0
854,A400,100,975,107,141,121633,108,140,0.9106,0.0863,0.9137,-0.0254,1364,0
855,A400,100,706,56,93,77840,96,127,0.9091,0.1183,0.8817,-0.1386,1364,0
856,A400,100,926,113,146,98616,92,126,0.9076,0.0759,0.9241,-0.168,1364,0
857,A400,100,653,90,110,71112,95,134,0.9063,0.1,0.9,-0.1492,1366,0
858,A400,100,104,25,26,11941,106,127,0.9047,0.2308,0.7692,-0.103,1364,0
859,A400,100,105,16,23,12094,106,125,0.9048,0.3182,0.6818,-0.1001,1366,0
860,A400,100,82,14,21,9584,109,126,0.9019,0.2857,0.7143,-0.0869,1366,0
861,A400,100,57,13,15,6560,107,127,0.9004,0.4667,0.5333,-0.1009,1366,0
862,A400,100,111,21,24,12919,106,127,0.9004,0.3333,0.6667,-0.0907,1366,0
863,A400,100,161,18,28,18877,108,134,0.9003,0.2857,0.7143,-0.084,1364,0
864,A400,100,68,13,14,7990,109,133,0.9003,0.5714,0.4286,-0.082,1364,0
865,A400,100,87,15,20,10196,109,127,0.9032,0.3,0.7,-0.0844,1364,0
866,A400,100,87,15,15,10024,106,127,0.8974,0.6667,0.3333,-0.0999,1364,0
867,A300,100,113,11,12,12652,93,130,0.0445,0.9167,0.0833,-0.1253,1707,0
868,A300,80,1812,119,135,196003,82,132,0.4019,0.7917,-0.2083,-0.1549,1687,0
869,A300,120,41,8,11,4533,100,123,0.4976,0.6364,0.3636,-0.1362,1467,0
870,A400,290,588,18,51,62182,73,135,0.2853,0.3333,0.6667,-0.1738,1353,0
871,A400,185,106,11,12,12792,100,134,0.2705,0.9167,0.0833,-0.0572,1353,0
872,A400,200,612,46,52,71337,103,127,0.4339,0.52,0.48,-0.0894,1687,0
873,A400,200,155,13,14,16093,55,134,0.9923,0.9286,0.0714,-0.1889,1687,0
874,A400,50,247,14,29,26419,88,126,0.5624,0.4138,0.5862,-0.1644,1387,0
875,A400,50,135,12,21,13096,89,109,0.0389,0.45,0.55,-0.2421,1387,0
876,A400,50,376,13,47,37703,91,117,0.0735,0.2391,0.7609,-0.2166,1387,0
877,A400,70,202,15,29,21408,85,122,0.2661,0.3103,0.6897,-0.172,1353,0
878,A400,40,132,32,20,14760,104,119,0.8835,0.4091,-0.5909,-0.1264,1227,0
879,A400,40,198,10,37,22581,101,127,0.5982,0.1892,0.8108,-0.109,1227,0
880,A400,50,128,12,16,13996,88,126,0.882,0.6875,0.3125,-0.1458,1687,0
881,A400,70,143,15,16,14742,76,125,0.7628,0.75,0.25,-0.1946,1353,0
882,A300,70,221,19,22,24230,97,124,0.4031,0.6818,0.3182,-0.1435,1687,0
883,A300,70,114,15,14,12221,80,125,0.5691,0.8571,0.1429,-0.1625,1687,0
884,A300,50,176,44,15,18466,90,119,0.9061,0.1951,-0.8049,-0.1803,1353,0
885,A300,50,176,21,19,19565,86,135,0.6371,0.6842,0.3158,-0.1315,1353,0
886,A400,50,513,42,29,62225,105,139,0.1419,0.7778,-0.2222,-0.0524,1353,0
887,A400,50,150,27,12,16873,96,129,0.6696,0.3704,-0.6296,-0.1212,1353,0
888,A400,50,181,16,20,19537,78,130,0.776,0.65,0.35,-0.1567,1353,0
889,A300,80,279,21,25,30271,61,135,0.1215,0.64,0.36,-0.1524,1366,0
890,A300,80,106,25,16,12782,108,134,0.1454,0.875,-0.125,-0.0579,1362,0
891,A300,60,127,19,15,13938,90,135,0.4538,0.8667,0.1333,-0.1426,1688,0
892,A300,60,50,10,10,5345,93,127,0.8842,0.8,0.2,-0.1648,1692,0
893,A300,60,88,14,19,9432,95,125,0.7979,0.3684,0.6316,-0.1626,1692,0
