session_id,session_start_hour,initial_soc_pct,charger_type,vehicle_battery_kwh,station_region,is_weekend,energy_charged_kwh
LZ-EV-004998,17,32.5,fast_22kw,67.5,barcelona,1,40.2
LZ-EV-004999,23,31.6,slow_7kw,62.7,sevilla,1,42.43
LZ-EV-005000,14,37.0,fast_22kw,43.8,malaga,1,25.51
LZ-EV-005001,2,18.8,slow_7kw,50.2,zaragoza,0,39.71
LZ-EV-005002,3,40.2,slow_7kw,77.9,malaga,1,42.74
LZ-EV-005003,5,40.6,fast_22kw,56.1,madrid,0,33.07
LZ-EV-005004,23,40.7,ultra_150kw,35.4,malaga,0,18.1
LZ-EV-005005,11,2.1,fast_22kw,76.9,murcia,0,31.38
LZ-EV-005006,15,23.2,fast_22kw,53.9,madrid,0,37.85
LZ-EV-005007,4,34.0,fast_22kw,60.4,zaragoza,0,39.37
LZ-EV-005008,19,27.3,rapid_50kw,64.2,malaga,0,29.03
LZ-EV-005009,10,27.7,rapid_50kw,43.6,barcelona,1,18.75
LZ-EV-005010,3,22.1,rapid_50kw,53.4,sevilla,0,31.23
LZ-EV-005011,4,52.0,slow_7kw,28.4,valencia,0,12.71
LZ-EV-005012,23,2.0,slow_7kw,28.0,barcelona,0,25.65
LZ-EV-005013,8,54.0,slow_7kw,52.3,barcelona,0,20.11
LZ-EV-005014,20,16.6,fast_22kw,77.9,zaragoza,0,23.21
LZ-EV-005015,17,16.1,ultra_150kw,71.6,sevilla,0,23.05
LZ-EV-005016,8,38.9,fast_22kw,28.0,sevilla,0,15.57
LZ-EV-005017,4,9.3,fast_22kw,55.7,sevilla,0,43.23
LZ-EV-005018,19,38.6,fast_22kw,80.6,barcelona,0,28.05
LZ-EV-005019,22,50.2,rapid_50kw,56.9,malaga,0,18.22
LZ-EV-005020,8,25.5,ultra_150kw,40.5,murcia,0,25.74
LZ-EV-005021,23,23.6,rapid_50kw,43.7,malaga,0,30.47
LZ-EV-005022,23,66.1,fast_22kw,77.3,sevilla,0,22.41
LZ-EV-005023,20,34.1,slow_7kw,45.4,barcelona,0,30.05
LZ-EV-005024,8,55.5,rapid_50kw,43.4,malaga,0,18.32
LZ-EV-005025,15,34.7,fast_22kw,65.3,malaga,0,28.67
LZ-EV-005026,1,47.1,slow_7kw,36.2,bilbao,1,17.81
LZ-EV-005027,5,39.2,slow_7kw,43.1,madrid,0,25.24
LZ-EV-005028,8,48.0,rapid_50kw,52.5,barcelona,0,23.12
LZ-EV-005029,1,51.1,slow_7kw,96.5,zaragoza,0,39.65
LZ-EV-005030,22,39.7,fast_22kw,63.8,sevilla,0,34.9
LZ-EV-005031,15,50.5,rapid_50kw,74.3,zaragoza,0,28.43
LZ-EV-005032,12,50.1,slow_7kw,67.6,madrid,0,21.06
LZ-EV-005033,16,57.4,fast_22kw,54.9,bilbao,1,23.96
LZ-EV-005034,6,37.1,slow_7kw,59.6,madrid,0,29.53
LZ-EV-005035,8,51.1,slow_7kw,74.2,murcia,1,32.11
LZ-EV-005036,22,34.0,rapid_50kw,75.0,sevilla,0,24.75
LZ-EV-005037,21,64.7,slow_7kw,90.6,malaga,0,29.92
LZ-EV-005038,3,19.1,slow_7kw,87.7,madrid,0,34.26
LZ-EV-005039,1,6.9,slow_7kw,52.1,barcelona,0,35.54
LZ-EV-005040,23,62.4,fast_22kw,54.7,malaga,0,19.76
LZ-EV-005041,23,44.7,fast_22kw,62.0,madrid,1,31.35
LZ-EV-005042,3,29.6,rapid_50kw,50.2,madrid,0,22.5
LZ-EV-005043,2,46.0,slow_7kw,28.0,sevilla,0,13.79
LZ-EV-005044,12,13.4,fast_22kw,49.7,malaga,1,40.01
LZ-EV-005045,13,49.8,ultra_150kw,83.5,zaragoza,0,39.09
LZ-EV-005046,8,15.2,rapid_50kw,66.6,valencia,1,32.15
LZ-EV-005047,6,7.1,fast_22kw,28.0,bilbao,0,22.93
LZ-EV-005048,0,42.0,ultra_150kw,88.1,madrid,0,41.94
LZ-EV-005049,6,14.8,rapid_50kw,40.4,murcia,0,33.56
LZ-EV-005050,14,8.6,slow_7kw,56.1,bilbao,0,51.07
LZ-EV-005051,8,34.6,rapid_50kw,33.9,sevilla,1,20.61
LZ-EV-005052,0,54.4,fast_22kw,60.3,barcelona,0,24.13
LZ-EV-005053,7,48.6,rapid_50kw,64.1,barcelona,0,31.98
LZ-EV-005054,11,4.8,slow_7kw,68.4,malaga,0,33.56
LZ-EV-005055,2,30.6,fast_22kw,81.0,sevilla,0,35.58
LZ-EV-005056,6,14.5,slow_7kw,66.3,sevilla,0,48.3
LZ-EV-005057,4,35.0,slow_7kw,60.9,murcia,0,37.26
LZ-EV-005058,21,22.8,rapid_50kw,28.0,bilbao,0,20.03
LZ-EV-005059,13,62.8,slow_7kw,75.3,malaga,0,24.95
LZ-EV-005060,0,54.1,fast_22kw,52.2,zaragoza,1,20.69
LZ-EV-005061,6,17.5,slow_7kw,73.8,barcelona,0,40.15
LZ-EV-005062,7,51.0,fast_22kw,69.4,valencia,1,32.63
LZ-EV-005063,10,48.8,rapid_50kw,74.5,madrid,0,20.69
LZ-EV-005064,18,42.1,fast_22kw,88.7,valencia,0,16.38
LZ-EV-005065,17,55.7,ultra_150kw,54.3,sevilla,1,22.93
LZ-EV-005066,2,15.2,fast_22kw,41.4,bilbao,0,30.39
LZ-EV-005067,11,4.7,fast_22kw,40.5,barcelona,0,35.73
LZ-EV-005068,16,34.9,slow_7kw,83.5,barcelona,0,27.99
LZ-EV-005069,6,69.1,slow_7kw,73.7,bilbao,1,19.1
LZ-EV-005070,12,11.2,rapid_50kw,70.8,zaragoza,0,26.6
LZ-EV-005071,14,30.6,slow_7kw,54.6,malaga,0,33.32
LZ-EV-005072,17,35.2,slow_7kw,36.5,bilbao,1,22.18
LZ-EV-005073,16,49.0,fast_22kw,72.5,sevilla,1,34.25
LZ-EV-005074,18,16.6,fast_22kw,55.3,barcelona,0,26.09
LZ-EV-005075,8,49.8,fast_22kw,61.0,bilbao,0,28.11
LZ-EV-005076,6,21.7,fast_22kw,55.1,madrid,1,27.44
LZ-EV-005077,22,57.6,fast_22kw,33.8,sevilla,1,11.99
LZ-EV-005078,16,49.7,fast_22kw,62.8,madrid,1,28.56
LZ-EV-005079,14,46.0,rapid_50kw,77.9,bilbao,0,25.65
LZ-EV-005080,1,44.7,fast_22kw,70.8,malaga,0,34.87
LZ-EV-005081,7,65.3,rapid_50kw,74.0,barcelona,1,22.93
LZ-EV-005082,21,21.9,fast_22kw,66.6,madrid,0,27.35
LZ-EV-005083,7,48.8,fast_22kw,37.0,malaga,0,15.21
LZ-EV-005084,4,43.3,slow_7kw,65.9,malaga,0,37.97
LZ-EV-005085,20,41.0,slow_7kw,42.8,sevilla,1,22.72
LZ-EV-005086,0,64.7,slow_7kw,50.4,zaragoza,1,15.88
LZ-EV-005087,17,21.8,fast_22kw,72.0,valencia,0,30.67
LZ-EV-005088,14,36.9,slow_7kw,70.7,sevilla,0,23.64
LZ-EV-005089,16,35.3,ultra_150kw,46.8,madrid,1,30.88
LZ-EV-005090,12,40.2,ultra_150kw,53.7,bilbao,0,29.32
LZ-EV-005091,22,21.5,rapid_50kw,77.9,valencia,0,22.03
LZ-EV-005092,22,38.8,slow_7kw,46.4,barcelona,0,27.05
LZ-EV-005093,14,27.6,fast_22kw,74.8,madrid,0,44.34
LZ-EV-005094,18,44.4,fast_22kw,76.6,madrid,0,32.3
LZ-EV-005095,5,57.1,rapid_50kw,63.0,murcia,0,27.69
LZ-EV-005096,3,12.1,slow_7kw,66.5,bilbao,1,31.07
LZ-EV-005097,2,46.1,fast_22kw,56.1,bilbao,0,19.75
LZ-EV-005098,20,50.3,rapid_50kw,61.2,madrid,0,28.41
LZ-EV-005099,2,46.5,fast_22kw,43.3,bilbao,0,21.12
LZ-EV-005100,23,31.8,rapid_50kw,49.7,bilbao,0,29.67
LZ-EV-005101,20,32.5,slow_7kw,56.0,madrid,1,34.73
LZ-EV-005102,9,53.8,fast_22kw,86.4,zaragoza,0,28.48
LZ-EV-005103,9,62.6,ultra_150kw,44.3,murcia,0,14.72
LZ-EV-005104,12,81.3,ultra_150kw,51.1,zaragoza,1,8.76
LZ-EV-005105,10,29.0,fast_22kw,37.6,murcia,0,23.35
LZ-EV-005106,20,36.6,rapid_50kw,56.4,zaragoza,1,22.63
LZ-EV-005107,8,64.4,slow_7kw,43.2,zaragoza,1,14.0
LZ-EV-005108,22,3.0,slow_7kw,43.6,zaragoza,1,42.18
LZ-EV-005109,21,34.4,slow_7kw,74.2,malaga,0,47.28
LZ-EV-005110,8,41.2,slow_7kw,58.1,valencia,0,29.28
LZ-EV-005111,12,4.3,rapid_50kw,57.8,valencia,0,22.87
LZ-EV-005112,15,52.3,rapid_50kw,61.8,madrid,0,24.49
LZ-EV-005113,21,26.3,rapid_50kw,52.7,malaga,0,34.78
LZ-EV-005114,22,79.6,slow_7kw,67.8,bilbao,1,12.8
LZ-EV-005115,4,27.8,slow_7kw,59.3,bilbao,1,37.93
LZ-EV-005116,17,42.1,rapid_50kw,73.6,sevilla,1,26.9
LZ-EV-005117,5,35.1,fast_22kw,57.0,madrid,1,35.83
LZ-EV-005118,20,23.9,slow_7kw,55.1,sevilla,1,38.95
LZ-EV-005119,23,53.7,rapid_50kw,86.1,malaga,0,37.09
LZ-EV-005120,15,59.1,slow_7kw,74.3,malaga,0,24.73
LZ-EV-005121,8,2.0,slow_7kw,70.3,malaga,0,29.27
LZ-EV-005122,4,13.9,rapid_50kw,60.5,bilbao,0,19.54
LZ-EV-005123,22,63.4,slow_7kw,45.8,murcia,1,13.99
LZ-EV-005124,14,12.3,rapid_50kw,30.7,bilbao,0,24.31
LZ-EV-005125,1,38.5,fast_22kw,83.0,madrid,0,37.58
LZ-EV-005126,0,20.2,fast_22kw,45.7,barcelona,0,34.14
LZ-EV-005127,16,4.2,slow_7kw,61.3,bilbao,0,24.77
LZ-EV-005128,21,38.5,slow_7kw,37.1,bilbao,0,19.97
LZ-EV-005129,17,40.0,slow_7kw,68.7,zaragoza,1,37.4
LZ-EV-005130,4,34.5,slow_7kw,68.5,bilbao,1,35.37
LZ-EV-005131,1,39.5,rapid_50kw,44.5,madrid,0,17.99
LZ-EV-005132,3,28.6,ultra_150kw,77.3,valencia,0,53.42
LZ-EV-005133,0,23.5,rapid_50kw,28.0,bilbao,0,18.37
LZ-EV-005134,0,37.0,slow_7kw,58.3,malaga,0,33.59
LZ-EV-005135,3,34.2,fast_22kw,86.5,sevilla,0,33.18
LZ-EV-005136,16,48.0,fast_22kw,60.7,malaga,0,29.66
LZ-EV-005137,20,35.6,slow_7kw,54.6,murcia,0,34.99
LZ-EV-005138,15,43.3,fast_22kw,68.7,zaragoza,1,35.42
LZ-EV-005139,9,26.0,fast_22kw,56.4,barcelona,0,37.78
LZ-EV-005140,13,35.8,fast_22kw,65.8,malaga,0,36.8
LZ-EV-005141,20,2.0,fast_22kw,69.4,barcelona,0,21.88
LZ-EV-005142,1,52.4,rapid_50kw,74.4,bilbao,0,25.76
LZ-EV-005143,9,59.4,slow_7kw,64.3,valencia,1,24.59
LZ-EV-005144,11,61.5,slow_7kw,54.5,murcia,0,18.82
LZ-EV-005145,2,38.9,rapid_50kw,90.4,barcelona,1,25.19
LZ-EV-005146,6,40.6,rapid_50kw,61.3,valencia,0,26.23
LZ-EV-005147,14,90.0,ultra_150kw,37.5,bilbao,0,3.72
LZ-EV-005148,15,42.3,fast_22kw,37.1,valencia,0,19.8
LZ-EV-005149,6,40.9,rapid_50kw,41.1,madrid,1,20.0
LZ-EV-005150,11,64.9,ultra_150kw,70.7,barcelona,0,23.3
LZ-EV-005151,16,62.5,fast_22kw,67.4,sevilla,0,25.7
LZ-EV-005152,4,28.9,slow_7kw,66.0,murcia,0,36.19
LZ-EV-005153,15,52.0,rapid_50kw,93.3,valencia,0,19.73
LZ-EV-005154,18,18.8,fast_22kw,52.4,bilbao,0,37.76
LZ-EV-005155,19,55.3,rapid_50kw,46.2,madrid,0,18.51
LZ-EV-005156,5,34.5,slow_7kw,63.8,madrid,0,24.22
LZ-EV-005157,23,65.2,fast_22kw,71.4,malaga,0,24.94
LZ-EV-005158,10,29.9,rapid_50kw,68.9,malaga,0,32.49
LZ-EV-005159,6,45.2,fast_22kw,45.5,madrid,0,24.05
LZ-EV-005160,4,36.2,rapid_50kw,74.8,murcia,0,40.04
LZ-EV-005161,14,31.5,ultra_150kw,66.4,malaga,0,42.31
LZ-EV-005162,8,45.5,slow_7kw,65.2,barcelona,0,31.6
LZ-EV-005163,1,46.9,slow_7kw,41.4,madrid,0,20.86
LZ-EV-005164,4,46.9,fast_22kw,65.5,barcelona,0,27.24
LZ-EV-005165,8,47.5,rapid_50kw,72.2,bilbao,0,34.8
LZ-EV-005166,12,52.2,slow_7kw,52.4,malaga,0,23.04
LZ-EV-005167,4,48.9,fast_22kw,63.0,madrid,1,31.14
LZ-EV-005168,0,66.4,slow_7kw,80.0,malaga,0,25.23
LZ-EV-005169,1,64.1,rapid_50kw,51.7,madrid,0,17.02
LZ-EV-005170,4,37.9,fast_22kw,87.9,zaragoza,0,32.82
LZ-EV-005171,2,53.2,fast_22kw,39.2,malaga,0,16.54
LZ-EV-005172,22,2.0,fast_22kw,43.3,sevilla,1,35.16
LZ-EV-005173,9,30.7,fast_22kw,64.4,madrid,0,33.94
LZ-EV-005174,23,63.6,slow_7kw,63.1,valencia,0,21.01
LZ-EV-005175,23,26.8,slow_7kw,85.8,sevilla,1,23.89
LZ-EV-005176,17,75.6,fast_22kw,57.2,murcia,0,13.51
LZ-EV-005177,23,34.5,fast_22kw,74.0,valencia,0,18.21
LZ-EV-005178,23,20.7,ultra_150kw,77.2,sevilla,0,41.76
LZ-EV-005179,10,34.9,fast_22kw,73.8,barcelona,0,17.6
LZ-EV-005180,14,32.7,slow_7kw,35.6,bilbao,0,23.45
LZ-EV-005181,20,75.9,rapid_50kw,80.2,malaga,0,16.63
LZ-EV-005182,21,47.6,slow_7kw,94.7,murcia,1,26.83
LZ-EV-005183,11,36.9,fast_22kw,63.4,valencia,1,27.18
LZ-EV-005184,9,7.5,ultra_150kw,28.0,sevilla,1,25.18
LZ-EV-005185,9,42.8,ultra_150kw,51.6,barcelona,0,25.08
LZ-EV-005186,2,9.5,fast_22kw,76.1,malaga,0,52.95
LZ-EV-005187,19,24.7,slow_7kw,81.6,zaragoza,0,54.34
LZ-EV-005188,17,13.0,slow_7kw,75.8,madrid,0,60.79
LZ-EV-005189,11,64.4,rapid_50kw,69.9,zaragoza,0,21.3
LZ-EV-005190,19,71.4,slow_7kw,62.1,sevilla,0,17.76
LZ-EV-005191,9,29.6,slow_7kw,59.3,bilbao,0,39.66
LZ-EV-005192,1,36.8,slow_7kw,66.6,malaga,0,33.81
LZ-EV-005193,20,74.9,fast_22kw,92.6,madrid,0,20.74
LZ-EV-005194,1,60.8,slow_7kw,54.5,murcia,0,20.12
LZ-EV-005195,4,22.1,ultra_150kw,67.1,murcia,1,27.51
LZ-EV-005196,10,42.8,fast_22kw,73.6,barcelona,1,38.91
LZ-EV-005197,16,27.5,ultra_150kw,63.1,murcia,1,20.56
LZ-EV-005198,18,26.6,ultra_150kw,56.3,sevilla,1,18.59
LZ-EV-005199,3,12.7,rapid_50kw,44.8,valencia,0,32.46
LZ-EV-005200,19,44.7,rapid_50kw,79.7,barcelona,1,20.96
LZ-EV-005201,6,77.9,fast_22kw,61.0,sevilla,0,11.79
LZ-EV-005202,12,37.3,rapid_50kw,61.5,barcelona,0,32.93
LZ-EV-005203,17,6.6,rapid_50kw,28.0,bilbao,1,23.11
LZ-EV-005204,21,75.3,fast_22kw,63.4,zaragoza,1,14.44
LZ-EV-005205,0,35.2,rapid_50kw,72.2,bilbao,0,36.26
LZ-EV-005206,21,26.1,slow_7kw,76.8,zaragoza,1,45.7
LZ-EV-005207,18,59.5,slow_7kw,31.1,sevilla,1,10.25
LZ-EV-005208,12,28.4,fast_22kw,47.0,barcelona,0,29.33
LZ-EV-005209,3,58.5,slow_7kw,86.7,bilbao,1,31.4
LZ-EV-005210,14,52.8,slow_7kw,69.5,sevilla,1,31.33
LZ-EV-005211,23,10.8,slow_7kw,47.0,valencia,0,36.49
LZ-EV-005212,9,22.4,slow_7kw,50.2,bilbao,0,20.87
LZ-EV-005213,10,57.0,ultra_150kw,51.5,valencia,0,22.0
LZ-EV-005214,21,55.0,slow_7kw,39.1,valencia,0,16.39
LZ-EV-005215,22,19.0,fast_22kw,86.7,madrid,0,37.08
LZ-EV-005216,18,49.2,slow_7kw,75.6,zaragoza,0,35.83
LZ-EV-005217,18,36.6,fast_22kw,37.5,zaragoza,0,22.4
LZ-EV-005218,4,12.5,ultra_150kw,82.3,madrid,0,61.77
LZ-EV-005219,13,70.0,fast_22kw,64.6,valencia,1,16.78
LZ-EV-005220,17,43.9,fast_22kw,49.7,madrid,0,28.91
LZ-EV-005221,23,44.9,slow_7kw,46.6,madrid,1,22.94
LZ-EV-005222,8,38.4,rapid_50kw,36.9,malaga,0,19.78
LZ-EV-005223,17,23.0,slow_7kw,74.7,bilbao,0,28.49
LZ-EV-005224,18,46.5,rapid_50kw,85.3,malaga,0,31.31
LZ-EV-005225,5,40.8,slow_7kw,28.0,zaragoza,1,15.62
LZ-EV-005226,7,35.9,fast_22kw,84.8,madrid,0,51.08
LZ-EV-005227,1,10.2,rapid_50kw,61.7,malaga,0,49.06
LZ-EV-005228,11,59.3,fast_22kw,49.3,bilbao,1,19.14
LZ-EV-005229,17,2.0,slow_7kw,66.6,bilbao,0,37.72
LZ-EV-005230,18,16.3,ultra_150kw,87.5,madrid,1,34.89
LZ-EV-005231,5,44.5,rapid_50kw,68.2,madrid,0,26.3
LZ-EV-005232,7,50.2,slow_7kw,70.4,bilbao,0,29.62
LZ-EV-005233,22,28.4,slow_7kw,76.1,madrid,0,52.01
LZ-EV-005234,14,26.2,fast_22kw,69.2,barcelona,0,41.15
LZ-EV-005235,16,14.4,ultra_150kw,39.9,bilbao,0,30.17
LZ-EV-005236,15,18.2,fast_22kw,64.7,bilbao,0,44.74
LZ-EV-005237,15,45.1,fast_22kw,51.1,bilbao,0,26.62
LZ-EV-005238,16,39.9,slow_7kw,50.6,valencia,0,26.99
LZ-EV-005239,21,30.5,ultra_150kw,45.6,malaga,1,28.28
LZ-EV-005240,22,21.2,slow_7kw,76.0,valencia,0,48.08
LZ-EV-005241,11,43.8,ultra_150kw,48.8,sevilla,0,22.87
LZ-EV-005242,8,74.9,slow_7kw,57.1,madrid,0,14.63
LZ-EV-005243,17,31.8,fast_22kw,34.3,murcia,0,20.66
LZ-EV-005244,3,2.0,ultra_150kw,78.5,zaragoza,0,26.78
LZ-EV-005245,14,54.7,ultra_150kw,74.7,bilbao,0,28.8
LZ-EV-005246,12,20.8,slow_7kw,28.0,madrid,0,16.99
LZ-EV-005247,5,50.9,fast_22kw,56.2,barcelona,1,24.84
LZ-EV-005248,9,43.0,slow_7kw,29.4,bilbao,0,15.36
LZ-EV-005249,13,38.4,slow_7kw,86.4,bilbao,1,53.83
LZ-EV-005250,0,30.7,rapid_50kw,59.3,barcelona,0,26.1
LZ-EV-005251,14,57.8,fast_22kw,88.4,sevilla,1,25.31
LZ-EV-005252,20,75.1,ultra_150kw,56.0,sevilla,0,14.2
LZ-EV-005253,0,30.7,fast_22kw,69.9,bilbao,0,35.55
LZ-EV-005254,21,72.1,rapid_50kw,67.7,valencia,0,17.38
LZ-EV-005255,21,22.5,rapid_50kw,33.3,barcelona,0,12.39
LZ-EV-005256,13,20.3,slow_7kw,74.6,murcia,0,48.48
LZ-EV-005257,10,42.9,slow_7kw,80.7,barcelona,0,14.45
LZ-EV-005258,2,44.4,slow_7kw,50.7,valencia,1,25.64
LZ-EV-005259,4,8.0,fast_22kw,75.0,bilbao,0,47.35
LZ-EV-005260,1,48.4,ultra_150kw,54.5,sevilla,0,26.68
LZ-EV-005261,4,34.3,rapid_50kw,54.7,murcia,0,17.8
LZ-EV-005262,19,34.7,ultra_150kw,66.9,sevilla,0,39.45
LZ-EV-005263,22,39.1,fast_22kw,62.5,sevilla,0,31.64
LZ-EV-005264,23,16.7,slow_7kw,64.7,bilbao,0,48.87
LZ-EV-005265,16,70.9,fast_22kw,73.1,barcelona,1,18.29
LZ-EV-005266,22,36.3,fast_22kw,45.8,malaga,1,24.86
LZ-EV-005267,11,16.3,slow_7kw,110.0,zaragoza,0,48.57
LZ-EV-005268,7,43.2,rapid_50kw,64.8,malaga,0,36.39
LZ-EV-005269,13,33.4,rapid_50kw,61.1,bilbao,0,39.13
LZ-EV-005270,5,36.9,fast_22kw,73.6,malaga,0,35.66
LZ-EV-005271,8,38.1,rapid_50kw,29.3,zaragoza,0,15.41
LZ-EV-005272,21,19.1,fast_22kw,61.8,valencia,0,35.57
LZ-EV-005273,11,57.0,fast_22kw,88.2,murcia,0,34.86
LZ-EV-005274,14,55.6,slow_7kw,45.8,murcia,0,18.07
LZ-EV-005275,4,59.0,slow_7kw,59.2,zaragoza,0,23.33
LZ-EV-005276,18,24.7,fast_22kw,77.3,valencia,0,39.33
LZ-EV-005277,8,41.7,rapid_50kw,65.1,madrid,0,17.59
LZ-EV-005278,8,25.2,rapid_50kw,50.0,madrid,0,30.69
LZ-EV-005279,5,42.0,slow_7kw,50.0,bilbao,0,24.43
LZ-EV-005280,3,81.4,fast_22kw,47.3,murcia,0,8.15
LZ-EV-005281,19,6.9,fast_22kw,85.8,bilbao,0,51.26
LZ-EV-005282,7,23.3,slow_7kw,53.7,zaragoza,0,37.1
LZ-EV-005283,20,48.7,ultra_150kw,52.6,barcelona,1,26.06
LZ-EV-005284,4,2.0,fast_22kw,78.3,murcia,1,37.61
LZ-EV-005285,14,53.6,rapid_50kw,73.4,barcelona,1,31.86
LZ-EV-005286,7,48.7,fast_22kw,58.4,madrid,0,17.37
LZ-EV-005287,1,45.2,rapid_50kw,47.6,barcelona,1,13.14
LZ-EV-005288,19,65.4,slow_7kw,69.8,madrid,0,20.21
LZ-EV-005289,8,27.2,fast_22kw,77.2,madrid,0,33.65
LZ-EV-005290,18,2.0,fast_22kw,66.7,malaga,0,43.49
LZ-EV-005291,2,58.2,slow_7kw,62.8,valencia,1,26.27
LZ-EV-005292,10,72.4,fast_22kw,50.2,valencia,0,13.77
LZ-EV-005293,21,29.4,ultra_150kw,66.9,bilbao,0,35.96
LZ-EV-005294,18,41.2,fast_22kw,59.1,valencia,1,18.55
LZ-EV-005295,21,36.4,ultra_150kw,63.2,barcelona,1,17.06
LZ-EV-005296,11,35.1,slow_7kw,89.9,valencia,1,49.15
LZ-EV-005297,12,31.5,slow_7kw,50.4,barcelona,0,29.45
LZ-EV-005298,4,43.4,slow_7kw,52.6,murcia,1,26.65
LZ-EV-005299,23,31.4,fast_22kw,53.1,sevilla,1,27.94
LZ-EV-005300,5,32.6,slow_7kw,56.7,valencia,0,35.38
LZ-EV-005301,5,65.7,fast_22kw,79.3,barcelona,0,26.41
LZ-EV-005302,10,40.7,fast_22kw,38.4,murcia,0,21.99
LZ-EV-005303,16,28.3,slow_7kw,59.0,barcelona,0,44.5
LZ-EV-005304,5,90.0,fast_22kw,58.6,malaga,0,5.01
LZ-EV-005305,16,74.9,fast_22kw,32.9,murcia,0,8.28
LZ-EV-005306,17,17.7,slow_7kw,57.6,malaga,0,26.76
LZ-EV-005307,21,54.7,fast_22kw,58.0,barcelona,0,25.04
LZ-EV-005308,12,32.7,fast_22kw,46.7,sevilla,0,28.33
LZ-EV-005309,10,17.5,slow_7kw,44.5,malaga,1,26.48
LZ-EV-005310,3,50.8,fast_22kw,32.6,murcia,0,17.11
LZ-EV-005311,10,8.4,ultra_150kw,65.9,valencia,0,39.43
LZ-EV-005312,16,34.1,fast_22kw,77.8,murcia,0,42.68
LZ-EV-005313,19,14.3,fast_22kw,60.0,murcia,0,16.82
LZ-EV-005314,17,53.1,fast_22kw,35.5,barcelona,1,16.7
LZ-EV-005315,23,30.0,slow_7kw,62.2,sevilla,0,27.39
LZ-EV-005316,7,25.7,slow_7kw,60.0,barcelona,0,32.09
LZ-EV-005317,13,53.1,slow_7kw,48.1,sevilla,1,21.0
LZ-EV-005318,13,50.6,slow_7kw,53.1,malaga,1,23.81
LZ-EV-005319,6,51.7,fast_22kw,66.6,madrid,1,29.39
LZ-EV-005320,1,47.5,fast_22kw,52.5,malaga,1,26.54
LZ-EV-005321,13,26.9,fast_22kw,68.3,murcia,0,33.78
LZ-EV-005322,13,39.8,slow_7kw,42.6,sevilla,0,23.09
LZ-EV-005323,16,57.5,rapid_50kw,58.7,valencia,1,23.18
LZ-EV-005324,15,23.3,slow_7kw,74.7,murcia,0,29.66
LZ-EV-005325,8,44.3,rapid_50kw,41.0,madrid,1,20.11
LZ-EV-005326,12,39.8,fast_22kw,60.3,barcelona,1,30.81
LZ-EV-005327,6,41.3,rapid_50kw,56.0,sevilla,0,30.25
LZ-EV-005328,0,44.4,fast_22kw,46.2,zaragoza,0,24.37
LZ-EV-005329,2,45.2,fast_22kw,68.1,zaragoza,1,32.33
LZ-EV-005330,9,55.3,fast_22kw,49.1,sevilla,0,20.58
LZ-EV-005331,11,35.9,ultra_150kw,90.6,murcia,1,50.46
LZ-EV-005332,4,35.1,slow_7kw,61.5,bilbao,0,38.97
LZ-EV-005333,11,44.0,fast_22kw,59.6,sevilla,0,30.14
LZ-EV-005334,16,50.1,rapid_50kw,45.2,zaragoza,0,20.45
LZ-EV-005335,13,68.5,slow_7kw,62.4,valencia,1,18.39
LZ-EV-005336,21,23.2,fast_22kw,79.0,zaragoza,0,41.38
LZ-EV-005337,18,60.8,slow_7kw,78.0,bilbao,0,28.09
LZ-EV-005338,9,29.4,slow_7kw,51.8,madrid,1,33.22
LZ-EV-005339,2,22.3,rapid_50kw,43.2,murcia,0,24.39
LZ-EV-005340,16,52.4,slow_7kw,39.6,barcelona,0,19.0
LZ-EV-005341,20,38.4,fast_22kw,66.4,valencia,0,19.04
LZ-EV-005342,7,55.9,fast_22kw,46.4,sevilla,0,17.63
LZ-EV-005343,17,41.9,fast_22kw,79.2,valencia,0,41.68
LZ-EV-005344,5,24.3,slow_7kw,51.5,murcia,1,29.79
LZ-EV-005345,9,2.0,slow_7kw,70.8,sevilla,1,50.54
LZ-EV-005346,9,51.6,fast_22kw,36.2,bilbao,0,16.24
LZ-EV-005347,6,20.7,slow_7kw,61.4,murcia,0,30.24
LZ-EV-005348,5,54.3,rapid_50kw,28.0,malaga,0,10.94
LZ-EV-005349,0,35.0,ultra_150kw,74.7,barcelona,1,30.6
LZ-EV-005350,5,56.8,rapid_50kw,46.0,zaragoza,0,15.68
LZ-EV-005351,23,8.5,slow_7kw,54.7,bilbao,1,33.24
LZ-EV-005352,16,29.4,ultra_150kw,30.7,malaga,0,19.58
LZ-EV-005353,5,21.9,fast_22kw,28.0,valencia,0,21.8
LZ-EV-005354,11,43.9,slow_7kw,60.0,sevilla,1,30.96
LZ-EV-005355,3,29.3,fast_22kw,78.0,bilbao,0,32.98
LZ-EV-005356,1,55.6,slow_7kw,71.0,bilbao,1,30.64
LZ-EV-005357,3,35.3,slow_7kw,59.3,valencia,0,29.43
LZ-EV-005358,12,49.5,fast_22kw,81.9,barcelona,0,38.58
LZ-EV-005359,18,32.2,slow_7kw,57.2,bilbao,1,31.29
LZ-EV-005360,17,21.7,fast_22kw,78.0,bilbao,0,34.83
LZ-EV-005361,8,32.0,fast_22kw,37.9,bilbao,0,21.82
LZ-EV-005362,19,10.7,fast_22kw,49.6,sevilla,0,29.92
LZ-EV-005363,2,28.2,fast_22kw,28.0,barcelona,1,18.87
LZ-EV-005364,2,25.3,slow_7kw,56.9,zaragoza,1,37.59
