part_id,material,feed_rate,cutting_speed,depth_of_cut,tool_nose_radius,tool_wear_time,surface_roughness_ra
2030,Aluminum_6061,0.317,102.1,2.039,0.2,29.8,21.393
2031,Aluminum_6061,0.06,160.6,1.836,1.2,55.1,0.163
2032,Carbon_Steel_1045,0.282,186.8,2.316,0.2,49.9,24.363
2033,Stainless_304,0.205,87.3,2.246,1.2,6.6,2.245
2034,Aluminum_6061,0.24,56.2,0.554,0.8,18.2,2.848
2035,Carbon_Steel_1045,0.095,348.2,2.999,0.8,15.6,0.451
2036,Carbon_Steel_1045,0.402,313.0,2.84,0.4,51.3,21.288
2037,Carbon_Steel_1045,0.474,323.7,2.716,0.8,14.0,12.162
2038,Carbon_Steel_1045,0.06,135.4,1.961,0.4,18.2,0.373
2039,Aluminum_6061,0.321,116.0,1.688,0.4,31.1,11.67
2040,Aluminum_6061,0.394,177.8,1.725,0.2,4.6,25.775
2041,Stainless_304,0.178,186.0,0.291,0.2,57.7,12.817
2042,Aluminum_6061,0.404,51.7,1.624,1.2,29.5,6.457
2043,Stainless_304,0.335,283.8,1.965,0.8,11.4,7.615
2044,Aluminum_6061,0.468,349.0,2.061,0.4,16.2,17.338
2045,Carbon_Steel_1045,0.491,208.6,1.163,1.2,47.9,12.225
2046,Carbon_Steel_1045,0.069,166.5,1.546,0.8,38.0,0.318
2047,Stainless_304,0.25,167.8,2.0,0.8,27.9,5.598
2048,Aluminum_6061,0.296,78.8,1.428,0.2,19.9,18.541
2049,Aluminum_6061,0.116,129.8,2.896,0.8,54.0,1.003
2050,Carbon_Steel_1045,0.201,200.6,2.19,0.2,46.4,14.427
2051,Aluminum_6061,0.494,179.6,0.254,0.8,43.1,13.956
2052,Carbon_Steel_1045,0.057,213.5,0.314,0.2,26.8,0.796
2053,Stainless_304,0.254,304.7,2.148,0.8,58.9,6.729
2054,Aluminum_6061,0.429,117.6,1.385,0.4,42.6,23.99
2055,Stainless_304,0.196,58.3,2.559,0.2,25.4,16.119
2056,Aluminum_6061,0.266,61.5,0.726,0.4,57.6,11.074
2057,Stainless_304,0.49,90.3,0.288,0.2,53.7,119.258
2058,Stainless_304,0.264,221.1,1.317,0.2,44.4,26.116
2059,Carbon_Steel_1045,0.109,292.5,2.274,1.2,46.0,0.566
2060,Stainless_304,0.073,316.0,2.922,0.4,25.4,0.86
2061,Stainless_304,0.475,240.5,2.68,0.4,30.4,39.073
2062,Aluminum_6061,0.17,170.9,1.581,0.2,11.5,5.034
2063,Aluminum_6061,0.277,96.4,2.485,0.4,35.7,9.739
2064,Aluminum_6061,0.091,170.4,0.443,0.4,22.2,0.862
2065,Carbon_Steel_1045,0.241,149.7,1.824,0.8,20.8,4.491
2066,Carbon_Steel_1045,0.469,311.0,2.792,0.2,56.9,69.17
2067,Carbon_Steel_1045,0.276,196.0,1.34,1.2,9.9,2.651
2068,Carbon_Steel_1045,0.487,117.9,2.89,0.2,49.8,94.297
2069,Carbon_Steel_1045,0.166,136.6,0.857,0.8,16.9,1.572
2070,Aluminum_6061,0.277,90.9,0.54,0.2,1.7,11.377
2071,Aluminum_6061,0.437,325.6,1.693,1.2,2.4,5.093
2072,Stainless_304,0.252,65.1,2.745,0.8,25.8,7.176
2073,Aluminum_6061,0.176,53.9,1.106,1.2,27.3,1.293
2074,Aluminum_6061,0.435,104.9,2.45,1.2,19.2,7.647
2075,Aluminum_6061,0.225,293.3,0.715,1.2,40.1,1.871
2076,Stainless_304,0.289,207.0,2.3,0.8,29.1,7.423
2077,Aluminum_6061,0.489,237.8,1.782,1.2,4.4,5.539
2078,Carbon_Steel_1045,0.134,157.3,0.731,0.2,20.9,4.055
2079,Aluminum_6061,0.186,70.6,2.225,0.8,6.1,1.832
2080,Aluminum_6061,0.064,306.8,2.213,1.2,3.8,0.106
2081,Carbon_Steel_1045,0.226,107.6,1.667,0.4,12.5,6.022
2082,Carbon_Steel_1045,0.14,59.9,0.87,1.2,42.0,1.301
2083,Carbon_Steel_1045,0.356,221.8,0.614,0.8,41.8,8.535
2084,Aluminum_6061,0.132,75.0,2.882,0.4,51.7,3.006
2085,Stainless_304,0.354,78.7,2.053,0.4,45.4,31.151
2086,Carbon_Steel_1045,0.169,290.1,2.475,0.2,32.1,8.687
2087,Stainless_304,0.21,197.5,2.167,1.2,18.8,2.488
2088,Aluminum_6061,0.207,122.5,2.531,0.8,0.3,1.769
2089,Carbon_Steel_1045,0.373,154.6,0.697,0.4,38.8,19.414
2090,Aluminum_6061,0.26,268.8,1.617,1.2,17.4,1.944
2091,Stainless_304,0.213,69.9,2.085,0.2,15.0,15.51
2092,Carbon_Steel_1045,0.434,84.9,0.534,1.2,58.5,10.431
2093,Carbon_Steel_1045,0.307,234.9,0.662,0.4,10.5,9.334
2094,Aluminum_6061,0.146,232.1,1.993,0.8,1.9,0.752
2095,Aluminum_6061,0.455,341.7,2.639,0.2,57.0,51.482
2096,Aluminum_6061,0.204,162.4,2.066,0.8,18.4,2.008
2097,Stainless_304,0.068,69.5,0.35,0.8,23.6,0.423
2098,Aluminum_6061,0.273,211.3,2.919,1.2,4.9,2.009
2099,Aluminum_6061,0.106,241.5,0.634,0.4,24.2,1.162
2100,Carbon_Steel_1045,0.157,91.9,0.89,0.2,58.3,9.723
2101,Aluminum_6061,0.386,215.9,2.931,0.2,41.6,43.218
2102,Stainless_304,0.109,109.3,2.37,0.2,28.4,4.564
2103,Aluminum_6061,0.413,303.4,2.826,0.4,18.4,16.581
2104,Stainless_304,0.472,300.5,2.468,1.2,22.0,11.352
2105,Carbon_Steel_1045,0.323,178.9,2.042,0.2,36.7,28.843
2106,Carbon_Steel_1045,0.37,340.0,1.033,0.2,15.3,32.307
2107,Carbon_Steel_1045,0.371,343.9,1.149,0.2,9.1,23.967
2108,Carbon_Steel_1045,0.497,88.8,2.855,0.4,41.8,36.873
2109,Carbon_Steel_1045,0.204,160.3,2.617,0.8,52.2,3.416
2110,Aluminum_6061,0.123,230.1,1.239,0.4,54.1,1.614
2111,Stainless_304,0.284,75.5,1.276,0.4,50.5,18.489
2112,Carbon_Steel_1045,0.29,164.8,1.069,0.2,31.8,20.948
2113,Carbon_Steel_1045,0.13,128.4,1.147,1.2,47.3,0.918
2114,Carbon_Steel_1045,0.326,335.6,2.617,0.2,55.6,28.939
2115,Carbon_Steel_1045,0.056,173.5,0.279,0.2,1.4,0.613
2116,Carbon_Steel_1045,0.467,278.8,1.449,0.8,24.7,10.902
2117,Carbon_Steel_1045,0.169,166.0,2.843,1.2,12.2,1.096
2118,Aluminum_6061,0.068,89.5,1.742,0.4,59.8,0.708
2119,Carbon_Steel_1045,0.099,308.9,1.489,0.2,55.8,3.2
2120,Aluminum_6061,0.158,50.1,1.109,0.8,48.1,1.941
2121,Stainless_304,0.173,66.8,0.453,0.4,17.8,5.763
2122,Aluminum_6061,0.065,159.3,0.867,0.4,57.1,0.545
2123,Stainless_304,0.176,256.1,0.499,1.2,1.8,1.121
2124,Carbon_Steel_1045,0.137,152.5,0.598,1.2,11.3,0.675
2125,Stainless_304,0.22,69.9,0.7,0.4,37.0,11.375
2126,Stainless_304,0.223,145.4,1.081,0.8,47.6,5.698
2127,Aluminum_6061,0.203,123.5,0.28,0.8,53.0,2.765
2128,Carbon_Steel_1045,0.198,51.6,2.863,1.2,18.0,1.999
2129,Aluminum_6061,0.09,210.4,0.591,1.2,23.4,0.248
2130,Aluminum_6061,0.061,85.0,1.304,0.4,27.3,0.45
2131,Carbon_Steel_1045,0.141,136.2,2.669,0.2,1.6,4.835
2132,Carbon_Steel_1045,0.39,242.4,0.543,0.2,51.8,43.821
2133,Stainless_304,0.496,267.5,1.58,0.2,20.3,71.966
2134,Aluminum_6061,0.468,129.0,2.573,1.2,12.0,6.746
2135,Carbon_Steel_1045,0.277,148.8,1.782,0.8,24.6,5.156
2136,Aluminum_6061,0.289,124.1,0.828,1.2,42.6,2.902
2137,Aluminum_6061,0.192,337.1,2.273,0.2,52.3,8.921
2138,Aluminum_6061,0.398,107.2,2.124,0.2,12.9,33.416
2139,Carbon_Steel_1045,0.394,105.0,1.246,0.2,10.4,34.029
2140,Carbon_Steel_1045,0.43,183.5,0.377,0.8,56.6,14.839
2141,Aluminum_6061,0.453,106.8,0.272,0.2,33.1,54.547
2142,Aluminum_6061,0.245,97.0,2.52,0.8,21.9,3.504
2143,Carbon_Steel_1045,0.395,78.8,1.134,1.2,12.0,5.291
2144,Stainless_304,0.413,242.1,0.629,0.2,59.7,64.537
2145,Aluminum_6061,0.189,233.6,1.676,0.8,43.2,2.019
2146,Carbon_Steel_1045,0.468,245.0,2.782,0.8,13.1,11.272
2147,Carbon_Steel_1045,0.092,282.0,0.273,1.2,5.5,0.247
2148,Carbon_Steel_1045,0.497,147.9,0.404,0.2,12.0,50.764
2149,Aluminum_6061,0.397,325.5,1.397,0.2,14.9,27.984
2150,Stainless_304,0.092,270.0,2.109,0.2,6.7,2.018
2151,Carbon_Steel_1045,0.345,291.4,1.559,0.8,13.8,5.983
2152,Carbon_Steel_1045,0.065,266.3,2.718,1.2,7.0,0.145
2153,Stainless_304,0.397,157.5,0.371,0.2,22.7,51.392
2154,Stainless_304,0.41,134.9,1.185,0.4,29.2,31.048
2155,Carbon_Steel_1045,0.321,176.8,1.216,0.8,27.3,5.383
2156,Stainless_304,0.436,79.1,1.185,1.2,49.8,15.508
2157,Aluminum_6061,0.094,185.4,1.591,1.2,15.2,0.26
2158,Stainless_304,0.174,62.9,2.424,0.8,53.2,4.475
2159,Aluminum_6061,0.236,51.2,1.124,1.2,54.5,3.139
2160,Stainless_304,0.069,329.4,2.297,1.2,57.6,0.353
2161,Carbon_Steel_1045,0.252,256.8,0.653,1.2,10.9,2.069
2162,Aluminum_6061,0.169,218.6,1.792,0.4,14.7,2.782
2163,Carbon_Steel_1045,0.227,152.3,1.281,0.4,37.4,8.148
2164,Stainless_304,0.241,221.2,1.733,0.4,8.5,8.029
2165,Carbon_Steel_1045,0.446,317.5,0.546,1.2,5.1,6.741
2166,Stainless_304,0.172,245.7,2.872,0.4,4.4,3.713
2167,Aluminum_6061,0.452,230.7,2.742,1.2,36.4,7.081
2168,Aluminum_6061,0.242,188.1,2.523,0.8,48.3,3.808
2169,Carbon_Steel_1045,0.198,153.7,2.705,0.2,15.5,9.236
2170,Carbon_Steel_1045,0.276,259.6,0.653,0.4,56.0,9.454
2171,Carbon_Steel_1045,0.238,344.3,1.635,0.2,47.5,15.348
2172,Stainless_304,0.166,177.4,1.124,0.8,4.6,1.824
2173,Carbon_Steel_1045,0.276,167.7,2.69,0.4,24.4,10.097
2174,Carbon_Steel_1045,0.118,178.4,0.771,0.4,4.1,1.224
2175,Carbon_Steel_1045,0.208,177.7,0.855,0.2,54.9,14.006
2176,Stainless_304,0.305,347.2,2.138,0.2,44.6,36.015
2177,Carbon_Steel_1045,0.236,262.0,0.494,1.2,41.2,2.586
2178,Stainless_304,0.421,157.8,2.264,1.2,41.0,11.784
2179,Aluminum_6061,0.166,161.5,0.987,0.4,17.1,2.667
2180,Carbon_Steel_1045,0.486,179.2,2.068,1.2,56.0,12.419
2181,Aluminum_6061,0.403,61.0,2.651,0.8,55.4,13.154
2182,Carbon_Steel_1045,0.485,208.3,1.926,0.4,44.4,40.636
2183,Stainless_304,0.427,293.4,0.835,0.4,28.1,26.307
2184,Stainless_304,0.114,248.2,0.385,0.8,2.8,0.706
2185,Aluminum_6061,0.287,109.5,0.373,1.2,1.7,1.912
2186,Stainless_304,0.126,268.4,0.494,0.4,8.3,1.842
2187,Aluminum_6061,0.418,265.8,1.844,0.4,35.7,18.854
2188,Carbon_Steel_1045,0.313,128.8,1.208,1.2,47.9,5.644
2189,Carbon_Steel_1045,0.169,236.9,0.919,0.8,56.9,2.216
2190,Carbon_Steel_1045,0.468,233.3,0.853,0.4,10.5,20.836
2191,Aluminum_6061,0.102,301.9,2.859,0.4,16.5,0.839
2192,Carbon_Steel_1045,0.304,90.8,0.577,0.8,3.2,4.473
2193,Carbon_Steel_1045,0.374,108.5,1.088,0.2,59.3,45.69
2194,Carbon_Steel_1045,0.076,195.8,1.547,0.2,46.9,1.895
2195,Carbon_Steel_1045,0.319,63.2,0.251,0.8,28.8,7.919
2196,Carbon_Steel_1045,0.417,174.7,2.783,0.2,34.5,51.08
2197,Carbon_Steel_1045,0.08,286.5,0.523,0.8,33.7,0.406
2198,Aluminum_6061,0.281,94.6,2.127,1.2,15.3,2.905
2199,Carbon_Steel_1045,0.166,188.0,1.979,0.2,11.1,6.004
2200,Carbon_Steel_1045,0.348,346.9,2.475,0.4,17.8,14.899
2201,Aluminum_6061,0.103,201.8,2.041,1.2,14.8,0.293
2202,Aluminum_6061,0.472,199.5,2.366,0.2,33.5,48.326
2203,Stainless_304,0.453,217.6,1.408,1.2,18.5,9.928
2204,Stainless_304,0.134,105.8,1.594,0.2,43.7,8.452
2205,Carbon_Steel_1045,0.195,94.1,2.18,1.2,34.1,1.808
2206,Stainless_304,0.314,253.2,1.813,0.4,31.9,19.332
2207,Stainless_304,0.373,168.7,1.657,0.2,57.1,67.549
2208,Carbon_Steel_1045,0.249,137.0,0.815,0.8,19.3,4.25
2209,Aluminum_6061,0.12,59.4,0.96,0.2,38.1,3.865
2210,Carbon_Steel_1045,0.097,303.8,1.236,0.4,0.0,0.744
2211,Stainless_304,0.5,59.7,0.276,0.8,44.2,30.387
2212,Carbon_Steel_1045,0.255,275.0,1.398,0.8,30.2,4.33
2213,Aluminum_6061,0.443,164.6,0.258,0.4,12.5,15.238
2214,Stainless_304,0.267,229.6,1.804,1.2,0.1,2.423
2215,Stainless_304,0.465,124.3,2.186,0.4,42.4,41.439
2216,Carbon_Steel_1045,0.089,96.6,1.796,0.4,39.8,1.345
2217,Stainless_304,0.101,210.0,2.157,0.4,39.9,2.287
2218,Carbon_Steel_1045,0.468,258.7,0.25,1.2,26.2,7.385
2219,Stainless_304,0.476,108.6,0.413,0.8,38.4,22.249
2220,Stainless_304,0.192,180.9,2.171,0.2,34.3,13.678
2221,Aluminum_6061,0.21,183.4,2.458,1.2,14.3,1.576
2222,Stainless_304,0.254,114.8,2.224,0.4,31.1,15.566
2223,Carbon_Steel_1045,0.237,219.5,2.073,0.4,30.9,7.691
2224,Stainless_304,0.136,93.8,2.195,0.2,49.4,9.791
2225,Stainless_304,0.454,202.9,2.284,1.2,26.0,12.779
2226,Stainless_304,0.164,84.0,2.242,0.2,26.2,9.828
2227,Stainless_304,0.367,195.7,2.28,1.2,59.1,11.251
2228,Stainless_304,0.08,143.5,0.454,0.2,53.7,2.595
2229,Aluminum_6061,0.067,185.7,0.424,0.8,14.5,0.187
2230,Carbon_Steel_1045,0.344,180.1,1.243,0.2,54.6,42.329
2231,Aluminum_6061,0.203,322.4,1.701,0.4,8.3,3.126
2232,Stainless_304,0.345,197.0,2.347,1.2,51.2,9.625
2233,Carbon_Steel_1045,0.092,295.5,1.17,0.8,11.0,0.456
2234,Carbon_Steel_1045,0.477,117.7,1.007,0.8,25.5,13.112
2235,Aluminum_6061,0.387,155.6,2.399,0.2,59.0,36.902
2236,Carbon_Steel_1045,0.444,72.5,0.936,1.2,5.8,8.12
2237,Carbon_Steel_1045,0.111,176.2,2.507,0.4,50.4,2.294
2238,Stainless_304,0.194,250.6,0.737,0.8,29.7,3.107
2239,Stainless_304,0.216,301.5,1.239,1.2,6.7,1.971
2240,Carbon_Steel_1045,0.292,219.8,1.353,0.8,57.1,7.397
2241,Stainless_304,0.184,242.0,1.074,0.8,33.0,3.087
2242,Aluminum_6061,0.077,103.2,0.259,0.2,52.8,1.577
2243,Aluminum_6061,0.216,61.2,0.898,0.4,52.1,7.592
2244,Carbon_Steel_1045,0.165,287.5,1.179,0.8,0.9,1.109
2245,Carbon_Steel_1045,0.224,100.1,1.112,0.2,15.9,12.511
2246,Aluminum_6061,0.139,77.4,2.41,0.4,20.2,2.239
2247,Aluminum_6061,0.168,331.3,0.38,1.2,32.1,0.816
2248,Carbon_Steel_1045,0.332,339.1,1.32,1.2,4.3,3.032
2249,Aluminum_6061,0.225,234.9,0.353,1.2,23.3,1.782
2250,Carbon_Steel_1045,0.205,163.6,2.809,1.2,48.9,2.231
2251,Carbon_Steel_1045,0.29,300.0,2.423,1.2,10.4,2.936
2252,Stainless_304,0.397,111.4,2.951,0.2,42.1,77.257
2253,Aluminum_6061,0.22,178.8,2.753,1.2,27.6,1.761
2254,Aluminum_6061,0.314,157.1,1.118,0.8,4.2,4.052
2255,Aluminum_6061,0.485,323.8,2.152,1.2,10.6,6.414
2256,Aluminum_6061,0.285,325.9,1.093,0.8,8.5,2.785
2257,Stainless_304,0.459,245.3,2.693,0.2,37.2,84.622
2258,Carbon_Steel_1045,0.407,83.2,1.38,0.8,5.2,8.857
2259,Aluminum_6061,0.076,194.7,1.284,1.2,49.4,0.276
2260,Stainless_304,0.243,123.6,2.764,0.2,48.4,29.42
2261,Stainless_304,0.364,315.5,2.551,0.8,4.8,7.973
2262,Aluminum_6061,0.494,91.5,2.908,0.8,53.3,19.773
2263,Aluminum_6061,0.256,66.3,0.433,0.4,57.5,9.284
2264,Stainless_304,0.092,261.3,0.919,1.2,2.6,0.334
2265,Carbon_Steel_1045,0.303,186.0,1.077,0.2,57.0,29.563
2266,Stainless_304,0.107,301.5,1.417,0.4,16.8,1.513
2267,Aluminum_6061,0.388,72.4,1.551,1.2,39.9,6.403
2268,Stainless_304,0.278,290.3,1.052,0.8,10.5,6.072
2269,Aluminum_6061,0.376,61.2,2.424,0.2,49.0,44.914
2270,Aluminum_6061,0.441,58.4,0.864,0.2,50.5,56.171
2271,Stainless_304,0.333,188.4,2.165,0.8,58.7,12.474
2272,Carbon_Steel_1045,0.326,116.4,2.592,1.2,59.6,7.193
2273,Aluminum_6061,0.39,228.1,1.91,0.2,4.6,21.936
2274,Aluminum_6061,0.429,57.7,1.224,0.2,39.5,46.538
2275,Stainless_304,0.441,60.6,0.767,0.4,16.4,34.32
2276,Aluminum_6061,0.066,268.1,0.619,0.2,7.5,0.638
2277,Aluminum_6061,0.3,113.0,2.296,0.2,8.9,16.241
2278,Aluminum_6061,0.147,246.9,1.54,0.4,56.2,2.574
2279,Aluminum_6061,0.437,275.0,0.377,0.8,41.0,9.608
2280,Stainless_304,0.342,67.8,2.956,1.2,3.0,6.087
2281,Aluminum_6061,0.239,280.9,2.096,0.4,59.1,7.161
2282,Carbon_Steel_1045,0.135,130.5,2.572,0.8,48.5,1.621
2283,Carbon_Steel_1045,0.203,166.9,1.455,1.2,18.6,1.919
2284,Aluminum_6061,0.367,76.0,2.877,0.2,28.3,38.397
2285,Carbon_Steel_1045,0.142,301.6,0.799,1.2,43.6,1.052
2286,Aluminum_6061,0.092,218.2,0.759,0.2,40.6,1.767
2287,Stainless_304,0.45,201.4,2.698,0.8,27.8,20.834
2288,Stainless_304,0.394,340.6,2.702,1.2,30.7,9.116
2289,Stainless_304,0.14,150.4,1.622,1.2,2.6,0.934
2290,Carbon_Steel_1045,0.182,317.2,0.596,0.4,30.0,3.958
2291,Stainless_304,0.487,265.9,1.089,0.8,20.4,17.04
2292,Carbon_Steel_1045,0.369,328.6,2.324,0.2,17.1,31.31
2293,Carbon_Steel_1045,0.325,322.3,2.576,0.4,16.2,11.951
2294,Aluminum_6061,0.188,347.3,1.206,1.2,38.9,1.062
2295,Aluminum_6061,0.185,89.5,0.418,0.2,25.8,7.293
2296,Aluminum_6061,0.068,288.8,2.081,0.2,25.5,0.946
2297,Aluminum_6061,0.378,291.3,2.284,0.8,9.6,5.843
2298,Stainless_304,0.069,243.3,1.416,0.8,57.7,0.542
2299,Stainless_304,0.052,133.7,1.854,0.4,13.4,0.406
2300,Aluminum_6061,0.378,339.5,2.965,0.2,24.4,28.349
2301,Stainless_304,0.477,111.3,0.924,0.2,11.4,68.748
2302,Carbon_Steel_1045,0.39,199.9,1.826,0.8,42.2,11.09
2303,Carbon_Steel_1045,0.262,206.4,1.93,0.4,26.2,8.212
2304,Stainless_304,0.269,98.5,1.76,1.2,24.8,4.918
2305,Carbon_Steel_1045,0.246,266.8,2.64,0.4,52.5,10.033
2306,Carbon_Steel_1045,0.196,76.7,1.914,0.4,45.6,7.101
2307,Aluminum_6061,0.285,257.9,1.647,0.2,31.2,19.365
2308,Aluminum_6061,0.244,304.6,0.588,0.8,28.1,2.819
2309,Stainless_304,0.319,154.8,2.184,0.4,57.6,27.206
2310,Aluminum_6061,0.454,262.8,0.613,1.2,57.4,8.552
2311,Aluminum_6061,0.498,97.0,0.323,0.4,42.3,30.123
2312,Aluminum_6061,0.085,303.8,1.593,1.2,45.6,0.254
2313,Carbon_Steel_1045,0.223,335.6,1.824,0.4,53.9,7.742
2314,Carbon_Steel_1045,0.131,95.8,2.997,0.4,57.9,2.841
2315,Stainless_304,0.208,257.6,2.209,0.4,4.9,5.709
2316,Carbon_Steel_1045,0.179,201.7,2.584,0.4,59.8,5.868
2317,Stainless_304,0.129,209.4,1.203,0.4,42.2,3.12
2318,Carbon_Steel_1045,0.394,261.9,1.65,1.2,35.6,6.777
2319,Carbon_Steel_1045,0.273,196.6,2.929,0.8,24.8,4.435
2320,Aluminum_6061,0.464,230.1,1.398,0.2,20.2,43.408
2321,Aluminum_6061,0.065,119.3,2.47,0.2,48.3,1.151
2322,Stainless_304,0.08,163.6,1.696,0.2,39.3,2.377
2323,Stainless_304,0.231,309.6,0.866,0.8,12.0,3.618
2324,Carbon_Steel_1045,0.086,83.0,1.846,0.2,36.6,2.455
2325,Stainless_304,0.168,229.3,0.85,0.4,8.5,3.533
2326,Stainless_304,0.494,105.3,0.258,1.2,29.8,14.378
2327,Aluminum_6061,0.144,304.0,0.899,0.2,35.0,4.12
2328,Carbon_Steel_1045,0.139,223.7,0.781,0.2,38.1,5.727
2329,Stainless_304,0.308,170.9,1.27,0.2,8.7,27.273
2330,Stainless_304,0.274,124.9,2.694,0.4,5.7,11.28
2331,Aluminum_6061,0.311,181.1,1.317,0.2,15.5,18.384
2332,Aluminum_6061,0.22,337.3,2.574,0.8,36.4,2.609
2333,Carbon_Steel_1045,0.422,202.8,1.778,0.8,55.9,15.243
2334,Aluminum_6061,0.112,190.8,0.271,0.2,46.7,2.939
2335,Aluminum_6061,0.243,273.9,0.769,0.8,44.7,3.385
2336,Carbon_Steel_1045,0.36,163.7,2.811,0.4,19.8,15.978
2337,Carbon_Steel_1045,0.441,178.2,1.911,0.2,6.7,36.209
2338,Aluminum_6061,0.216,151.1,2.806,0.4,53.5,7.233
2339,Carbon_Steel_1045,0.305,95.3,1.103,0.8,30.1,7.622
2340,Aluminum_6061,0.081,264.1,2.221,0.2,6.0,0.93
2341,Carbon_Steel_1045,0.127,311.9,2.373,1.2,32.1,0.701
2342,Stainless_304,0.081,321.7,2.933,1.2,40.5,0.41
2343,Stainless_304,0.378,314.2,0.3,0.2,19.2,41.859
2344,Aluminum_6061,0.18,185.5,2.869,0.2,0.6,5.115
2345,Stainless_304,0.376,135.2,1.327,0.4,37.3,36.775
2346,Stainless_304,0.08,241.4,2.554,1.2,2.4,0.264
2347,Carbon_Steel_1045,0.438,336.4,1.748,0.2,26.0,50.674
2348,Stainless_304,0.426,268.1,1.803,0.4,49.5,42.069
2349,Aluminum_6061,0.09,198.5,1.238,0.8,59.9,0.566
2350,Aluminum_6061,0.061,256.6,2.528,0.2,22.2,0.71
2351,Stainless_304,0.075,281.8,0.976,0.2,1.2,1.297
2352,Carbon_Steel_1045,0.434,325.8,1.604,0.2,29.6,45.573
2353,Aluminum_6061,0.156,279.0,1.79,0.2,16.6,4.554
2354,Aluminum_6061,0.297,180.0,2.292,0.8,53.6,5.586
2355,Aluminum_6061,0.242,132.1,1.547,1.2,42.7,2.431
2356,Aluminum_6061,0.408,200.0,2.121,0.4,24.3,16.31
2357,Aluminum_6061,0.27,148.5,1.585,0.4,45.7,8.085
2358,Stainless_304,0.275,332.8,2.063,0.2,20.5,24.455
2359,Aluminum_6061,0.495,202.4,2.104,1.2,31.3,9.579
2360,Stainless_304,0.118,191.6,2.201,1.2,55.4,1.005
2361,Aluminum_6061,0.424,154.5,2.514,0.8,12.0,9.02
2362,Aluminum_6061,0.073,241.8,1.737,0.4,18.8,0.424
2363,Stainless_304,0.265,206.0,0.782,0.2,53.1,29.21
2364,Aluminum_6061,0.449,88.7,2.119,1.2,27.7,7.991
2365,Aluminum_6061,0.349,310.8,0.462,0.2,19.1,20.092
2366,Stainless_304,0.358,157.7,0.852,0.2,2.2,32.483
2367,Aluminum_6061,0.168,179.8,2.428,0.8,25.1,1.475
2368,Aluminum_6061,0.238,111.7,1.446,0.2,30.0,12.625
2369,Stainless_304,0.215,216.0,1.62,0.2,24.4,14.954
2370,Carbon_Steel_1045,0.285,260.6,2.965,0.8,16.6,5.176
2371,Carbon_Steel_1045,0.258,314.3,0.897,0.2,22.1,13.736
2372,Aluminum_6061,0.197,65.5,0.304,0.4,38.5,5.97
2373,Aluminum_6061,0.187,342.0,0.556,0.8,53.5,1.903
2374,Carbon_Steel_1045,0.163,261.1,0.922,0.2,39.0,7.125
2375,Carbon_Steel_1045,0.214,135.3,2.246,1.2,38.8,2.511
2376,Aluminum_6061,0.117,111.3,2.384,0.2,49.0,3.868
2377,Stainless_304,0.442,138.8,1.805,0.8,9.9,16.377
2378,Stainless_304,0.321,312.7,0.951,0.2,18.1,30.053
2379,Carbon_Steel_1045,0.11,137.4,1.685,0.8,3.0,0.601
2380,Carbon_Steel_1045,0.362,188.8,0.291,1.2,21.0,5.437
2381,Carbon_Steel_1045,0.431,261.7,2.125,1.2,59.9,9.572
2382,Carbon_Steel_1045,0.157,311.6,1.939,0.4,19.8,2.606
2383,Aluminum_6061,0.118,247.6,0.31,0.2,51.6,3.343
2384,Stainless_304,0.054,275.9,2.497,1.2,5.1,0.134
2385,Carbon_Steel_1045,0.071,102.0,2.349,0.8,27.6,0.386
2386,Stainless_304,0.393,313.2,1.098,0.2,21.1,44.542
2387,Stainless_304,0.494,132.7,1.997,0.2,12.1,75.071
2388,Aluminum_6061,0.07,88.5,1.904,0.4,22.4,0.606
2389,Carbon_Steel_1045,0.387,342.9,0.644,0.8,39.1,9.593
2390,Carbon_Steel_1045,0.082,110.5,0.781,0.4,29.4,0.872
2391,Carbon_Steel_1045,0.316,91.0,2.129,1.2,50.7,5.766
2392,Stainless_304,0.39,237.8,2.817,0.8,54.3,19.425
2393,Aluminum_6061,0.212,145.7,1.835,1.2,28.9,1.55
2394,Carbon_Steel_1045,0.055,90.0,1.811,1.2,58.9,0.202
2395,Stainless_304,0.318,230.3,2.028,0.4,4.3,14.459
2396,Stainless_304,0.496,277.7,1.462,1.2,16.6,12.226
2397,Aluminum_6061,0.166,288.0,0.399,0.4,25.0,2.278
2398,Stainless_304,0.135,96.7,1.34,0.2,35.0,6.996
2399,Aluminum_6061,0.106,217.1,2.726,0.4,32.8,1.445
2400,Carbon_Steel_1045,0.3,294.1,2.464,0.4,34.1,11.025
2401,Aluminum_6061,0.318,98.3,2.8,1.2,53.8,5.031
2402,Carbon_Steel_1045,0.407,112.3,0.67,1.2,16.7,6.733
2403,Aluminum_6061,0.389,50.7,1.641,0.2,49.0,46.344
2404,Aluminum_6061,0.452,207.4,1.858,0.2,33.5,46.279
2405,Aluminum_6061,0.413,108.4,0.827,0.8,29.4,8.403
2406,Stainless_304,0.161,267.3,0.803,0.8,18.0,1.805
2407,Carbon_Steel_1045,0.3,338.7,2.401,0.8,18.2,5.244
2408,Carbon_Steel_1045,0.184,112.6,2.098,0.4,23.3,4.901
2409,Carbon_Steel_1045,0.198,244.7,2.03,1.2,45.8,1.873
2410,Carbon_Steel_1045,0.469,113.6,0.984,0.4,28.6,27.924
