date,Appliances,T1,RH_1,T2,RH_2,T3,RH_3,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,year,month,day,hour,day_of_week,is_holiday
2016-03-05 17:50:00,60,20.0,34.47,17.82,37.2,21.39,34.59,4.83,743.25,68.67,2.83,40.0,-0.47,2016,3,5,17,5,False
2016-04-08 19:00:00,150,22.29,46.77,20.39,48.17,24.2,41.16,9.5,753.2,76.0,2.0,40.0,5.5,2016,4,8,19,4,False
2016-05-16 17:20:00,110,23.5,34.56,22.7,32.5,24.24,34.2,14.33,760.3,44.67,2.33,40.0,2.43,2016,5,16,17,0,True
2016-02-22 07:20:00,50,21.2,44.9,19.7,44.97,21.89,43.5,9.73,752.0,85.0,8.67,48.0,7.27,2016,2,22,7,0,False
2016-01-25 08:30:00,50,19.89,43.79,19.0,44.09,20.2,44.29,7.05,764.05,94.0,3.0,24.0,6.2,2016,1,25,8,0,False
2016-05-11 06:10:00,80,24.7,47.9,22.79,50.0,26.39,43.04,14.55,748.42,94.33,2.17,23.17,13.68,2016,5,11,6,2,False
2016-01-22 17:00:00,40,18.2,39.4,17.1,39.83,18.29,39.5,3.0,760.3,93.0,6.0,50.0,2.0,2016,1,22,17,4,False
2016-01-25 18:30:00,40,20.7,43.2,19.6,43.2,20.43,44.43,9.95,762.45,74.0,4.5,40.0,5.5,2016,1,25,18,0,False
2016-02-29 12:40:00,390,19.89,34.97,19.2,32.47,20.53,35.2,4.97,762.7,53.67,7.0,27.67,-3.73,2016,2,29,12,0,False
2016-04-08 20:00:00,150,22.17,43.93,20.1,45.83,23.7,40.09,9.3,753.3,79.0,1.0,26.0,5.8,2016,4,8,20,4,False
2016-05-20 23:50:00,30,23.2,44.9,21.7,45.98,24.79,41.86,13.95,758.05,90.17,1.83,30.83,12.32,2016,5,20,23,4,False
2016-04-14 22:00:00,40,22.76,41.4,21.1,42.5,23.5,39.7,13.0,751.3,73.0,2.0,40.0,8.2,2016,4,14,22,3,False
2016-02-16 11:00:00,260,20.0,39.43,18.79,38.63,22.07,38.33,1.7,772.3,89.0,2.0,64.0,0.0,2016,2,16,11,1,False
2016-04-19 08:20:00,50,21.0,39.4,18.67,43.06,21.89,36.79,6.5,764.83,94.0,1.33,20.67,5.53,2016,4,19,8,1,False
2016-02-27 22:50:00,80,21.5,34.73,20.07,35.0,20.89,35.53,1.75,753.55,68.5,5.0,25.17,-3.45,2016,2,27,22,5,False
2016-02-01 01:00:00,60,22.0,47.0,21.1,46.53,21.67,46.56,11.5,756.3,91.0,9.0,40.0,10.0,2016,2,1,1,0,False
2016-02-27 05:40:00,50,19.89,36.59,18.0,37.33,20.39,37.36,0.97,749.97,81.0,3.67,21.33,-1.93,2016,2,27,5,5,False
2016-03-22 05:50:00,40,21.29,37.2,18.32,40.63,22.2,37.4,1.73,758.15,97.83,1.0,11.5,1.42,2016,3,22,5,1,False
2016-02-22 13:00:00,110,21.1,47.13,19.79,47.16,22.5,42.79,10.6,751.6,89.0,7.0,29.0,8.8,2016,2,22,13,0,False
2016-05-06 18:00:00,230,24.79,35.79,24.89,33.16,24.39,35.97,22.4,752.5,43.0,5.0,40.0,9.0,2016,5,6,18,4,False
2016-04-12 23:50:00,60,22.5,41.79,20.29,43.76,25.2,40.53,7.63,751.68,86.33,2.0,40.0,5.45,2016,4,12,23,1,False
2016-05-15 09:50:00,100,23.43,37.13,22.46,36.62,24.25,34.96,8.95,761.8,66.33,5.0,40.0,2.92,2016,5,15,9,6,True
2016-05-26 01:10:00,60,24.04,39.58,23.04,38.91,24.92,37.97,10.47,757.0,93.33,2.0,61.83,9.42,2016,5,26,1,3,False
2016-01-22 18:30:00,30,18.0,39.9,17.0,40.43,18.2,39.59,3.4,760.45,95.5,6.0,51.5,2.75,2016,1,22,18,4,False
2016-03-13 12:20:00,70,20.53,36.26,20.7,34.33,20.1,36.36,6.9,769.5,65.0,6.0,24.0,0.73,2016,3,13,12,6,False
2016-01-16 13:40:00,80,21.89,39.43,21.1,38.5,21.0,40.97,5.83,763.7,75.33,4.33,35.67,1.67,2016,1,16,13,5,False
2016-04-13 00:30:00,50,22.43,42.33,20.1,44.07,24.89,40.29,7.65,751.65,86.0,2.0,40.0,5.4,2016,4,13,0,2,False
2016-04-25 02:10:00,60,21.2,35.2,18.0,39.09,22.7,35.09,1.12,757.63,96.0,2.17,24.5,0.52,2016,4,25,2,0,False
2016-05-07 00:00:00,50,24.2,38.03,22.7,38.33,24.7,37.86,12.5,752.5,78.0,3.0,40.0,8.8,2016,5,7,0,5,False
2016-04-23 12:30:00,90,22.43,39.1,22.29,35.46,25.63,36.9,8.5,757.0,61.0,5.0,40.0,1.35,2016,4,23,12,5,False
2016-03-20 05:40:00,50,21.07,36.26,18.2,39.23,22.1,36.59,4.83,761.5,78.33,3.33,49.67,1.33,2016,3,20,5,6,False
2016-02-08 10:50:00,100,20.89,44.54,20.1,42.86,21.39,43.5,8.1,739.2,79.33,10.5,59.17,4.68,2016,2,8,10,0,False
2016-05-15 13:20:00,100,23.29,35.09,23.29,33.5,24.2,34.92,11.73,762.0,53.0,5.0,40.0,2.47,2016,5,15,13,6,True
2016-01-20 20:00:00,210,18.73,41.27,18.32,39.23,19.67,43.79,0.1,761.2,90.0,1.0,56.0,-1.3,2016,1,20,20,2,False
2016-03-10 17:30:00,220,21.1,35.9,19.6,34.13,20.39,35.79,9.55,759.8,52.0,1.5,23.0,0.0,2016,3,10,17,3,False
2016-01-17 00:20:00,50,22.39,39.29,21.43,38.13,21.39,42.29,0.6,764.5,96.0,2.33,35.0,0.07,2016,1,17,0,6,False
2016-04-15 02:20:00,60,22.2,42.03,20.07,45.0,23.6,40.0,9.3,749.6,99.0,2.0,58.0,9.13,2016,4,15,2,4,False
2016-02-10 20:40:00,150,21.2,43.83,20.89,41.66,21.0,42.4,4.87,746.17,93.67,2.0,23.67,3.9,2016,2,10,20,2,False
2016-04-16 21:40:00,90,22.6,42.53,20.03,44.03,24.2,39.2,6.23,749.47,87.33,2.0,27.0,4.23,2016,4,16,21,5,False
2016-04-22 13:40:00,260,22.79,37.47,23.2,34.29,27.03,39.56,12.53,759.03,62.67,5.67,40.0,5.57,2016,4,22,13,4,False
2016-05-18 20:00:00,160,23.7,43.9,22.68,42.63,24.39,40.0,12.4,748.5,92.0,4.0,28.0,11.1,2016,5,18,20,2,False
2016-03-18 03:10:00,40,22.0,35.2,18.5,39.26,21.6,35.7,1.22,763.63,91.33,1.83,43.0,-0.03,2016,3,18,3,4,False
2016-04-24 05:00:00,50,21.6,35.33,18.2,39.23,23.39,35.4,2.2,758.3,92.0,1.0,40.0,1.0,2016,4,24,5,6,False
2016-01-11 23:20:00,50,21.6,44.2,21.0,43.7,20.29,45.73,5.7,736.5,88.67,6.67,34.0,3.9,2016,1,11,23,0,False
2016-03-21 15:30:00,60,21.2,35.5,19.7,36.7,21.7,35.36,9.55,760.55,62.0,1.5,34.0,2.6,2016,3,21,15,0,False
2016-01-21 19:30:00,100,19.96,47.03,18.82,36.09,18.5,39.33,-0.7,764.6,84.0,1.5,63.5,-3.1,2016,1,21,19,3,False
2016-05-19 21:30:00,60,23.5,41.72,22.39,41.0,24.29,38.7,14.5,757.3,74.5,2.5,24.0,9.95,2016,5,19,21,3,False
2016-04-10 23:20:00,60,22.67,39.76,20.47,42.0,22.7,39.4,10.43,750.6,72.33,3.33,40.0,5.6,2016,4,10,23,6,False
2016-05-08 15:30:00,50,25.2,37.43,26.67,31.57,26.2,37.94,24.55,751.15,33.0,4.0,40.0,7.15,2016,5,8,15,6,False
2016-01-31 19:20:00,90,22.7,47.86,22.2,44.26,21.7,46.9,11.67,752.9,91.33,7.67,24.67,10.3,2016,1,31,19,6,False
2016-03-02 17:20:00,100,20.89,36.76,19.7,36.63,20.5,37.29,3.83,742.53,87.67,7.0,40.0,1.93,2016,3,2,17,2,False
2016-04-16 22:20:00,60,22.5,41.93,19.73,44.47,24.29,39.33,5.27,749.73,88.33,2.0,31.33,3.47,2016,4,16,22,5,False
2016-02-23 07:20:00,80,20.6,43.26,18.79,44.76,21.63,42.27,3.87,754.2,95.0,1.67,35.0,3.1,2016,2,23,7,1,False
2016-05-09 21:10:00,70,25.5,42.59,25.03,40.47,26.6,39.29,19.33,752.47,60.5,2.33,30.83,11.43,2016,5,9,21,0,False
2016-01-19 00:30:00,40,20.29,39.53,19.0,39.29,19.86,40.22,-4.55,756.6,89.0,1.0,65.0,-6.1,2016,1,19,0,1,False
2016-02-27 22:00:00,90,21.7,34.83,20.39,35.43,21.1,35.0,2.0,753.3,66.0,5.0,26.0,-3.7,2016,2,27,22,5,False
2016-05-27 02:30:00,60,24.1,44.79,22.59,44.9,26.79,40.0,14.05,755.75,81.5,1.5,61.5,10.95,2016,5,27,2,4,False
2016-05-10 01:50:00,70,25.1,43.4,23.7,44.09,26.73,40.08,15.88,752.82,88.17,2.83,24.17,13.85,2016,5,10,1,1,False
2016-04-15 04:00:00,50,22.0,42.33,19.79,45.59,23.7,40.2,9.6,748.6,97.0,2.0,20.0,9.1,2016,4,15,4,4,False
2016-02-22 21:30:00,100,21.79,43.43,20.57,44.2,21.6,42.4,5.2,753.35,97.0,1.0,42.5,4.75,2016,2,22,21,0,False
2016-04-25 13:20:00,40,20.79,37.79,19.26,39.26,22.0,34.83,8.63,751.6,79.67,5.0,36.33,5.3,2016,4,25,13,0,False
2016-03-09 03:30:00,50,20.0,37.09,16.89,40.63,20.2,37.9,3.9,750.65,73.0,6.5,40.0,-0.5,2016,3,9,3,2,False
2016-01-31 04:50:00,50,20.5,42.29,19.5,41.97,20.96,44.29,4.4,754.9,90.83,4.0,40.0,2.98,2016,1,31,4,6,False
2016-04-16 11:50:00,170,22.29,44.13,21.86,41.86,25.07,41.33,9.47,746.78,74.5,6.0,38.0,5.15,2016,4,16,11,5,False
2016-04-03 18:50:00,130,22.39,43.7,22.1,41.93,22.7,41.2,17.4,749.55,65.67,2.17,40.0,10.92,2016,4,3,18,6,False
2016-04-12 02:50:00,60,21.93,43.09,19.7,44.7,23.5,40.79,7.8,751.6,89.0,2.83,38.17,6.02,2016,4,12,2,1,False
2016-01-13 19:40:00,380,19.39,41.66,18.89,40.4,19.29,42.03,3.03,757.03,88.33,4.33,29.0,1.27,2016,1,13,19,2,False
2016-03-04 10:40:00,20,20.39,37.93,18.73,38.9,20.57,37.79,4.3,739.53,92.33,4.0,47.0,3.17,2016,3,4,10,4,False
2016-03-30 02:10:00,70,21.7,40.79,19.36,43.09,23.0,39.0,9.58,750.62,75.83,6.83,40.0,5.55,2016,3,30,2,2,False
2016-02-21 02:10:00,40,21.46,43.26,20.1,43.7,21.89,42.05,10.35,755.72,92.5,8.83,61.83,9.22,2016,2,21,2,6,False
2016-05-08 10:30:00,60,24.77,42.48,29.79,31.79,26.2,38.59,21.85,752.1,50.0,2.0,40.0,10.9,2016,5,8,10,6,False
2016-05-07 06:40:00,60,23.5,37.7,21.6,39.09,24.7,38.29,12.17,751.97,66.33,1.33,40.0,6.07,2016,5,7,6,5,False
2016-05-09 00:40:00,60,24.5,38.5,23.39,37.43,26.29,38.2,16.57,751.83,59.67,2.33,40.0,8.53,2016,5,9,0,0,False
2016-05-02 04:50:00,50,21.2,35.9,18.13,38.36,22.5,36.23,2.17,765.15,89.67,1.0,30.0,0.65,2016,5,2,4,0,False
2016-01-13 11:00:00,30,19.29,45.16,18.79,44.0,19.5,44.0,5.5,756.7,81.0,5.0,29.0,2.4,2016,1,13,11,2,False
2016-01-15 06:10:00,40,22.2,39.7,21.29,39.29,21.29,43.59,3.2,751.88,72.67,9.83,40.0,-1.27,2016,1,15,6,4,False
2016-02-13 09:20:00,130,20.02,39.7,18.1,40.97,20.79,39.68,1.7,737.13,89.33,2.33,21.67,0.1,2016,2,13,9,5,False
2016-02-24 04:00:00,50,20.7,39.66,18.5,40.97,21.1,40.59,-0.7,760.3,99.0,1.0,41.0,-0.9,2016,2,24,4,2,False
2016-03-02 07:00:00,40,20.0,39.79,18.39,41.09,20.7,39.09,7.1,746.1,83.0,8.0,26.0,4.3,2016,3,2,7,2,False
2016-02-19 02:10:00,50,20.79,35.79,19.07,36.47,20.1,37.74,0.33,758.42,99.0,1.17,17.17,0.22,2016,2,19,2,4,False
2016-05-17 17:10:00,80,23.89,39.17,24.39,35.09,24.39,37.24,15.75,757.42,64.25,4.28,32.97,9.01,2016,5,17,17,1,False
2016-05-22 22:00:00,80,24.86,49.66,22.89,50.59,25.89,44.66,12.3,751.3,94.0,6.0,62.0,11.3,2016,5,22,22,6,False
2016-04-08 18:20:00,140,22.26,50.86,20.6,50.26,24.79,41.79,10.57,753.2,68.0,3.33,40.0,4.83,2016,4,8,18,4,False
2016-03-31 23:20:00,60,22.6,39.13,20.2,41.56,22.29,38.9,6.37,756.23,88.0,3.67,38.33,4.47,2016,3,31,23,3,False
2016-01-16 22:00:00,450,23.2,38.29,22.1,37.86,22.0,41.83,0.5,764.8,98.0,2.0,23.0,0.2,2016,1,16,22,5,False
2016-04-23 22:10:00,60,22.6,36.33,19.86,38.06,23.6,34.24,4.12,759.1,71.5,3.67,40.0,-0.7,2016,4,23,22,5,False
2016-05-22 13:20:00,110,24.67,53.13,23.76,52.63,27.13,45.47,15.97,750.5,90.33,3.0,32.67,14.4,2016,5,22,13,6,False
2016-01-16 20:40:00,130,23.29,39.46,22.1,38.2,22.5,43.96,0.53,765.03,94.67,3.67,22.67,-0.17,2016,1,16,20,5,False
2016-01-12 22:20:00,50,19.7,42.7,19.0,42.06,19.7,44.2,5.37,746.33,86.67,6.67,32.67,3.3,2016,1,12,22,1,False
2016-03-27 10:40:00,110,22.53,40.83,21.29,41.9,23.0,39.26,8.03,751.37,80.67,8.67,40.0,4.87,2016,3,27,10,6,True
2016-04-23 03:50:00,60,22.22,38.87,19.6,41.26,24.82,37.23,6.93,756.6,83.33,4.83,40.0,4.22,2016,4,23,3,5,False
2016-05-14 03:50:00,60,24.79,38.79,22.17,41.09,24.79,33.33,8.85,754.25,78.17,3.67,24.67,5.17,2016,5,14,3,5,False
2016-04-07 16:20:00,50,22.39,39.43,21.63,38.5,22.6,38.4,10.43,752.63,59.33,6.0,32.67,2.83,2016,4,7,16,3,False
2016-03-16 09:30:00,370,20.5,39.13,19.1,42.03,21.23,40.76,4.6,764.85,73.0,6.0,26.0,0.05,2016,3,16,9,2,False
2016-04-10 21:20:00,80,22.89,40.3,21.29,41.06,22.86,38.97,11.37,750.87,77.0,4.0,31.33,7.37,2016,4,10,21,6,False
2016-05-26 05:10:00,50,23.76,41.16,22.63,41.68,24.97,38.9,8.12,756.73,98.33,1.0,44.33,7.87,2016,5,26,5,3,False
2016-03-05 09:50:00,60,19.79,37.79,17.26,40.83,20.6,37.13,2.55,741.58,91.83,1.0,58.67,1.28,2016,3,5,9,5,False
2016-04-17 14:50:00,70,22.89,38.56,21.7,37.13,22.89,37.23,9.02,756.18,72.17,4.17,40.0,4.23,2016,4,17,14,6,False
2016-01-14 08:30:00,170,18.39,43.59,17.7,42.53,19.39,42.83,2.5,749.2,95.0,5.5,27.5,1.75,2016,1,14,8,3,False
2016-04-20 12:20:00,60,21.79,37.13,23.89,31.89,22.1,37.2,11.33,767.4,56.0,6.0,27.33,2.83,2016,4,20,12,2,False
2016-02-28 20:40:00,110,20.6,33.73,18.79,34.4,20.1,35.2,3.2,760.2,60.33,5.67,32.67,-3.83,2016,2,28,20,6,False
2016-05-07 10:40:00,270,24.07,37.73,28.6,28.73,25.0,36.83,20.9,752.5,43.0,3.67,40.0,7.7,2016,5,7,10,5,False
2016-04-02 08:40:00,40,21.0,39.29,18.6,43.09,21.79,37.4,7.0,757.9,86.0,1.0,64.33,4.87,2016,4,2,8,5,False
2016-04-08 04:40:00,40,21.2,39.5,18.39,43.79,22.39,38.63,5.83,753.9,95.33,2.0,20.0,5.17,2016,4,8,4,4,False
2016-04-20 21:10:00,110,22.5,33.59,21.0,32.83,23.26,35.86,9.65,764.53,57.67,4.17,40.0,1.6,2016,4,20,21,2,False
2016-04-19 17:50:00,590,22.2,37.8,21.63,35.16,22.29,36.6,12.75,765.6,52.67,4.17,40.0,3.23,2016,4,19,17,1,False
2016-04-02 15:20:00,60,21.2,39.83,20.6,39.59,21.79,37.59,10.37,755.87,73.0,2.33,22.0,5.67,2016,4,2,15,5,False
2016-02-29 23:10:00,60,21.89,34.79,19.6,36.66,21.5,35.29,-1.33,763.77,90.33,1.83,62.83,-2.68,2016,2,29,23,0,False
2016-04-13 14:40:00,60,22.0,42.2,20.5,43.7,23.2,39.09,10.07,752.03,90.67,2.33,24.0,8.6,2016,4,13,14,2,False
2016-04-27 16:40:00,100,20.93,34.7,19.63,34.77,21.2,34.03,8.1,753.37,65.33,6.67,40.0,1.9,2016,4,27,16,2,False
2016-03-17 18:20:00,360,22.7,32.53,20.63,32.93,21.7,33.7,8.67,764.2,58.33,3.33,22.33,0.8,2016,3,17,18,3,False
2016-05-16 07:50:00,60,22.7,40.06,20.2,42.61,24.89,38.01,7.77,760.87,94.0,1.0,27.67,6.9,2016,5,16,7,0,True
2016-01-18 13:00:00,20,19.5,41.29,18.29,41.5,19.79,40.7,-1.1,757.8,72.0,3.0,40.0,-5.6,2016,1,18,13,0,False
2016-01-14 18:10:00,110,22.1,41.89,21.63,39.16,22.39,43.4,4.42,748.17,76.17,6.17,40.0,0.55,2016,1,14,18,3,False
2016-05-21 21:30:00,90,24.78,48.15,24.65,45.16,26.64,42.79,18.85,752.95,74.0,2.0,40.0,14.1,2016,5,21,21,5,False
2016-02-06 23:10:00,80,23.0,43.09,22.39,42.23,21.7,44.84,10.68,742.85,66.0,9.83,40.0,4.5,2016,2,6,23,5,False
2016-05-04 06:40:00,70,21.89,36.13,18.79,39.27,22.89,36.29,2.03,766.67,94.0,1.0,31.33,1.17,2016,5,4,6,2,False
2016-03-21 18:10:00,50,21.13,36.0,19.39,36.9,21.6,34.79,8.68,760.17,71.17,2.0,30.83,3.72,2016,3,21,18,0,False
2016-03-02 14:10:00,70,21.2,36.97,20.29,35.5,20.6,37.86,7.47,743.7,70.5,9.83,38.17,2.42,2016,3,2,14,2,False
2016-04-08 13:10:00,150,21.39,44.49,21.23,42.93,22.1,40.03,10.13,754.55,69.67,2.17,28.17,4.85,2016,4,8,13,4,False
2016-05-10 19:40:00,90,25.2,48.53,24.48,47.66,26.0,44.09,18.7,748.97,78.67,3.0,40.0,14.87,2016,5,10,19,1,False
2016-05-27 02:10:00,60,24.2,44.74,22.6,44.82,26.79,40.0,14.08,755.72,81.17,1.83,61.83,10.92,2016,5,27,2,4,False
2016-03-16 23:10:00,40,22.32,35.47,19.57,37.13,22.79,35.7,3.33,765.72,69.67,3.83,21.67,-1.82,2016,3,16,23,2,False
2016-02-24 07:30:00,60,20.2,39.9,17.86,41.8,21.0,40.43,-2.65,759.85,96.0,1.0,42.0,-3.2,2016,2,24,7,2,False
2016-01-20 05:20:00,40,18.67,38.97,17.29,39.5,19.0,39.16,-3.67,759.03,90.0,1.67,61.0,-5.07,2016,1,20,5,2,False
2016-03-04 22:30:00,70,21.52,37.0,19.14,39.09,21.39,36.82,1.5,740.35,92.5,1.5,23.5,0.35,2016,3,4,22,4,False
2016-03-11 22:50:00,30,21.39,35.9,18.89,38.63,20.29,36.16,4.58,766.55,82.83,2.0,52.0,1.95,2016,3,11,22,4,False
2016-03-30 08:00:00,50,21.5,40.5,19.0,44.2,22.5,38.29,7.5,751.6,83.0,4.0,40.0,4.7,2016,3,30,8,2,False
2016-05-13 18:30:00,280,26.2,42.67,25.96,38.13,28.5,36.29,20.85,748.65,48.5,9.5,29.0,9.45,2016,5,13,18,4,False
2016-01-17 23:30:00,60,22.0,39.9,20.39,39.73,20.39,39.7,-2.55,763.9,84.5,2.0,27.0,-4.9,2016,1,17,23,6,False
2016-05-14 09:50:00,290,24.39,35.86,23.58,35.15,24.39,33.33,9.08,756.13,64.17,5.0,40.0,2.68,2016,5,14,9,5,False
2016-03-31 22:20:00,60,22.7,38.9,20.63,41.09,22.0,38.5,6.17,755.7,86.67,3.67,35.0,4.07,2016,3,31,22,3,False
2016-03-18 07:50:00,60,21.26,36.16,17.7,40.57,21.39,35.76,2.17,763.38,99.83,3.0,6.17,2.15,2016,3,18,7,4,False
2016-04-18 01:20:00,70,21.93,38.7,18.46,42.66,22.39,37.7,2.9,760.33,90.33,1.0,40.0,1.4,2016,4,18,1,0,False
2016-02-27 06:40:00,50,19.79,36.56,17.79,37.5,20.5,37.5,0.47,750.07,83.0,3.33,50.67,-2.17,2016,2,27,6,5,False
2016-01-14 06:00:00,50,18.5,42.5,17.89,41.79,19.79,43.29,3.4,750.2,90.0,5.0,27.0,1.9,2016,1,14,6,3,False
2016-03-24 20:40:00,90,22.1,40.03,20.6,41.06,22.2,38.09,7.03,756.4,87.67,2.33,20.33,5.03,2016,3,24,20,3,False
2016-02-02 02:10:00,40,22.57,45.83,21.6,45.2,23.29,45.66,10.17,759.48,95.33,6.33,55.0,9.47,2016,2,2,2,1,False
2016-03-31 17:00:00,80,21.29,39.7,19.6,40.79,21.96,37.5,8.3,753.7,79.0,6.0,28.0,4.8,2016,3,31,17,3,False
2016-02-01 15:40:00,260,23.39,45.1,22.86,42.16,24.76,47.67,11.27,759.87,82.0,9.33,29.33,8.27,2016,2,1,15,0,False
2016-02-19 07:10:00,50,19.86,36.26,17.89,37.53,20.1,38.21,-1.12,759.75,98.5,2.0,52.67,-1.38,2016,2,19,7,4,False
2016-02-16 23:40:00,60,21.79,34.86,19.67,35.4,20.5,36.97,-2.6,768.63,87.0,1.0,50.0,-4.53,2016,2,16,23,1,False
2016-04-07 06:10:00,50,20.79,40.79,17.86,44.72,23.0,39.54,4.0,751.63,90.83,4.17,40.0,2.67,2016,4,7,6,3,False
2016-01-23 04:30:00,20,17.29,42.7,16.39,42.86,17.76,40.9,5.05,766.1,99.5,3.5,7.0,5.0,2016,1,23,4,5,False
2016-03-31 12:10:00,100,21.29,39.39,19.2,42.0,22.26,37.59,7.75,754.95,83.17,4.0,44.0,5.08,2016,3,31,12,3,False
2016-02-04 11:20:00,70,20.7,44.59,19.79,42.4,21.3,42.57,5.5,761.47,96.0,7.0,51.33,4.9,2016,2,4,11,3,False
2016-04-10 18:20:00,200,23.2,38.59,22.36,37.36,22.89,38.16,14.73,750.9,60.33,5.33,40.0,6.97,2016,4,10,18,6,False
2016-04-07 08:30:00,200,20.89,41.29,18.53,45.16,22.6,38.53,4.7,752.3,88.5,5.5,28.5,2.95,2016,4,7,8,3,False
2016-04-26 20:30:00,100,22.2,36.66,20.29,37.47,22.0,35.4,3.9,749.45,78.5,5.5,33.0,0.35,2016,4,26,20,1,False
2016-03-01 05:40:00,50,20.39,35.5,17.89,37.53,20.89,36.0,-1.87,761.93,97.67,2.0,33.0,-2.2,2016,3,1,5,1,False
2016-01-20 02:00:00,40,19.39,39.29,18.2,39.29,18.89,38.86,-4.87,758.77,93.0,1.67,53.0,-5.87,2016,1,20,2,2,False
2016-04-06 15:50:00,110,21.89,41.29,20.5,42.53,22.86,38.5,10.72,751.7,77.83,8.17,40.0,6.9,2016,4,6,15,2,False
2016-05-06 22:20:00,50,24.5,38.29,23.29,37.29,24.7,37.59,15.77,752.5,61.33,1.0,40.0,8.23,2016,5,6,22,4,False
2016-04-18 16:20:00,60,21.7,35.63,21.6,33.23,22.39,34.79,10.57,762.27,55.0,5.0,40.0,1.7,2016,4,18,16,0,False
2016-01-22 00:40:00,50,20.29,37.2,19.39,36.76,19.39,39.9,-0.2,765.1,88.67,3.33,61.0,-1.83,2016,1,22,0,4,False
2016-04-04 01:00:00,60,21.93,44.5,20.67,45.66,23.0,41.76,14.8,748.5,77.0,5.0,29.0,10.7,2016,4,4,1,0,False
2016-02-13 19:40:00,120,22.2,43.53,20.5,42.06,21.39,40.9,3.5,731.13,96.0,4.33,64.33,2.9,2016,2,13,19,5,False
2016-01-12 07:10:00,50,19.86,46.93,19.2,45.4,20.2,45.29,5.1,741.22,92.67,5.0,30.83,4.05,2016,1,12,7,1,False
2016-04-05 00:10:00,60,22.6,44.2,20.2,46.93,24.7,40.73,9.05,748.9,92.0,1.0,26.17,7.77,2016,4,5,0,1,False
2016-01-12 20:50:00,50,19.93,43.0,19.2,42.4,19.79,44.29,4.67,745.78,91.33,6.17,40.0,3.4,2016,1,12,20,1,False
2016-02-15 22:00:00,90,21.73,38.36,20.1,39.06,20.96,38.5,-0.1,767.0,90.0,1.0,40.0,-1.5,2016,2,15,22,0,False
2016-04-01 22:30:00,50,21.7,38.5,19.5,40.97,22.29,37.4,8.5,759.65,76.5,1.0,33.0,4.55,2016,4,1,22,4,False
2016-04-14 11:20:00,90,21.6,42.16,22.67,39.57,22.89,38.59,11.8,754.6,73.67,2.0,26.33,7.1,2016,4,14,11,3,False
2016-05-15 12:00:00,90,23.17,35.4,23.1,33.7,24.0,34.5,10.6,762.1,58.0,5.0,40.0,2.7,2016,5,15,12,6,True
2016-04-22 20:50:00,110,23.1,38.73,21.29,38.4,25.39,35.29,11.63,756.63,65.17,4.17,40.0,5.15,2016,4,22,20,4,False
2016-03-04 02:50:00,50,21.51,36.09,19.5,37.0,20.82,38.06,4.33,745.17,73.67,7.5,40.0,-0.05,2016,3,4,2,4,False
2016-01-21 13:20:00,290,18.1,37.0,17.29,36.29,18.1,38.59,3.87,764.1,56.0,1.33,35.0,-4.27,2016,1,21,13,3,False
2016-04-20 17:10:00,80,22.79,28.13,22.03,25.87,22.39,35.07,15.42,765.43,31.17,6.83,40.0,-1.8,2016,4,20,17,2,False
2016-01-27 08:40:00,60,19.79,46.0,19.2,45.0,19.79,44.79,9.73,757.33,87.67,9.67,38.0,7.73,2016,1,27,8,2,False
2016-02-08 22:10:00,70,23.6,40.86,23.2,39.63,23.79,43.0,7.5,744.07,69.83,10.17,26.5,2.37,2016,2,8,22,0,False
2016-03-11 12:40:00,30,19.93,34.93,19.23,34.27,19.46,34.13,7.73,765.23,62.67,4.0,62.0,0.93,2016,3,11,12,4,False
2016-05-25 08:00:00,70,23.39,40.06,21.0,42.59,24.7,37.76,8.3,757.3,93.0,1.0,25.0,7.3,2016,5,25,8,2,False
2016-05-10 10:50:00,60,24.79,47.83,23.89,48.0,26.5,42.12,16.57,750.98,88.33,4.0,30.0,14.62,2016,5,10,10,1,False
2016-03-08 08:20:00,50,19.6,37.97,17.13,40.59,20.5,36.47,0.03,756.67,99.67,2.0,38.33,-0.03,2016,3,8,8,1,False
2016-05-15 22:10:00,90,23.5,38.69,21.39,40.17,26.22,39.28,8.77,761.42,95.33,1.0,59.33,8.1,2016,5,15,22,6,True
2016-02-10 04:20:00,70,21.46,41.56,20.79,40.0,22.5,43.09,2.57,739.07,92.33,9.33,40.0,1.43,2016,2,10,4,2,False
2016-04-12 05:40:00,40,21.79,42.79,19.1,46.26,23.2,39.86,6.37,751.6,92.33,1.0,40.0,5.2,2016,4,12,5,1,False
2016-01-28 15:20:00,20,19.39,45.29,18.6,44.83,19.79,44.43,7.13,765.1,69.67,2.0,32.67,1.87,2016,1,28,15,3,False
2016-02-14 08:10:00,140,20.22,40.47,18.46,41.76,21.17,40.56,2.42,735.47,97.0,1.0,37.5,2.0,2016,2,14,8,6,False
2016-01-26 01:50:00,50,21.03,43.63,20.39,42.9,20.6,44.4,9.68,764.72,88.33,3.17,23.17,7.83,2016,1,26,1,1,False
2016-03-08 15:40:00,60,20.07,39.97,18.89,38.13,20.29,37.47,6.7,757.0,63.67,3.67,40.0,0.2,2016,3,8,15,1,False
2016-05-11 02:50:00,50,24.74,47.29,22.89,49.47,26.7,43.4,14.6,748.9,94.0,2.17,40.0,13.6,2016,5,11,2,2,False
