row_id,municipio,censal_area,month,mean_temperature_c,household_income_index,building_type,avg_household_size,current_heating_source,distance_to_gas_network_m,competitor_price_delta_pct,marketing_touches,referral_lead,potential_daily_consumption_m3,potential_daily_revenue_eur,signed_contract
20240720_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,25.5,44,terraced_house,3.2,none,1800,13.3,2,0,1.88,1.51,0
20240720_me_casco_historico,miranda_de_ebro,me_casco_historico,7,19.8,48,apartment,2.4,diesel,120,2.8,3,0,1.21,0.97,0
20240720_me_ircio,miranda_de_ebro,me_ircio,7,19.9,55,apartment,2.7,electric,400,14.2,3,0,1.7,1.32,0
20240720_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,20.9,40,terraced_house,3.1,diesel,700,-1.3,1,0,1.65,1.28,0
20240720_me_bayas,miranda_de_ebro,me_bayas,7,21.0,50,detached_house,3.4,butane_lpg,1600,2.0,0,0,1.93,1.53,0
20240721_rv_centro,rincon_de_la_victoria,rv_centro,7,25.5,58,apartment,2.6,electric,150,2.1,1,0,1.61,1.3,0
20240721_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,27.1,52,apartment,2.8,butane_lpg,650,17.5,0,0,1.49,1.23,0
20240721_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,27.8,72,detached_house,3.0,electric,900,3.0,3,0,1.24,0.99,0
20240721_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,27.7,44,terraced_house,3.2,none,1800,-18.3,3,0,1.84,1.53,0
20240721_me_casco_historico,miranda_de_ebro,me_casco_historico,7,23.4,48,apartment,2.4,diesel,120,9.6,2,0,1.27,1.02,1
20240721_me_ircio,miranda_de_ebro,me_ircio,7,23.5,55,apartment,2.7,electric,400,9.7,1,0,1.41,1.14,0
20240721_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,23.3,40,terraced_house,3.1,diesel,700,-2.3,1,0,1.88,1.42,0
20240721_me_bayas,miranda_de_ebro,me_bayas,7,22.9,50,detached_house,3.4,butane_lpg,1600,20.3,4,0,1.94,1.49,0
20240722_rv_centro,rincon_de_la_victoria,rv_centro,7,25.1,58,apartment,2.6,electric,150,8.0,2,0,1.64,1.34,1
20240722_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,26.1,52,apartment,2.8,butane_lpg,650,-3.5,1,0,1.84,1.46,0
20240722_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,25.4,72,detached_house,3.0,electric,900,-1.8,2,0,1.25,0.97,0
20240722_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,25.7,44,terraced_house,3.2,none,1800,15.5,5,1,2.86,2.16,0
20240722_me_casco_historico,miranda_de_ebro,me_casco_historico,7,23.1,48,apartment,2.4,diesel,120,-5.7,2,0,1.47,1.2,0
20240722_me_ircio,miranda_de_ebro,me_ircio,7,21.4,55,apartment,2.7,electric,400,18.5,3,0,1.36,1.11,0
20240722_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,20.8,40,terraced_house,3.1,diesel,700,22.4,3,0,2.23,1.76,1
20240722_me_bayas,miranda_de_ebro,me_bayas,7,22.6,50,detached_house,3.4,butane_lpg,1600,-8.5,3,0,1.94,1.5,0
20240723_rv_centro,rincon_de_la_victoria,rv_centro,7,26.2,58,apartment,2.6,electric,150,15.9,2,0,1.27,1.0,0
20240723_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,26.4,52,apartment,2.8,butane_lpg,650,-5.2,0,0,1.44,1.17,0
20240723_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,25.2,72,detached_house,3.0,electric,900,12.0,2,0,1.82,1.45,0
20240723_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,25.5,44,terraced_house,3.2,none,1800,-11.3,1,0,2.74,2.18,0
20240723_me_casco_historico,miranda_de_ebro,me_casco_historico,7,20.5,48,apartment,2.4,diesel,120,1.2,3,0,1.41,1.08,0
20240723_me_ircio,miranda_de_ebro,me_ircio,7,21.8,55,apartment,2.7,electric,400,-2.3,1,0,1.22,1.01,0
20240723_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,21.7,40,terraced_house,3.1,diesel,700,-1.2,2,0,1.86,1.42,0
20240723_me_bayas,miranda_de_ebro,me_bayas,7,24.4,50,detached_house,3.4,butane_lpg,1600,3.0,0,0,2.45,1.91,0
20240724_rv_centro,rincon_de_la_victoria,rv_centro,7,24.5,58,apartment,2.6,electric,150,9.5,4,0,1.58,1.23,0
20240724_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,24.8,52,apartment,2.8,butane_lpg,650,15.6,0,0,1.75,1.38,1
20240724_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,25.9,72,detached_house,3.0,electric,900,-5.1,1,1,1.58,1.23,1
20240724_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,24.5,44,terraced_house,3.2,none,1800,14.2,4,0,1.76,1.26,1
20240724_me_casco_historico,miranda_de_ebro,me_casco_historico,7,20.9,48,apartment,2.4,diesel,120,-10.1,2,0,1.34,1.07,0
20240724_me_ircio,miranda_de_ebro,me_ircio,7,20.2,55,apartment,2.7,electric,400,8.7,2,0,1.14,0.86,0
20240724_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,20.1,40,terraced_house,3.1,diesel,700,14.9,1,0,1.51,1.21,0
20240724_me_bayas,miranda_de_ebro,me_bayas,7,22.4,50,detached_house,3.4,butane_lpg,1600,16.1,2,0,1.68,1.33,1
20240725_rv_centro,rincon_de_la_victoria,rv_centro,7,23.7,58,apartment,2.6,electric,150,1.6,3,0,1.44,1.17,0
20240725_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,26.4,52,apartment,2.8,butane_lpg,650,6.6,2,0,1.82,1.4,1
20240725_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,24.6,72,detached_house,3.0,electric,900,1.9,2,0,1.37,1.05,0
20240725_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,24.0,44,terraced_house,3.2,none,1800,11.6,2,0,2.11,1.69,0
20240725_me_casco_historico,miranda_de_ebro,me_casco_historico,7,22.6,48,apartment,2.4,diesel,120,-8.9,2,1,1.13,0.88,1
20240725_me_ircio,miranda_de_ebro,me_ircio,7,21.9,55,apartment,2.7,electric,400,13.1,5,0,1.29,1.0,0
20240725_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,22.9,40,terraced_house,3.1,diesel,700,8.5,3,0,1.36,1.09,0
20240725_me_bayas,miranda_de_ebro,me_bayas,7,20.7,50,detached_house,3.4,butane_lpg,1600,3.1,3,0,2.32,1.78,0
20240726_rv_centro,rincon_de_la_victoria,rv_centro,7,25.6,58,apartment,2.6,electric,150,-0.6,3,0,1.5,1.15,0
20240726_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,23.3,52,apartment,2.8,butane_lpg,650,-7.6,1,0,1.45,1.14,1
20240726_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,25.3,72,detached_house,3.0,electric,900,-13.0,1,0,1.43,1.12,0
20240726_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,26.5,44,terraced_house,3.2,none,1800,-12.7,3,1,2.36,1.91,0
20240726_me_casco_historico,miranda_de_ebro,me_casco_historico,7,20.6,48,apartment,2.4,diesel,120,5.7,2,0,1.1,0.86,1
20240726_me_ircio,miranda_de_ebro,me_ircio,7,21.7,55,apartment,2.7,electric,400,-1.9,1,0,1.56,1.21,0
20240726_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,20.2,40,terraced_house,3.1,diesel,700,1.6,1,0,2.39,1.76,0
20240726_me_bayas,miranda_de_ebro,me_bayas,7,19.7,50,detached_house,3.4,butane_lpg,1600,-1.9,1,0,1.51,1.19,0
20240727_rv_centro,rincon_de_la_victoria,rv_centro,7,27.2,58,apartment,2.6,electric,150,-7.3,2,0,1.68,1.26,1
20240727_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,24.4,52,apartment,2.8,butane_lpg,650,-4.3,0,0,1.66,1.15,0
20240727_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,24.9,72,detached_house,3.0,electric,900,0.2,3,0,1.33,1.09,0
20240727_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,24.8,44,terraced_house,3.2,none,1800,15.6,2,0,2.39,1.89,0
20240727_me_casco_historico,miranda_de_ebro,me_casco_historico,7,22.2,48,apartment,2.4,diesel,120,-3.7,2,0,1.28,1.05,1
20240727_me_ircio,miranda_de_ebro,me_ircio,7,20.1,55,apartment,2.7,electric,400,-3.1,1,0,1.62,1.25,0
20240727_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,20.3,40,terraced_house,3.1,diesel,700,-2.2,3,0,1.81,1.48,1
20240727_me_bayas,miranda_de_ebro,me_bayas,7,23.1,50,detached_house,3.4,butane_lpg,1600,-5.2,5,0,1.94,1.56,0
20240728_rv_centro,rincon_de_la_victoria,rv_centro,7,24.8,58,apartment,2.6,electric,150,14.9,0,0,1.61,1.22,0
20240728_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,26.8,52,apartment,2.8,butane_lpg,650,1.8,1,0,1.5,1.22,0
20240728_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,27.2,72,detached_house,3.0,electric,900,-4.4,1,0,1.44,1.12,0
20240728_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,25.6,44,terraced_house,3.2,none,1800,1.1,3,0,1.81,1.45,0
20240728_me_casco_historico,miranda_de_ebro,me_casco_historico,7,21.4,48,apartment,2.4,diesel,120,12.2,3,0,1.48,1.26,0
20240728_me_ircio,miranda_de_ebro,me_ircio,7,20.6,55,apartment,2.7,electric,400,9.2,3,0,1.53,1.1,0
20240728_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,20.4,40,terraced_house,3.1,diesel,700,-3.5,1,0,2.29,1.78,0
20240728_me_bayas,miranda_de_ebro,me_bayas,7,19.6,50,detached_house,3.4,butane_lpg,1600,9.6,1,0,2.16,1.79,0
20240729_rv_centro,rincon_de_la_victoria,rv_centro,7,25.7,58,apartment,2.6,electric,150,23.8,2,1,1.4,1.06,1
20240729_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,24.6,52,apartment,2.8,butane_lpg,650,1.4,1,1,2.17,1.67,0
20240729_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,26.3,72,detached_house,3.0,electric,900,20.4,1,0,1.44,1.1,0
20240729_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,23.2,44,terraced_house,3.2,none,1800,2.5,1,0,2.01,1.54,0
20240729_me_casco_historico,miranda_de_ebro,me_casco_historico,7,23.4,48,apartment,2.4,diesel,120,3.5,2,1,1.59,1.26,1
20240729_me_ircio,miranda_de_ebro,me_ircio,7,21.9,55,apartment,2.7,electric,400,7.3,3,0,1.65,1.32,0
20240729_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,21.5,40,terraced_house,3.1,diesel,700,-11.8,1,0,2.08,1.72,0
20240729_me_bayas,miranda_de_ebro,me_bayas,7,18.4,50,detached_house,3.4,butane_lpg,1600,13.1,1,0,2.11,1.64,0
20240730_rv_centro,rincon_de_la_victoria,rv_centro,7,26.3,58,apartment,2.6,electric,150,-0.1,2,0,1.19,0.9,0
20240730_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,25.9,52,apartment,2.8,butane_lpg,650,14.6,1,0,2.01,1.54,0
20240730_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,25.0,72,detached_house,3.0,electric,900,-13.1,1,0,1.7,1.31,1
20240730_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,26.0,44,terraced_house,3.2,none,1800,-7.1,1,0,2.43,1.89,0
20240730_me_casco_historico,miranda_de_ebro,me_casco_historico,7,19.7,48,apartment,2.4,diesel,120,-8.5,5,0,1.13,0.89,0
20240730_me_ircio,miranda_de_ebro,me_ircio,7,19.4,55,apartment,2.7,electric,400,-7.0,0,0,1.6,1.29,0
20240730_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,22.4,40,terraced_house,3.1,diesel,700,17.1,3,1,1.98,1.63,0
20240730_me_bayas,miranda_de_ebro,me_bayas,7,22.6,50,detached_house,3.4,butane_lpg,1600,14.5,2,0,1.94,1.4,1
20240731_rv_centro,rincon_de_la_victoria,rv_centro,7,21.9,58,apartment,2.6,electric,150,-3.9,0,0,1.19,0.94,0
20240731_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,7,26.5,52,apartment,2.8,butane_lpg,650,18.8,2,0,1.79,1.38,0
20240731_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,7,25.0,72,detached_house,3.0,electric,900,2.6,4,0,1.33,1.02,0
20240731_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,7,24.7,44,terraced_house,3.2,none,1800,-9.7,1,0,1.82,1.38,0
20240731_me_casco_historico,miranda_de_ebro,me_casco_historico,7,21.0,48,apartment,2.4,diesel,120,5.4,2,0,1.27,0.99,0
20240731_me_ircio,miranda_de_ebro,me_ircio,7,20.1,55,apartment,2.7,electric,400,8.3,0,0,1.16,0.89,0
20240731_me_industrial_norte,miranda_de_ebro,me_industrial_norte,7,21.7,40,terraced_house,3.1,diesel,700,0.9,3,0,1.57,1.23,0
20240731_me_bayas,miranda_de_ebro,me_bayas,7,20.2,50,detached_house,3.4,butane_lpg,1600,4.0,2,0,2.11,1.76,0
20240801_rv_centro,rincon_de_la_victoria,rv_centro,8,24.7,58,apartment,2.6,electric,150,-6.0,3,0,1.53,1.22,0
20240801_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,24.5,52,apartment,2.8,butane_lpg,650,7.9,1,0,1.59,1.19,1
20240801_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,26.9,72,detached_house,3.0,electric,900,-0.1,2,0,1.92,1.47,0
20240801_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,26.1,44,terraced_house,3.2,none,1800,4.9,1,0,2.45,1.88,0
20240801_me_casco_historico,miranda_de_ebro,me_casco_historico,8,21.1,48,apartment,2.4,diesel,120,14.4,1,0,1.6,1.29,1
20240801_me_ircio,miranda_de_ebro,me_ircio,8,20.6,55,apartment,2.7,electric,400,30.0,1,0,0.98,0.76,0
20240801_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,19.4,40,terraced_house,3.1,diesel,700,1.0,3,1,2.0,1.63,0
20240801_me_bayas,miranda_de_ebro,me_bayas,8,22.2,50,detached_house,3.4,butane_lpg,1600,7.8,1,0,1.85,1.4,0
20240802_rv_centro,rincon_de_la_victoria,rv_centro,8,25.6,58,apartment,2.6,electric,150,9.4,8,0,1.22,1.0,1
20240802_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,24.3,52,apartment,2.8,butane_lpg,650,1.7,3,0,1.8,1.27,0
20240802_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,24.6,72,detached_house,3.0,electric,900,-3.9,0,0,1.5,1.2,0
20240802_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,25.7,44,terraced_house,3.2,none,1800,9.3,3,0,1.74,1.34,0
20240802_me_casco_historico,miranda_de_ebro,me_casco_historico,8,21.0,48,apartment,2.4,diesel,120,1.1,2,0,1.16,0.89,0
20240802_me_ircio,miranda_de_ebro,me_ircio,8,21.9,55,apartment,2.7,electric,400,18.2,2,0,1.46,1.21,1
20240802_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,19.8,40,terraced_house,3.1,diesel,700,-6.4,0,0,2.25,1.75,0
20240802_me_bayas,miranda_de_ebro,me_bayas,8,21.5,50,detached_house,3.4,butane_lpg,1600,-4.7,5,1,1.65,1.26,0
20240803_rv_centro,rincon_de_la_victoria,rv_centro,8,25.0,58,apartment,2.6,electric,150,8.2,1,0,1.37,1.06,0
20240803_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,25.6,52,apartment,2.8,butane_lpg,650,11.6,1,0,1.76,1.4,0
20240803_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,27.8,72,detached_house,3.0,electric,900,0.5,2,0,1.73,1.32,0
20240803_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,25.4,44,terraced_house,3.2,none,1800,2.1,2,0,1.63,1.27,0
20240803_me_casco_historico,miranda_de_ebro,me_casco_historico,8,20.8,48,apartment,2.4,diesel,120,-13.8,0,0,1.1,0.87,0
20240803_me_ircio,miranda_de_ebro,me_ircio,8,20.4,55,apartment,2.7,electric,400,3.4,1,0,1.66,1.28,1
20240803_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,20.4,40,terraced_house,3.1,diesel,700,-1.1,1,0,1.5,1.24,0
20240803_me_bayas,miranda_de_ebro,me_bayas,8,21.9,50,detached_house,3.4,butane_lpg,1600,12.6,4,0,2.47,2.03,0
20240804_rv_centro,rincon_de_la_victoria,rv_centro,8,23.8,58,apartment,2.6,electric,150,5.9,1,0,1.96,1.57,1
20240804_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,25.0,52,apartment,2.8,butane_lpg,650,9.1,3,0,1.89,1.54,0
20240804_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,26.7,72,detached_house,3.0,electric,900,9.9,2,0,1.34,1.13,0
20240804_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,26.6,44,terraced_house,3.2,none,1800,20.8,3,0,1.73,1.32,0
20240804_me_casco_historico,miranda_de_ebro,me_casco_historico,8,20.2,48,apartment,2.4,diesel,120,0.3,2,0,1.2,0.95,0
20240804_me_ircio,miranda_de_ebro,me_ircio,8,19.9,55,apartment,2.7,electric,400,-1.1,4,0,1.25,0.97,0
20240804_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,19.6,40,terraced_house,3.1,diesel,700,-2.0,3,0,1.71,1.33,0
20240804_me_bayas,miranda_de_ebro,me_bayas,8,20.3,50,detached_house,3.4,butane_lpg,1600,-1.9,1,0,1.7,1.32,0
20240805_rv_centro,rincon_de_la_victoria,rv_centro,8,24.6,58,apartment,2.6,electric,150,5.8,1,0,1.5,1.14,0
20240805_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,26.6,52,apartment,2.8,butane_lpg,650,-0.8,0,0,1.51,1.1,0
20240805_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,25.1,72,detached_house,3.0,electric,900,20.3,2,0,1.41,1.1,0
20240805_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,27.0,44,terraced_house,3.2,none,1800,-9.3,3,0,2.43,1.8,0
20240805_me_casco_historico,miranda_de_ebro,me_casco_historico,8,20.7,48,apartment,2.4,diesel,120,-1.4,2,0,1.27,1.08,1
20240805_me_ircio,miranda_de_ebro,me_ircio,8,21.1,55,apartment,2.7,electric,400,-1.6,1,0,1.63,1.25,0
20240805_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,20.8,40,terraced_house,3.1,diesel,700,14.1,4,0,2.11,1.48,0
20240805_me_bayas,miranda_de_ebro,me_bayas,8,20.9,50,detached_house,3.4,butane_lpg,1600,10.9,3,0,1.59,1.32,0
20240806_rv_centro,rincon_de_la_victoria,rv_centro,8,24.3,58,apartment,2.6,electric,150,15.8,1,0,1.36,1.02,0
20240806_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,23.9,52,apartment,2.8,butane_lpg,650,14.3,1,0,1.7,1.36,0
20240806_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,20.8,72,detached_house,3.0,electric,900,-2.3,4,0,1.48,1.13,0
20240806_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,26.8,44,terraced_house,3.2,none,1800,2.6,3,0,2.04,1.62,0
20240806_me_casco_historico,miranda_de_ebro,me_casco_historico,8,20.4,48,apartment,2.4,diesel,120,-21.9,1,0,1.68,1.32,0
20240806_me_ircio,miranda_de_ebro,me_ircio,8,22.0,55,apartment,2.7,electric,400,-0.5,3,0,1.53,1.18,0
20240806_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,20.4,40,terraced_house,3.1,diesel,700,-9.0,1,0,1.48,1.14,0
20240806_me_bayas,miranda_de_ebro,me_bayas,8,20.0,50,detached_house,3.4,butane_lpg,1600,12.9,1,0,2.4,1.98,0
20240807_rv_centro,rincon_de_la_victoria,rv_centro,8,26.4,58,apartment,2.6,electric,150,-17.6,0,0,1.85,1.41,0
20240807_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,25.3,52,apartment,2.8,butane_lpg,650,11.0,0,0,1.56,1.11,0
20240807_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,26.2,72,detached_house,3.0,electric,900,-3.3,5,0,2.01,1.55,0
20240807_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,22.9,44,terraced_house,3.2,none,1800,-15.9,0,0,1.94,1.46,0
20240807_me_casco_historico,miranda_de_ebro,me_casco_historico,8,20.0,48,apartment,2.4,diesel,120,5.5,6,0,1.65,1.34,1
20240807_me_ircio,miranda_de_ebro,me_ircio,8,20.3,55,apartment,2.7,electric,400,19.1,2,0,1.44,1.17,0
20240807_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,20.6,40,terraced_house,3.1,diesel,700,-7.4,2,1,1.72,1.33,1
20240807_me_bayas,miranda_de_ebro,me_bayas,8,20.8,50,detached_house,3.4,butane_lpg,1600,-9.1,2,0,1.68,1.34,0
20240808_rv_centro,rincon_de_la_victoria,rv_centro,8,23.3,58,apartment,2.6,electric,150,12.8,3,0,1.38,1.11,0
20240808_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,24.0,52,apartment,2.8,butane_lpg,650,-15.8,2,0,1.57,1.26,1
20240808_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,24.8,72,detached_house,3.0,electric,900,-1.8,2,0,1.39,1.07,0
20240808_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,25.7,44,terraced_house,3.2,none,1800,-10.4,2,0,2.06,1.63,0
20240808_me_casco_historico,miranda_de_ebro,me_casco_historico,8,19.7,48,apartment,2.4,diesel,120,17.3,0,0,1.42,1.16,0
20240808_me_ircio,miranda_de_ebro,me_ircio,8,17.3,55,apartment,2.7,electric,400,8.5,0,0,1.69,1.36,0
20240808_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,22.4,40,terraced_house,3.1,diesel,700,7.3,0,0,2.13,1.7,0
20240808_me_bayas,miranda_de_ebro,me_bayas,8,19.8,50,detached_house,3.4,butane_lpg,1600,3.2,3,0,2.01,1.65,0
20240809_rv_centro,rincon_de_la_victoria,rv_centro,8,24.9,58,apartment,2.6,electric,150,-20.3,1,0,1.49,1.18,0
20240809_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,25.3,52,apartment,2.8,butane_lpg,650,7.3,3,0,1.27,0.99,1
20240809_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,23.9,72,detached_house,3.0,electric,900,-4.4,4,0,1.27,0.97,0
20240809_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,25.2,44,terraced_house,3.2,none,1800,-5.5,0,0,2.16,1.68,0
20240809_me_casco_historico,miranda_de_ebro,me_casco_historico,8,19.7,48,apartment,2.4,diesel,120,-0.7,3,0,1.25,0.91,1
20240809_me_ircio,miranda_de_ebro,me_ircio,8,20.4,55,apartment,2.7,electric,400,-5.1,1,0,1.14,0.91,0
20240809_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,21.8,40,terraced_house,3.1,diesel,700,-13.5,3,0,1.78,1.39,0
20240809_me_bayas,miranda_de_ebro,me_bayas,8,23.7,50,detached_house,3.4,butane_lpg,1600,-7.8,4,0,1.77,1.44,0
20240810_rv_centro,rincon_de_la_victoria,rv_centro,8,24.4,58,apartment,2.6,electric,150,10.0,2,0,1.36,1.01,0
20240810_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,24.6,52,apartment,2.8,butane_lpg,650,-2.0,2,0,1.35,1.16,0
20240810_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,25.5,72,detached_house,3.0,electric,900,10.0,2,0,1.47,1.11,0
20240810_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,24.6,44,terraced_house,3.2,none,1800,0.6,1,0,1.88,1.39,0
20240810_me_casco_historico,miranda_de_ebro,me_casco_historico,8,20.7,48,apartment,2.4,diesel,120,-19.0,2,0,1.38,1.09,0
20240810_me_ircio,miranda_de_ebro,me_ircio,8,19.1,55,apartment,2.7,electric,400,-14.0,4,0,1.35,1.03,0
20240810_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,20.1,40,terraced_house,3.1,diesel,700,7.2,4,0,1.37,1.13,0
20240810_me_bayas,miranda_de_ebro,me_bayas,8,20.5,50,detached_house,3.4,butane_lpg,1600,6.4,3,0,2.2,1.69,1
20240811_rv_centro,rincon_de_la_victoria,rv_centro,8,24.7,58,apartment,2.6,electric,150,12.3,2,0,1.32,1.05,0
20240811_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,23.6,52,apartment,2.8,butane_lpg,650,5.5,2,0,1.79,1.39,0
20240811_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,25.1,72,detached_house,3.0,electric,900,-12.8,2,0,1.54,1.23,0
20240811_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,26.9,44,terraced_house,3.2,none,1800,6.3,1,0,2.02,1.48,0
20240811_me_casco_historico,miranda_de_ebro,me_casco_historico,8,21.7,48,apartment,2.4,diesel,120,-3.3,2,0,1.29,1.09,0
20240811_me_ircio,miranda_de_ebro,me_ircio,8,21.5,55,apartment,2.7,electric,400,10.2,2,0,1.26,0.97,1
20240811_me_industrial_norte,miranda_de_ebro,me_industrial_norte,8,19.2,40,terraced_house,3.1,diesel,700,3.4,4,0,1.7,1.28,1
20240811_me_bayas,miranda_de_ebro,me_bayas,8,20.8,50,detached_house,3.4,butane_lpg,1600,-0.6,1,0,1.63,1.35,0
20240812_rv_centro,rincon_de_la_victoria,rv_centro,8,23.8,58,apartment,2.6,electric,150,-12.6,1,0,1.22,0.99,0
20240812_rv_torre_benagalbon,rincon_de_la_victoria,rv_torre_benagalbon,8,25.0,52,apartment,2.8,butane_lpg,650,2.8,3,0,1.73,1.32,0
20240812_rv_cala_del_moral,rincon_de_la_victoria,rv_cala_del_moral,8,26.4,72,detached_house,3.0,electric,900,6.5,4,0,1.8,1.34,0
20240812_rv_benagalbon_pueblo,rincon_de_la_victoria,rv_benagalbon_pueblo,8,25.9,44,terraced_house,3.2,none,1800,-3.7,3,0,1.96,1.54,0
20240812_me_casco_historico,miranda_de_ebro,me_casco_historico,8,19.7,48,apartment,2.4,diesel,120,-1.4,2,0,1.25,0.98,0
