u_q,coolant,stator_winding,u_d,stator_tooth,motor_speed,i_d,i_q,pm,stator_yoke,ambient,torque,profile_id
124.348,18.786,46.066,-42.767,42.287,4499.95,-91.435,24.519,53.79,32.994,24.887,20.093,20
85.529,19.03,54.829,-94.467,38.942,5765.133,-155.401,46.204,34.548,27.654,23.195,43.53,11
87.51,18.64,72.122,-96.248,57.835,4999.942,-138.142,53.481,67.645,41.741,23.203,48.484,6
131.979,18.469,28.939,-2.086,29.699,2999.969,-17.413,1.348,38.333,25.768,24.155,-0.571,14
126.852,30.721,87.766,-27.586,72.122,4144.16,-71.56,15.371,77.955,55.513,26.385,11.916,74
26.285,18.846,104.791,-128.389,80.977,4749.95,-192.839,77.765,89.963,54.943,23.597,75.169,27
59.565,91.17,124.503,-117.065,110.864,2931.626,-128.859,122.425,90.86,100.54,28.682,108.324,58
4.134,18.349,19.826,1.485,19.418,100.001,-2.002,1.098,30.605,19.159,23.177,0.469,18
30.829,39.135,71.601,45.103,64.296,966.017,-51.158,-151.815,68.477,55.09,26.541,-118.206,61
13.669,18.239,39.324,-11.608,31.644,250.012,-43.513,132.618,30.608,26.413,22.542,103.726,13
22.511,29.365,70.699,-23.571,55.831,488.438,-49.647,144.873,59.267,44.414,26.392,110.416,53
4.697,18.462,25.385,-1.809,23.115,49.999,-15.495,70.795,31.765,21.096,19.874,52.457,30
44.417,18.676,25.112,-5.694,24.584,899.994,-2.979,15.774,36.371,22.995,19.851,10.77,36
128.919,49.813,75.473,25.25,70.314,3962.11,-63.68,-20.259,73.24,62.075,25.245,-17.545,48
19.307,35.446,45.353,-129.642,39.233,3507.79,-213.868,118.714,32.21,36.186,26.266,119.39,68
13.715,18.454,34.541,-11.529,27.632,249.992,-43.512,132.619,22.506,24.166,22.886,103.827,13
83.76,54.864,86.526,66.987,79.73,2126.943,-25.687,-93.749,81.277,70.458,27.612,-70.152,56
41.862,60.921,72.122,14.358,65.589,962.857,-6.954,-39.233,60.422,60.664,25.622,-28.736,78
48.838,18.449,24.802,13.694,23.892,1064.989,-4.251,-34.263,36.741,22.129,22.781,-25.384,10
83.774,81.489,85.897,42.686,83.791,1979.188,-12.029,-61.883,75.543,81.552,26.384,-45.252,79
131.151,30.719,83.648,3.751,75.472,5016.932,-91.231,-5.533,79.545,61.146,28.865,-5.515,58
130.157,45.924,84.6,16.959,72.521,4365.945,-75.204,-13.894,74.873,62.208,27.819,-12.557,74
16.251,19.894,117.483,-130.059,87.404,5499.95,-200.18,66.273,98.979,57.828,19.877,64.374,24
125.06,65.071,97.336,-40.053,87.682,5249.936,-99.474,18.334,91.005,77.817,28.184,14.942,20
75.229,18.804,52.498,-108.006,43.182,2569.981,-99.909,130.19,48.859,33.716,22.419,110.792,32
38.334,49.833,55.851,16.611,54.15,901.373,-10.165,-52.35,63.638,52.572,26.168,-38.277,48
78.47,28.821,52.446,-105.474,45.986,2514.799,-86.973,128.961,64.966,39.453,27.924,106.707,61
8.943,78.777,70.931,2.043,68.906,225.804,-3.312,-24.537,63.819,68.817,23.984,-18.1,80
131.409,18.924,93.907,-5.57,75.996,4499.956,-76.564,1.043,88.265,53.867,21.446,-0.483,21
29.431,18.719,104.791,-71.251,74.019,994.992,-131.781,253.599,47.717,52.736,20.857,215.589,30
89.456,28.297,45.53,-25.958,44.413,1896.341,-6.244,36.53,61.061,38.756,25.693,24.706,57
130.814,18.992,49.803,-6.327,43.06,4999.949,-96.864,0.811,52.499,33.341,24.93,-0.302,17
70.572,63.922,104.795,-42.84,93.35,1599.238,-15.355,65.814,81.022,79.923,24.392,46.699,80
37.603,24.758,78.76,-120.001,56.755,1592.257,-153.595,283.619,50.937,42.524,23.161,235.555,62
37.005,18.377,29.152,-0.028,27.376,749.987,-2.002,1.096,42.969,24.939,23.941,0.249,16
87.32,91.07,103.415,96.238,95.646,3673.839,-101.06,-86.181,75.279,91.87,25.948,-75.345,55
30.295,19.235,101.609,-127.581,75.209,4499.959,-191.869,83.659,75.138,52.469,19.862,80.015,21
119.423,18.241,26.431,-0.766,28.002,2499.973,-2.001,1.097,36.643,24.835,25.813,-0.858,9
41.423,70.464,104.729,-118.377,90.938,4678.844,-181.31,75.353,71.943,80.295,26.378,74.782,60
88.85,18.146,69.058,-94.735,54.061,4999.945,-139.527,53.219,55.297,39.194,23.192,48.477,6
83.124,18.288,49.759,-85.322,42.143,1999.976,-43.511,132.617,47.096,33.35,23.423,101.851,12
72.323,18.803,49.338,-109.854,38.608,2999.979,-123.632,113.247,32.74,29.891,20.439,100.243,14
113.734,40.078,52.824,-7.285,52.571,2403.43,-2.831,7.799,58.654,45.987,26.386,4.579,56
85.444,18.797,105.604,-99.777,84.694,3999.964,-113.956,67.699,100.598,57.37,23.509,58.997,31
128.28,18.106,62.943,-8.546,52.571,5999.926,-117.101,0.193,60.83,37.95,23.474,-0.702,4
4.156,18.405,19.771,1.49,19.094,99.975,-2.0,1.098,27.951,18.925,23.176,0.471,18
51.125,61.389,104.791,119.747,90.227,2177.801,-98.741,-193.932,85.392,77.189,27.826,-160.816,68
89.287,19.277,65.467,-94.151,51.044,4999.96,-140.234,53.103,49.729,37.204,22.327,48.341,17
32.617,34.407,82.525,-49.471,67.379,854.901,-75.968,184.929,70.484,55.784,26.385,146.39,56
97.016,26.168,30.755,77.073,28.001,2362.898,-28.281,-99.737,25.1,26.068,23.115,-74.974,80
78.981,65.03,95.552,-104.908,86.738,2436.116,-77.619,133.624,80.014,78.685,24.425,108.634,80
2.869,24.68,53.611,1.833,45.877,35.235,-2.026,1.15,31.349,37.57,23.099,0.038,71
35.663,81.474,104.791,-45.069,97.273,899.701,-56.805,156.069,87.406,90.205,28.303,120.345,58
12.087,18.436,19.846,0.829,19.343,250.005,-2.001,1.098,27.109,19.124,23.159,0.123,13
104.978,79.851,91.776,19.243,87.537,2342.72,-3.693,-22.904,71.496,82.364,27.429,-16.995,74
31.136,18.26,58.64,-40.65,44.913,749.989,-65.979,172.999,44.553,35.357,24.244,139.246,16
9.484,19.763,123.072,-129.975,92.521,5499.944,-202.683,65.379,110.637,61.319,23.288,63.895,24
4.211,18.513,19.422,1.466,18.677,100.02,-2.002,1.097,24.177,18.711,23.077,0.443,18
52.645,45.916,87.786,-119.285,74.626,4588.896,-166.494,75.067,77.153,62.24,26.384,70.592,57
87.42,18.562,72.102,-96.171,57.645,4999.959,-138.67,53.361,67.087,41.512,24.282,48.59,17
-0.132,26.882,42.516,1.695,38.622,30.68,-2.034,1.307,45.984,34.191,24.142,0.149,73
118.295,34.545,75.431,-36.034,65.82,2958.773,-31.234,32.383,63.322,55.841,23.969,25.001,43
23.701,19.19,39.452,-21.998,32.295,499.992,-43.511,132.617,31.085,27.035,22.123,103.492,7
46.747,81.49,119.665,81.874,103.111,1575.888,-64.762,-178.621,81.797,92.436,27.224,-141.314,68
13.666,18.281,39.443,-11.623,31.883,250.003,-43.512,132.618,31.8,26.475,23.426,103.715,13
122.666,49.898,60.138,-47.007,57.408,3999.962,-76.462,31.157,51.896,52.989,23.969,25.0,44
9.507,24.164,67.649,-14.175,53.135,145.092,-149.446,278.078,69.362,42.669,26.326,230.753,52
94.29,64.959,78.758,-83.149,72.122,2249.976,-35.464,114.426,54.725,68.293,26.34,84.638,20
49.281,34.457,39.271,-0.632,38.756,999.996,-2.003,1.097,52.67,36.974,23.3,0.0,43
44.102,25.056,78.893,-63.699,59.871,1153.712,-71.008,179.135,50.169,45.327,23.061,140.831,62
125.642,65.703,97.484,29.591,85.993,5340.374,-101.341,-19.953,78.797,75.95,26.384,-18.229,51
13.664,18.781,39.407,-11.622,31.822,250.01,-43.512,132.618,31.761,26.477,23.166,103.693,13
78.438,52.062,101.231,-101.465,82.561,4205.036,-131.939,69.063,78.206,68.92,24.808,63.279,80
98.564,45.779,70.605,-82.384,64.16,4503.499,-115.855,49.993,70.736,57.334,23.6,44.696,80
127.281,67.47,86.712,-24.021,78.722,3860.806,-59.696,15.435,80.542,72.122,26.383,11.745,65
131.449,36.353,61.987,-13.944,58.695,2946.812,-12.693,12.415,66.489,51.428,26.133,8.389,66
-16.627,19.363,112.803,-130.093,80.257,2849.972,-266.736,147.881,81.737,54.082,22.154,147.932,29
129.268,27.54,76.076,8.701,62.401,2986.605,-15.441,-9.226,63.405,46.037,26.061,-7.544,67
60.732,64.124,94.504,86.243,85.996,1826.303,-53.687,-156.343,68.875,80.208,26.002,-122.08,66
61.994,19.428,70.771,-116.025,53.057,1999.98,-101.84,193.581,50.029,39.403,22.324,162.183,32
129.076,49.831,69.365,23.943,64.069,4858.894,-91.987,-17.695,64.61,57.453,24.731,-16.042,48
98.026,18.105,36.727,-79.601,32.169,2249.991,-33.043,108.24,30.917,26.358,19.575,81.656,32
91.68,18.735,31.715,-44.323,30.076,1959.984,-13.558,64.154,40.427,26.147,21.761,46.609,30
33.644,26.866,93.411,-126.643,72.298,5346.28,-188.164,66.686,84.912,53.465,28.756,71.559,58
123.752,29.152,66.072,25.283,57.489,3349.568,-45.125,-23.155,63.91,45.701,26.733,-19.431,53
104.95,24.706,38.752,78.405,35.472,2746.425,-41.151,-86.563,32.541,30.116,25.173,-67.464,65
20.686,44.924,93.601,-30.189,78.707,499.986,-79.937,188.412,73.306,65.341,24.796,150.0,41
68.245,49.584,89.017,112.266,75.441,2397.07,-79.12,-155.087,74.805,63.599,24.168,-126.918,47
4.158,18.594,24.857,1.66,23.677,99.997,-2.002,1.098,40.669,22.532,22.653,0.312,2
98.712,70.716,83.669,44.289,78.071,2298.591,-11.124,-54.423,71.393,71.965,25.723,-39.932,79
108.529,32.427,77.468,72.013,66.014,4263.442,-97.8,-53.711,63.93,54.154,26.379,-47.713,54
55.721,39.651,67.211,32.738,59.812,1315.309,-14.482,-72.898,51.546,52.567,25.59,-53.479,60
83.106,18.736,49.574,-85.32,42.159,1999.979,-43.511,132.618,46.955,33.516,23.473,101.811,12
30.921,18.629,37.935,-27.093,31.678,674.995,-39.042,120.304,35.617,26.385,21.45,93.194,30
69.826,49.828,92.553,111.453,79.374,2507.108,-83.3,-146.7,70.212,66.975,25.629,-121.202,48
130.262,44.761,69.968,-1.018,62.569,3756.528,-55.055,-1.692,65.364,55.754,25.472,-2.251,79
119.298,72.504,80.316,-52.651,72.121,4913.582,-103.189,27.805,59.056,68.862,26.356,23.699,60
10.739,86.454,120.247,26.4,100.946,511.459,-73.534,-191.836,70.222,90.13,26.41,-153.379,60
0.001,26.45,61.572,1.78,52.58,37.414,-2.16,1.26,55.49,42.722,24.329,0.141,73
13.711,18.182,38.978,-11.59,31.387,250.006,-43.513,132.617,25.775,26.384,23.117,103.894,13
23.636,18.545,39.452,-21.977,32.616,500.004,-43.514,132.617,33.612,27.207,23.18,103.273,7
127.787,22.505,75.304,-27.706,65.303,4296.079,-76.927,15.531,74.23,50.559,26.351,12.062,52
103.257,39.711,68.379,80.1,60.33,4973.54,-119.467,-53.006,61.165,51.156,26.326,-48.668,50
16.173,18.634,113.44,-129.977,84.712,3999.96,-203.278,96.465,93.228,57.643,25.079,93.497,15
4.143,18.516,19.512,1.482,18.766,99.987,-2.001,1.096,25.185,18.698,22.936,0.452,18
87.304,18.631,31.277,-98.869,26.381,2499.971,-75.511,123.532,27.394,23.149,23.254,101.149,9
13.477,18.684,114.482,-130.368,83.748,3299.969,-211.968,122.499,79.422,57.543,24.884,118.861,27
104.684,49.491,76.214,-79.293,68.91,2997.309,-61.576,76.47,68.159,61.505,27.437,60.77,53
61.127,18.583,40.994,-116.415,31.827,2445.246,-127.767,154.723,26.835,25.434,19.851,136.61,10
36.989,18.595,28.956,-0.067,26.971,749.986,-2.001,1.096,42.86,24.883,24.041,0.247,16
18.194,34.506,72.121,-128.959,60.389,3641.909,-210.973,111.035,50.113,49.051,26.274,110.76,68
37.038,18.375,21.496,-0.108,20.018,749.991,-2.0,1.097,30.381,19.851,23.342,0.186,16
42.192,26.701,73.952,-65.777,58.066,1147.537,-76.431,185.437,65.527,45.974,27.73,146.888,58
63.382,91.0,114.529,-113.425,100.743,3282.026,-131.921,104.485,83.366,93.199,27.038,93.337,61
132.022,18.702,28.678,-2.05,29.306,2999.968,-17.589,1.339,37.234,25.618,23.493,-0.573,14
53.154,18.33,33.209,-35.596,29.999,1149.983,-23.017,90.022,41.585,25.926,24.579,67.457,27
95.323,18.733,86.18,-89.573,67.087,4499.944,-122.102,55.242,62.428,49.305,25.024,48.815,4
4.225,18.372,19.552,1.428,18.895,100.02,-2.002,1.096,25.862,18.929,22.082,0.189,3
49.626,39.41,66.007,2.77,59.872,1067.447,-2.989,-9.592,68.409,52.572,26.925,-7.615,53
57.706,61.434,85.553,117.024,73.844,4194.655,-152.402,-95.785,63.176,65.588,23.202,-89.139,62
93.079,70.497,84.515,-90.1,78.282,4187.957,-115.495,60.94,64.086,71.55,26.378,54.302,79
26.863,72.612,115.258,63.612,92.977,1104.859,-84.999,-208.355,73.183,80.82,26.225,-168.477,74
121.58,26.192,57.531,48.124,48.498,5526.653,-115.479,-30.08,50.552,38.033,26.385,-27.76,65
69.529,18.862,65.596,-111.558,52.571,2999.967,-124.321,113.161,55.561,39.138,23.01,99.996,14
116.988,65.669,104.716,8.656,91.766,2701.908,-8.205,-8.949,83.069,78.88,26.385,-7.251,51
124.435,29.696,44.783,-42.257,42.395,3499.965,-56.914,32.281,42.532,36.93,26.329,25.0,42
4.15,18.696,19.736,1.467,19.157,99.972,-2.0,1.098,27.049,19.137,22.571,0.253,2
95.487,18.865,66.696,-89.353,54.339,4499.947,-122.225,55.208,62.028,39.452,25.563,48.87,4
21.506,19.058,114.432,-128.942,85.296,5749.943,-196.463,62.065,95.203,56.93,24.566,60.492,27
8.177,18.253,63.82,-7.617,45.986,99.988,-79.941,188.412,34.984,37.033,22.211,155.21,18
37.327,18.841,22.238,-0.2,21.569,749.987,-2.0,1.096,33.391,19.851,23.538,0.316,16
4.187,18.377,22.401,1.489,21.015,100.0,-2.0,1.095,34.867,19.851,23.0,0.52,18
4.176,18.252,19.827,1.498,19.271,99.999,-2.0,1.097,29.807,19.075,22.568,0.442,18
70.537,50.418,86.395,3.892,76.458,1526.585,-3.427,-4.129,61.484,65.577,25.441,-3.863,65
58.564,18.206,44.71,-7.574,39.451,1199.989,-2.98,15.774,42.736,33.74,19.851,10.769,36
119.227,18.919,66.894,-52.273,55.894,5649.954,-117.914,22.744,71.694,39.453,22.005,19.985,31
83.085,19.204,49.655,-85.316,42.148,1999.977,-43.512,132.617,47.46,33.454,23.339,101.796,12
118.236,49.859,78.692,57.179,70.541,3636.503,-63.464,-47.869,70.469,61.599,25.407,-39.956,48
122.316,38.401,58.764,-47.815,55.8,3999.965,-75.569,31.16,64.018,48.303,24.346,25.0,44
69.802,48.586,45.539,107.792,42.419,3220.26,-119.551,-112.037,37.167,39.963,25.187,-99.42,65
131.294,18.42,42.783,-5.265,38.552,4499.956,-84.779,1.051,44.505,31.219,21.53,-0.528,21
13.722,18.297,37.757,-11.562,30.025,250.021,-43.513,132.617,23.954,25.83,23.179,103.835,13
110.993,18.589,52.573,-68.955,43.443,4749.95,-113.507,39.495,46.431,33.252,24.129,34.521,20
15.681,18.754,112.986,-129.974,84.624,3999.948,-204.26,96.917,92.054,57.661,24.312,93.75,15
63.523,56.065,81.528,-112.528,72.122,3492.413,-140.548,96.796,72.964,65.588,26.45,87.895,54
57.493,29.431,56.791,88.832,50.112,1764.833,-58.745,-166.115,75.159,42.801,26.377,-130.569,59
93.684,70.265,96.699,-92.112,87.983,3023.186,-77.915,89.416,77.664,80.196,28.019,73.418,53
86.589,19.068,85.253,-11.401,68.947,1799.985,-2.981,15.774,47.323,52.575,21.351,10.8,36
28.688,19.626,102.026,-128.128,77.04,4149.958,-191.424,91.192,80.13,52.947,21.793,87.726,29
122.684,24.439,61.459,-44.549,45.986,4515.719,-96.287,25.75,30.18,36.574,23.101,21.346,71
130.872,25.17,48.526,-1.057,45.482,3180.469,-27.428,-0.359,56.326,38.523,26.385,-1.174,60
30.304,30.398,114.032,-69.778,85.294,999.994,-122.971,242.424,62.19,64.642,24.796,200.0,44
12.113,18.377,19.792,0.776,19.208,249.984,-2.0,1.099,25.657,19.078,23.001,0.118,13
30.14,61.727,81.904,-127.495,71.486,4817.636,-192.196,77.724,79.071,63.062,26.486,78.811,57
86.383,64.966,104.791,-98.454,92.497,4999.938,-132.566,54.176,92.479,79.357,27.411,47.576,6
103.889,65.245,92.409,79.57,85.042,4118.897,-95.081,-62.079,75.122,77.135,27.135,-54.474,68
25.777,18.866,116.221,-127.743,87.776,5849.939,-191.703,59.86,99.794,58.495,24.975,58.099,27
122.362,49.818,61.643,48.396,60.459,3070.796,-28.9,-44.462,65.823,55.903,24.064,-34.368,48
8.99,67.525,84.9,-9.487,78.707,130.52,-77.718,186.24,81.381,72.122,26.362,147.789,65
12.092,18.509,19.745,0.782,19.1,249.977,-2.001,1.097,24.105,18.995,22.533,0.105,13
29.327,50.093,105.255,-72.353,84.432,1015.853,-129.343,251.381,66.139,69.032,25.828,207.696,51
72.928,18.614,28.036,-9.493,27.041,1499.99,-2.98,15.774,40.134,24.8,21.276,10.824,36
22.94,18.328,43.175,-45.941,36.419,675.662,-95.916,205.079,47.717,29.708,23.201,166.126,11
7.676,18.975,35.971,-5.384,28.158,99.997,-43.512,132.618,25.433,24.8,21.837,103.607,3
67.805,49.852,93.101,-112.399,78.701,1999.979,-81.994,186.68,65.874,65.567,25.319,150.0,42
6.196,18.933,120.684,-130.314,89.246,3499.967,-217.538,113.229,95.189,60.674,23.438,110.524,26
107.376,70.506,83.636,-75.677,78.707,3499.96,-76.76,60.975,66.883,72.122,25.604,50.0,42
26.824,27.121,90.981,-128.383,72.122,5451.17,-195.393,66.403,84.041,53.283,28.686,69.767,58
120.165,77.485,61.699,-36.768,58.976,4669.167,-99.122,20.957,48.071,61.13,23.265,18.058,71
131.798,18.106,37.731,-3.894,35.333,3999.958,-67.924,1.103,43.426,28.939,24.596,-0.57,15
128.037,47.393,92.438,-30.383,86.053,3700.312,-52.042,20.227,79.504,72.82,30.027,15.254,58
90.208,29.105,76.535,-94.918,64.946,3789.934,-111.351,71.37,64.861,52.514,26.385,62.77,53
84.316,91.156,122.484,-82.929,110.345,2119.564,-38.242,119.18,91.276,100.641,28.825,89.019,58
80.6,30.721,54.765,-100.553,48.351,4377.467,-137.017,65.025,57.628,41.302,26.377,59.846,68
0.0,23.802,63.135,-0.0,52.591,2716.715,0.002,-0.003,63.97,39.696,26.384,-61.018,52
9.669,23.839,67.389,-12.978,53.2,143.532,-135.478,259.68,69.427,42.651,26.298,214.838,52
39.117,60.046,100.498,-74.38,82.086,1183.251,-95.407,211.168,72.625,71.575,24.395,170.491,73
12.064,18.792,19.711,0.803,19.096,249.987,-1.998,1.098,23.475,19.03,22.22,0.081,13
131.732,18.499,56.772,-3.372,52.587,3499.966,-40.711,1.164,77.935,40.138,23.195,-0.508,26
15.576,18.986,100.113,-2.084,78.071,300.01,-2.98,15.773,32.89,57.339,19.752,10.703,36
131.473,50.22,91.718,-4.663,87.366,3999.97,-59.757,1.097,80.308,76.925,25.178,0.0,44
85.02,49.675,60.674,-99.124,57.435,2149.115,-50.059,146.715,56.613,53.299,24.872,112.342,48
4.208,18.467,22.776,1.465,21.499,99.988,-2.0,1.097,35.099,19.851,23.165,0.516,18
121.173,24.786,49.012,49.883,45.63,2928.376,-24.341,-48.119,56.345,38.524,26.385,-36.701,60
80.935,51.641,75.005,102.611,62.458,4805.748,-137.156,-71.644,61.526,52.842,25.702,-66.485,76
11.773,18.726,29.914,0.946,26.417,250.002,-2.001,1.097,31.468,24.947,23.235,-0.005,13
108.314,17.465,62.548,-74.426,54.977,3637.684,-81.997,55.385,70.592,42.226,26.385,45.863,59
91.564,18.66,32.978,-44.371,31.435,1959.978,-13.557,64.154,42.719,26.393,19.851,46.499,30
37.506,49.74,55.838,12.307,54.15,859.879,-6.091,-39.251,63.559,52.571,26.346,-28.653,48
83.189,18.338,49.38,-85.256,41.666,1999.976,-43.511,132.618,46.144,33.081,23.261,101.866,12
83.884,18.484,41.668,-84.337,35.25,1999.979,-43.513,132.618,31.861,28.609,23.219,102.305,12
-15.4,19.471,120.457,-130.175,84.431,2849.965,-264.503,147.617,82.387,56.191,22.148,147.685,29
125.308,38.109,85.251,-39.19,72.122,4214.569,-75.973,23.163,75.071,57.495,26.33,18.345,66
36.015,26.347,53.039,-17.359,50.065,753.398,-13.15,62.985,65.477,44.054,26.252,44.111,50
105.82,39.63,82.168,77.858,72.12,3444.554,-70.926,-68.839,71.887,60.261,26.161,-57.406,50
37.046,18.388,21.452,-0.139,19.852,749.995,-2.001,1.097,29.785,19.851,23.485,0.202,16
96.971,18.613,25.268,-0.611,25.767,1999.978,-1.999,1.097,33.56,23.421,23.534,-0.274,4
117.499,78.667,104.446,58.261,95.062,4351.295,-84.578,-42.556,83.814,86.491,26.341,-37.222,65
75.352,49.914,94.723,107.878,81.984,2711.381,-82.127,-128.306,79.291,68.92,26.387,-106.423,49
12.071,19.091,19.841,0.76,19.263,249.981,-2.0,1.097,24.875,19.143,22.411,0.098,13
31.346,18.743,24.598,-40.292,19.85,749.992,-65.981,173.0,24.219,19.423,24.658,140.257,16
63.1,19.182,45.861,-64.102,38.283,1499.992,-43.513,132.617,41.634,31.338,20.524,102.819,8
13.697,18.401,39.19,-11.589,31.537,250.018,-43.512,132.618,27.844,26.385,22.47,103.78,13
40.829,27.574,70.985,-123.408,58.925,4394.644,-182.097,83.026,64.105,45.298,26.199,80.308,67
48.946,18.943,23.935,13.642,23.371,1064.992,-4.251,-34.264,32.4,21.834,23.129,-25.404,10
4.159,23.058,124.096,-130.658,91.854,3499.969,-220.809,114.161,94.096,63.694,23.187,111.396,23
75.432,49.869,90.701,-100.826,78.789,1999.983,-58.714,161.582,72.243,67.193,25.822,125.0,42
70.475,49.808,81.963,111.201,72.116,2663.433,-90.726,-137.046,70.013,62.682,25.055,-114.971,48
72.574,91.092,127.488,-109.175,110.448,3628.634,-125.022,88.178,85.375,99.849,27.824,78.695,58
91.166,18.887,28.869,-92.479,23.623,4999.954,-142.429,52.938,27.317,19.828,19.851,48.433,17
4.222,23.121,124.179,-130.686,91.786,3499.965,-220.664,114.109,94.7,63.928,23.306,111.349,23
19.402,18.863,119.531,-129.055,89.79,5749.941,-196.14,62.027,102.43,59.442,24.295,60.198,20
4.195,18.327,19.498,1.456,18.78,99.99,-2.001,1.099,24.734,18.818,21.953,0.453,18
124.348,18.899,46.002,-42.742,41.994,4499.958,-91.507,24.515,53.491,33.048,24.956,20.083,20
13.692,18.515,39.318,-11.628,31.689,249.987,-43.51,132.618,30.912,26.39,23.072,103.713,13
96.602,49.787,77.322,88.985,68.505,4140.905,-105.888,-68.759,69.629,59.52,24.917,-61.132,48
21.386,18.64,21.53,-2.85,19.852,419.987,-2.98,15.773,37.13,19.851,21.435,10.744,30
126.375,28.786,64.699,22.077,55.944,4640.277,-90.598,-16.974,57.954,45.272,26.385,-15.695,53
13.69,18.727,39.371,-11.632,31.776,250.029,-43.513,132.617,31.199,26.392,22.547,103.736,13
5.687,19.215,120.764,-130.58,89.096,3499.969,-218.86,113.53,92.932,60.51,22.636,111.152,26
7.675,19.205,38.083,-5.386,30.127,100.005,-43.512,132.618,26.202,25.998,21.53,103.526,3
78.827,18.999,31.637,-38.759,31.15,1694.977,-13.556,64.154,54.9,26.306,22.589,46.341,29
86.845,19.342,45.986,-99.237,38.818,2499.975,-75.306,123.566,34.864,31.357,23.459,100.999,9
24.003,32.862,34.979,28.662,32.221,699.968,-41.556,-134.754,28.848,31.645,24.779,-103.307,57
70.526,34.546,84.884,-24.021,71.596,1518.862,-8.353,42.056,68.281,56.157,23.618,28.92,43
89.075,24.321,59.859,95.836,52.567,3961.451,-112.116,-77.576,66.642,41.518,26.372,-69.316,52
129.859,18.584,56.404,-8.192,47.585,5499.946,-107.703,0.668,58.653,36.18,23.221,-0.115,24
120.401,18.568,81.325,-53.173,69.535,3103.976,-41.131,46.364,77.668,52.957,22.388,34.582,32
21.307,18.683,26.26,-2.88,25.208,420.007,-2.98,15.774,44.942,23.349,22.213,10.772,30
131.77,18.714,33.704,-3.08,33.304,3499.965,-45.687,1.172,45.101,28.001,23.719,-0.56,26
75.129,18.548,57.8,-108.093,45.986,2569.972,-99.927,130.176,49.764,35.874,21.722,110.758,32
110.924,18.663,52.889,-69.019,44.396,4749.953,-113.388,39.488,47.295,33.628,24.529,34.569,20
123.125,49.999,75.868,44.707,68.852,4805.639,-95.844,-30.778,65.097,59.77,25.462,-27.698,49
8.179,18.422,63.709,-7.609,45.986,100.014,-79.94,188.412,34.56,36.926,23.209,155.214,18
99.745,39.598,78.789,-82.146,65.622,5223.634,-128.985,42.305,65.691,54.765,26.79,38.971,53
114.993,44.894,84.079,59.117,72.122,4721.801,-100.523,-40.724,71.656,59.725,25.564,-36.755,79
119.617,18.313,26.387,-0.725,27.867,2499.973,-2.001,1.098,35.686,24.836,26.372,-0.86,9
48.743,49.771,80.08,84.164,70.878,1594.136,-65.124,-179.358,73.249,61.975,27.133,-141.948,56
59.621,24.988,47.302,117.07,38.422,2310.58,-101.018,-178.379,34.306,31.82,22.909,-149.541,62
130.458,43.388,87.434,14.011,75.782,4673.555,-81.654,-11.501,84.647,61.439,25.704,-10.594,73
75.277,91.634,114.364,106.35,100.872,4451.736,-134.952,-81.576,71.405,93.77,26.385,-75.004,60
44.491,18.547,23.253,-5.698,23.056,899.998,-2.98,15.774,33.914,20.53,19.851,10.786,36
37.56,49.606,100.728,-92.847,80.691,1340.776,-123.642,243.703,74.677,67.943,25.881,201.054,48
111.256,73.859,99.745,-54.359,89.061,2496.713,-13.179,61.323,80.362,81.258,26.229,43.881,69
6.454,64.376,63.1,1.378,62.17,149.945,-2.001,1.097,58.712,62.259,26.387,0.418,20
93.922,18.18,50.936,-1.311,45.986,1999.98,-2.004,1.098,80.844,37.531,23.744,-0.402,4
92.159,28.912,62.02,92.617,53.722,4140.066,-114.042,-72.625,60.058,44.415,26.385,-65.283,53
85.47,18.696,53.895,-100.411,44.933,2499.969,-75.769,123.382,50.138,35.026,24.982,100.507,9
91.27,26.523,65.551,-94.429,55.93,3541.665,-103.952,75.945,62.399,44.379,26.352,65.722,58
24.122,19.157,117.306,-128.272,89.536,5849.937,-190.531,59.36,108.685,59.5,26.402,57.752,27
70.545,81.49,104.726,110.119,94.434,3179.357,-108.839,-115.683,74.12,86.434,24.532,-100.802,72
58.046,18.157,62.315,117.23,52.571,4351.131,-155.847,-91.107,63.988,39.213,26.583,-85.311,61
62.201,59.402,78.186,-114.6,69.546,2587.106,-119.271,138.855,72.987,64.397,24.41,120.373,81
13.666,18.528,39.405,-11.624,31.814,250.021,-43.513,132.618,31.738,26.385,23.181,103.714,13
85.611,18.785,53.428,-100.253,44.531,2499.968,-75.708,123.403,48.265,34.533,24.717,100.588,9
4.194,18.557,19.416,1.469,18.64,99.999,-2.0,1.096,24.885,18.695,22.074,0.202,3
68.831,50.382,75.626,112.491,64.853,2295.616,-74.658,-165.911,49.082,57.449,25.929,-134.056,51
119.463,19.192,26.393,-0.718,27.93,2499.972,-2.001,1.097,36.586,24.872,25.952,-0.855,9
27.52,54.448,114.652,128.369,92.48,2995.153,-173.222,-152.264,82.692,75.468,27.79,-141.486,65
30.125,18.871,22.66,-3.934,22.005,599.996,-2.98,15.774,32.924,19.851,19.851,10.884,36
71.637,39.565,70.255,-74.607,63.841,1748.157,-42.518,132.109,69.914,54.138,27.484,99.448,53
48.693,24.47,76.954,84.852,58.877,1584.801,-66.739,-181.51,65.654,44.41,25.687,-143.976,65
83.097,18.453,49.671,-85.333,42.025,1999.981,-43.511,132.617,47.505,33.249,23.517,101.859,12
