meter_id,tariff_type,monthly_consumption_m3,baseline_consumption_m3,heating_degree_days,building_age_years,meter_age_years,is_anomaly
LZ-GAS-003493,residential,158.5,152.9,230.0,57.2,14.7,0
LZ-GAS-003494,residential,225.2,227.7,372.0,44.1,14.9,0
LZ-GAS-003495,residential,55.9,61.5,73.0,74.2,30.0,0
LZ-GAS-003496,residential,36.6,42.2,27.0,20.4,8.9,0
LZ-GAS-003497,residential,227.4,235.8,383.0,18.3,10.5,0
LZ-GAS-003498,commercial,1293.7,1338.7,480.0,59.0,19.5,0
LZ-GAS-003499,residential,177.3,171.3,269.0,76.5,26.6,0
LZ-GAS-003500,residential,228.9,228.9,367.0,29.4,8.8,0
LZ-GAS-003501,industrial,1019.5,1019.1,21.0,31.5,15.1,0
LZ-GAS-003502,industrial,1389.1,1280.1,61.0,4.4,9.4,0
LZ-GAS-003503,industrial,1901.7,1858.4,161.0,18.8,15.8,0
LZ-GAS-003504,residential,131.3,127.5,186.0,72.8,19.8,0
LZ-GAS-003505,commercial,801.2,789.4,252.0,78.2,29.9,0
LZ-GAS-003506,commercial,591.7,573.7,170.0,39.3,25.2,0
LZ-GAS-003507,residential,144.8,146.0,222.0,68.3,26.9,0
LZ-GAS-003508,industrial,2542.2,2272.0,206.0,17.3,13.6,0
LZ-GAS-003509,residential,195.2,193.5,311.0,51.8,6.9,0
LZ-GAS-003510,residential,239.5,229.2,370.0,73.1,30.0,0
LZ-GAS-003511,residential,237.7,216.5,345.0,28.0,22.4,0
LZ-GAS-003512,residential,247.3,252.1,413.0,51.0,24.7,0
LZ-GAS-003513,residential,129.8,135.5,206.0,59.5,23.3,0
LZ-GAS-003514,industrial,2100.5,2010.3,172.0,11.3,12.9,0
LZ-GAS-003515,residential,29.9,27.2,0.0,20.7,25.9,0
LZ-GAS-003516,industrial,1117.5,986.2,13.0,47.4,14.3,0
LZ-GAS-003517,residential,206.9,206.6,335.0,20.7,9.2,0
LZ-GAS-003518,residential,211.3,187.2,292.0,12.8,14.6,0
LZ-GAS-003519,residential,325.5,154.9,235.0,12.9,10.5,1
LZ-GAS-003520,industrial,2333.5,2227.1,189.0,62.6,11.0,0
LZ-GAS-003521,residential,39.1,65.8,69.0,36.8,16.3,1
LZ-GAS-003522,commercial,184.8,190.4,0.0,44.5,18.8,0
LZ-GAS-003523,residential,132.7,108.6,153.0,50.9,14.1,0
LZ-GAS-003524,industrial,2101.3,2019.2,195.0,26.0,14.3,0
LZ-GAS-003525,commercial,157.9,150.5,0.0,52.6,20.3,0
LZ-GAS-003526,residential,227.2,244.6,400.0,36.1,6.1,0
LZ-GAS-003527,residential,98.1,100.6,140.0,7.4,10.4,0
LZ-GAS-003528,residential,179.6,181.6,285.0,41.9,27.1,0
LZ-GAS-003529,residential,244.4,241.8,398.0,39.9,24.6,0
LZ-GAS-003530,residential,268.6,256.1,424.0,55.1,14.2,0
LZ-GAS-003531,residential,118.3,130.4,188.0,76.8,18.6,0
LZ-GAS-003532,residential,224.4,220.2,354.0,3.8,7.2,0
LZ-GAS-003533,residential,233.3,215.9,347.0,49.3,19.7,0
LZ-GAS-003534,residential,171.7,158.0,236.0,56.3,13.4,0
LZ-GAS-003535,industrial,2130.1,2600.6,270.0,38.4,11.9,0
LZ-GAS-003536,residential,95.1,88.0,113.0,34.5,21.3,0
LZ-GAS-003537,residential,161.9,167.1,262.0,56.9,21.4,0
LZ-GAS-003538,residential,97.0,102.2,142.0,43.3,21.9,0
LZ-GAS-003539,residential,148.8,134.5,199.0,33.3,14.1,0
LZ-GAS-003540,residential,374.2,157.6,242.0,52.4,24.2,1
LZ-GAS-003541,residential,216.1,216.5,351.0,48.5,15.5,0
LZ-GAS-003542,residential,126.3,132.6,197.0,7.0,5.2,0
LZ-GAS-003543,residential,128.2,132.9,193.0,28.7,8.4,0
LZ-GAS-003544,commercial,565.7,582.5,173.0,71.5,14.3,0
LZ-GAS-003545,residential,251.4,286.3,480.0,12.7,7.2,0
LZ-GAS-003546,residential,120.9,123.1,173.0,41.7,9.7,0
LZ-GAS-003547,residential,200.8,181.2,289.0,51.0,16.4,0
LZ-GAS-003548,residential,39.0,41.3,31.0,9.6,9.1,0
LZ-GAS-003549,commercial,697.1,722.5,234.0,16.0,10.8,0
LZ-GAS-003550,residential,61.1,62.1,71.0,25.8,14.4,0
LZ-GAS-003551,residential,109.4,111.6,154.0,48.0,16.0,0
LZ-GAS-003552,residential,202.3,205.1,325.0,10.1,8.2,0
LZ-GAS-003553,residential,280.5,273.4,453.0,61.4,27.0,0
LZ-GAS-003554,commercial,830.6,800.8,250.0,54.6,18.8,0
LZ-GAS-003555,residential,196.0,192.8,307.0,64.3,22.2,0
LZ-GAS-003556,residential,170.6,165.1,251.0,19.3,0.0,0
LZ-GAS-003557,residential,125.5,119.2,170.0,43.3,11.3,0
LZ-GAS-003558,commercial,838.8,768.0,239.0,68.7,28.6,0
LZ-GAS-003559,residential,215.0,220.1,355.0,34.9,10.4,0
LZ-GAS-003560,commercial,729.3,794.7,254.0,45.6,12.0,0
LZ-GAS-003561,industrial,2219.7,2047.3,178.0,32.8,18.9,0
LZ-GAS-003562,residential,103.4,111.2,166.0,59.2,14.6,0
LZ-GAS-003563,residential,178.1,189.4,291.0,50.2,23.4,0
LZ-GAS-003564,commercial,651.4,631.5,185.0,60.1,20.5,0
LZ-GAS-003565,residential,202.6,217.0,349.0,77.6,22.2,0
LZ-GAS-003566,residential,47.0,48.9,44.0,62.3,11.3,0
LZ-GAS-003567,residential,212.8,203.4,327.0,45.8,24.0,0
LZ-GAS-003568,residential,91.5,90.2,121.0,20.4,2.0,0
LZ-GAS-003569,industrial,2525.0,2315.8,218.0,41.1,10.1,0
LZ-GAS-003570,commercial,1387.1,1344.2,480.0,75.7,28.8,0
LZ-GAS-003571,residential,205.8,225.7,364.0,78.8,19.4,0
LZ-GAS-003572,residential,124.4,113.9,161.0,9.8,10.9,0
LZ-GAS-003573,industrial,2226.4,2110.1,178.0,53.8,19.2,0
LZ-GAS-003574,residential,188.8,213.3,345.0,1.8,5.0,0
LZ-GAS-003575,industrial,3108.1,3251.2,351.0,8.6,2.8,0
LZ-GAS-003576,residential,145.1,147.3,224.0,29.7,10.0,0
LZ-GAS-003577,residential,232.6,205.4,326.0,7.7,9.2,0
LZ-GAS-003578,commercial,583.5,585.7,173.0,52.1,14.0,0
LZ-GAS-003579,residential,14.2,26.8,0.0,39.9,19.0,1
LZ-GAS-003580,residential,230.7,226.7,371.0,30.8,14.8,0
LZ-GAS-003581,residential,116.0,118.8,164.0,68.1,25.6,0
LZ-GAS-003582,industrial,2914.4,2853.2,306.0,28.5,14.2,0
LZ-GAS-003583,industrial,2238.9,2197.6,205.0,19.8,13.6,0
LZ-GAS-003584,residential,134.4,128.4,191.0,22.7,13.5,0
LZ-GAS-003585,residential,81.8,83.9,111.0,1.8,10.5,0
LZ-GAS-003586,residential,207.1,204.8,328.0,57.8,22.2,0
LZ-GAS-003587,residential,499.8,207.8,338.0,51.6,20.4,1
LZ-GAS-003588,residential,71.0,243.6,394.0,33.3,9.7,1
LZ-GAS-003589,residential,165.8,200.6,320.0,65.4,13.7,0
LZ-GAS-003590,residential,187.3,177.5,285.0,26.5,12.8,0
LZ-GAS-003591,residential,104.0,112.9,160.0,17.1,14.9,0
LZ-GAS-003592,commercial,775.2,748.2,234.0,2.7,1.9,0
LZ-GAS-003593,residential,189.5,182.0,285.0,14.2,1.5,0
LZ-GAS-003594,residential,22.2,23.8,0.0,35.9,12.1,0
LZ-GAS-003595,residential,65.1,66.3,76.0,26.4,14.3,0
LZ-GAS-003596,residential,129.3,132.6,205.0,35.5,19.0,0
LZ-GAS-003597,residential,203.4,206.4,335.0,4.3,5.4,0
LZ-GAS-003598,residential,252.7,247.1,412.0,2.1,0.6,0
LZ-GAS-003599,commercial,1282.8,1243.8,452.0,54.1,19.1,0
LZ-GAS-003600,residential,99.5,97.1,129.0,33.2,17.6,0
LZ-GAS-003601,residential,157.1,157.6,237.0,62.9,21.3,0
LZ-GAS-003602,commercial,605.1,584.0,160.0,67.7,27.8,0
LZ-GAS-003603,commercial,506.7,460.3,121.0,28.9,10.6,0
LZ-GAS-003604,commercial,589.4,619.1,181.0,36.6,19.4,0
LZ-GAS-003605,residential,181.2,157.8,243.0,61.2,29.3,0
LZ-GAS-003606,residential,222.4,209.3,334.0,10.7,3.6,0
LZ-GAS-003607,residential,43.4,43.3,33.0,64.5,17.7,0
LZ-GAS-003608,industrial,2277.7,2199.7,210.0,29.4,16.5,0
LZ-GAS-003609,residential,81.2,80.4,97.0,19.9,26.4,0
LZ-GAS-003610,residential,211.7,250.5,412.0,37.5,17.8,0
LZ-GAS-003611,residential,257.1,271.7,451.0,51.8,18.7,0
LZ-GAS-003612,industrial,1787.9,1946.8,165.0,67.1,29.2,0
LZ-GAS-003613,residential,102.7,97.2,134.0,65.8,21.8,0
LZ-GAS-003614,residential,201.7,190.8,308.0,2.8,0.0,0
LZ-GAS-003615,residential,250.1,218.7,353.0,13.1,4.4,0
LZ-GAS-003616,commercial,458.1,417.4,97.0,27.0,19.4,0
LZ-GAS-003617,commercial,638.5,597.4,170.0,4.8,0.0,0
LZ-GAS-003618,residential,181.7,168.3,262.0,35.8,7.8,0
LZ-GAS-003619,residential,76.0,76.5,88.0,36.2,19.0,0
LZ-GAS-003620,industrial,3663.9,3601.0,423.0,41.9,17.1,0
LZ-GAS-003621,residential,163.3,151.3,232.0,28.0,18.9,0
LZ-GAS-003622,residential,168.2,149.4,235.0,19.1,5.4,0
LZ-GAS-003623,residential,69.1,68.3,73.0,47.1,14.0,0
LZ-GAS-003624,commercial,1101.5,1124.1,387.0,4.5,5.3,0
LZ-GAS-003625,commercial,332.3,315.9,49.0,3.2,0.5,0
LZ-GAS-003626,residential,100.7,93.8,131.0,59.6,19.6,0
LZ-GAS-003627,residential,103.3,107.1,147.0,15.3,8.9,0
LZ-GAS-003628,residential,268.1,136.0,208.0,12.7,13.4,1
LZ-GAS-003629,industrial,1262.2,1221.3,37.0,19.7,10.4,0
LZ-GAS-003630,residential,96.2,92.3,123.0,46.0,15.4,0
LZ-GAS-003631,commercial,918.0,900.5,303.0,19.1,13.1,0
LZ-GAS-003632,commercial,801.9,707.9,220.0,53.0,24.7,0
LZ-GAS-003633,commercial,664.0,754.1,241.0,51.2,23.9,0
LZ-GAS-003634,residential,209.8,222.2,353.0,32.3,15.3,0
LZ-GAS-003635,residential,189.9,183.4,284.0,74.2,22.6,0
LZ-GAS-003636,residential,240.2,218.3,357.0,60.5,18.7,0
LZ-GAS-003637,commercial,653.7,739.2,228.0,11.1,2.2,0
LZ-GAS-003638,industrial,1666.4,1423.0,108.0,18.3,10.8,0
LZ-GAS-003639,residential,268.9,272.2,443.0,8.7,7.9,0
LZ-GAS-003640,residential,23.9,25.0,2.0,56.9,28.3,0
LZ-GAS-003641,residential,46.3,49.1,45.0,15.3,10.8,0
LZ-GAS-003642,commercial,378.8,356.0,74.0,36.2,18.7,0
LZ-GAS-003643,residential,355.2,293.5,480.0,7.4,14.3,0
LZ-GAS-003644,residential,153.8,156.1,236.0,70.1,14.1,0
LZ-GAS-003645,residential,256.2,226.7,367.0,59.7,17.6,0
LZ-GAS-003646,industrial,1047.9,1074.7,21.0,53.2,18.0,0
LZ-GAS-003647,residential,72.6,68.7,81.0,55.9,20.5,0
LZ-GAS-003648,residential,185.2,173.7,267.0,29.0,7.5,0
LZ-GAS-003649,commercial,565.3,564.3,164.0,15.2,14.0,0
LZ-GAS-003650,residential,144.2,156.1,240.0,1.4,10.8,0
LZ-GAS-003651,residential,188.5,191.5,304.0,32.8,16.6,0
LZ-GAS-003652,residential,140.0,157.6,237.0,72.6,27.4,0
LZ-GAS-003653,residential,151.1,155.6,237.0,2.2,1.0,0
LZ-GAS-003654,residential,185.4,163.6,253.0,15.5,15.4,0
LZ-GAS-003655,residential,134.6,130.8,198.0,42.1,13.4,0
LZ-GAS-003656,residential,166.7,173.1,266.0,5.9,0.0,0
LZ-GAS-003657,residential,205.0,218.3,353.0,23.8,12.5,0
LZ-GAS-003658,residential,79.1,82.6,104.0,60.1,23.0,0
LZ-GAS-003659,industrial,2230.6,2579.7,262.0,17.2,6.8,0
LZ-GAS-003660,residential,213.4,213.6,342.0,24.4,3.7,0
LZ-GAS-003661,residential,130.2,135.9,201.0,22.6,5.8,0
LZ-GAS-003662,industrial,2161.0,2167.7,214.0,16.4,9.2,0
LZ-GAS-003663,residential,284.3,278.8,468.0,64.5,9.4,0
LZ-GAS-003664,residential,214.9,229.5,373.0,75.9,30.0,0
LZ-GAS-003665,residential,317.4,285.5,480.0,47.2,22.7,0
LZ-GAS-003666,residential,280.3,285.3,471.0,20.4,10.1,0
LZ-GAS-003667,residential,109.2,125.6,183.0,19.5,16.0,0
LZ-GAS-003668,residential,109.1,101.9,136.0,55.2,18.9,0
LZ-GAS-003669,residential,128.1,130.3,189.0,57.5,14.6,0
LZ-GAS-003670,residential,191.5,213.1,340.0,65.3,25.4,0
LZ-GAS-003671,residential,49.3,23.6,0.0,10.9,11.4,1
LZ-GAS-003672,residential,157.3,153.6,233.0,15.9,5.2,0
LZ-GAS-003673,residential,213.8,238.4,385.0,27.3,5.7,0
LZ-GAS-003674,residential,148.0,155.0,233.0,34.3,9.6,0
LZ-GAS-003675,residential,169.8,173.9,270.0,65.1,28.0,0
LZ-GAS-003676,residential,124.6,133.0,197.0,7.0,6.1,0
LZ-GAS-003677,residential,28.0,27.9,8.0,23.9,25.9,0
LZ-GAS-003678,commercial,1048.6,1016.7,351.0,9.2,4.9,0
LZ-GAS-003679,commercial,652.0,628.0,190.0,64.4,25.0,0
LZ-GAS-003680,residential,54.9,186.0,289.0,56.8,21.7,1
LZ-GAS-003681,residential,147.8,153.7,230.0,64.6,20.9,0
LZ-GAS-003682,industrial,3823.8,4002.4,480.0,25.4,16.4,0
LZ-GAS-003683,residential,172.9,182.6,289.0,42.0,12.1,0
LZ-GAS-003684,commercial,850.4,871.7,284.0,70.9,23.3,0
LZ-GAS-003685,residential,157.9,145.6,215.0,1.6,0.4,0
LZ-GAS-003686,residential,88.6,92.7,121.0,64.0,11.0,0
LZ-GAS-003687,commercial,935.3,833.6,280.0,61.4,21.6,0
LZ-GAS-003688,residential,217.2,224.7,369.0,34.8,8.9,0
LZ-GAS-003689,industrial,2366.5,2492.7,228.0,62.0,14.9,0
LZ-GAS-003690,commercial,187.5,192.3,0.0,60.6,23.9,0
LZ-GAS-003691,residential,86.6,93.3,126.0,14.4,8.7,0
LZ-GAS-003692,residential,259.3,288.8,480.0,77.4,27.2,0
LZ-GAS-003693,commercial,503.2,547.4,154.0,75.2,30.0,0
LZ-GAS-003694,residential,175.0,163.6,252.0,20.5,11.9,0
LZ-GAS-003695,residential,24.8,23.0,0.0,76.4,27.3,0
LZ-GAS-003696,industrial,1675.0,1947.7,152.0,43.6,10.8,0
LZ-GAS-003697,residential,92.2,86.8,115.0,40.8,20.3,0
LZ-GAS-003698,residential,203.3,205.3,332.0,62.0,25.6,0
LZ-GAS-003699,residential,197.1,197.7,310.0,73.2,19.0,0
LZ-GAS-003700,residential,200.5,189.5,299.0,20.5,14.3,0
LZ-GAS-003701,residential,239.8,225.3,360.0,9.8,9.9,0
LZ-GAS-003702,residential,123.7,115.7,164.0,67.1,21.6,0
LZ-GAS-003703,commercial,1289.2,1272.7,450.0,35.4,15.2,0
LZ-GAS-003704,residential,56.7,136.0,196.0,44.1,29.0,1
LZ-GAS-003705,residential,191.0,216.9,348.0,38.3,12.2,0
LZ-GAS-003706,residential,301.7,291.0,480.0,70.3,21.8,0
LZ-GAS-003707,residential,105.5,111.8,160.0,45.4,17.8,0
LZ-GAS-003708,industrial,1311.8,2727.8,277.0,56.3,19.1,1
LZ-GAS-003709,residential,134.7,136.7,212.0,61.4,12.1,0
LZ-GAS-003710,industrial,2286.8,2473.7,244.0,0.2,9.2,0
LZ-GAS-003711,residential,173.9,170.1,267.0,44.8,21.7,0
LZ-GAS-003712,residential,134.7,141.4,218.0,48.3,26.6,0
LZ-GAS-003713,residential,155.9,152.1,229.0,8.3,5.2,0
LZ-GAS-003714,residential,184.7,200.9,320.0,13.4,3.0,0
LZ-GAS-003715,residential,57.4,56.0,55.0,5.4,10.5,0
LZ-GAS-003716,residential,97.3,94.1,131.0,33.1,9.1,0
LZ-GAS-003717,residential,105.8,115.1,163.0,62.1,21.4,0
LZ-GAS-003718,residential,60.9,55.6,48.0,19.6,8.8,0
LZ-GAS-003719,residential,158.2,175.8,272.0,69.8,24.3,0
LZ-GAS-003720,residential,118.6,114.8,168.0,5.4,5.0,0
LZ-GAS-003721,residential,27.5,89.5,115.0,27.6,16.3,1
LZ-GAS-003722,residential,48.6,52.7,50.0,18.6,6.0,0
LZ-GAS-003723,residential,84.0,85.2,112.0,76.6,30.0,0
LZ-GAS-003724,residential,92.1,180.0,285.0,13.4,13.2,1
LZ-GAS-003725,residential,60.9,59.4,62.0,68.2,19.8,0
LZ-GAS-003726,residential,103.6,211.0,346.0,41.5,11.5,1
LZ-GAS-003727,industrial,3067.7,2979.5,309.0,21.6,10.4,0
LZ-GAS-003728,residential,156.3,172.1,265.0,33.4,11.9,0
LZ-GAS-003729,industrial,994.8,979.8,7.0,10.5,4.4,0
LZ-GAS-003730,residential,96.8,96.2,127.0,48.7,25.1,0
LZ-GAS-003731,residential,273.2,227.0,363.0,53.3,24.1,0
LZ-GAS-003732,residential,112.4,120.0,178.0,35.4,9.4,0
LZ-GAS-003733,industrial,1781.7,1735.4,127.0,63.4,24.6,0
LZ-GAS-003734,residential,95.5,99.2,133.0,61.3,21.3,0
LZ-GAS-003735,commercial,915.4,852.0,276.0,54.0,23.3,0
LZ-GAS-003736,residential,24.8,24.1,0.0,60.2,17.7,0
LZ-GAS-003737,residential,234.5,222.8,360.0,34.3,25.1,0
LZ-GAS-003738,residential,172.0,167.1,256.0,12.5,9.4,0
LZ-GAS-003739,residential,68.1,76.7,92.0,42.3,26.5,0
LZ-GAS-003740,residential,188.5,196.8,306.0,36.9,12.8,0
LZ-GAS-003741,commercial,152.2,154.4,0.0,11.9,15.6,0
LZ-GAS-003742,residential,58.1,60.8,65.0,55.7,19.3,0
LZ-GAS-003743,industrial,2498.0,2608.0,266.0,35.5,23.1,0
LZ-GAS-003744,residential,306.4,257.0,421.0,54.0,18.5,0
LZ-GAS-003745,residential,60.6,64.1,71.0,15.3,4.4,0
LZ-GAS-003746,residential,49.2,46.2,41.0,18.7,5.2,0
LZ-GAS-003747,residential,145.3,144.8,217.0,7.5,4.6,0
LZ-GAS-003748,commercial,726.1,732.2,238.0,72.6,27.1,0
LZ-GAS-003749,residential,102.4,92.1,126.0,55.2,21.6,0
LZ-GAS-003750,residential,90.1,90.0,122.0,24.7,12.7,0
LZ-GAS-003751,residential,124.1,260.7,428.0,4.2,12.3,1
LZ-GAS-003752,residential,79.6,83.6,104.0,26.9,20.9,0
LZ-GAS-003753,commercial,258.4,230.3,14.0,62.4,16.5,0
LZ-GAS-003754,residential,120.9,116.3,171.0,71.9,28.9,0
LZ-GAS-003755,residential,240.2,241.6,395.0,13.3,20.8,0
LZ-GAS-003756,commercial,981.1,951.5,315.0,74.0,21.4,0
LZ-GAS-003757,industrial,2487.0,2321.7,219.0,16.2,7.2,0
LZ-GAS-003758,residential,54.9,58.4,56.0,2.8,8.7,0
LZ-GAS-003759,industrial,2380.5,2387.3,213.0,10.6,9.8,0
LZ-GAS-003760,residential,280.1,287.9,480.0,1.5,3.6,0
LZ-GAS-003761,residential,194.5,190.7,303.0,19.3,10.4,0
LZ-GAS-003762,residential,221.1,223.7,361.0,61.6,29.4,0
LZ-GAS-003763,residential,36.0,32.8,17.0,38.3,20.1,0
LZ-GAS-003764,residential,111.2,118.4,170.0,63.4,17.8,0
LZ-GAS-003765,residential,115.2,107.4,151.0,7.4,0.0,0
LZ-GAS-003766,residential,268.2,276.0,450.0,59.9,15.4,0
LZ-GAS-003767,commercial,585.1,626.0,186.0,10.9,9.6,0
LZ-GAS-003768,industrial,2257.3,2258.7,216.0,25.8,8.5,0
LZ-GAS-003769,residential,116.4,113.5,161.0,74.8,20.5,0
LZ-GAS-003770,residential,24.6,25.4,0.0,58.4,24.2,0
LZ-GAS-003771,residential,208.0,225.9,373.0,58.4,19.1,0
LZ-GAS-003772,residential,21.7,22.7,0.0,51.7,17.0,0
LZ-GAS-003773,residential,112.4,103.5,148.0,29.4,14.4,0
LZ-GAS-003774,residential,35.6,34.4,18.0,50.2,25.8,0
LZ-GAS-003775,residential,85.7,105.6,145.0,34.4,16.1,0
LZ-GAS-003776,industrial,1781.7,1892.8,163.0,63.2,25.2,0
LZ-GAS-003777,industrial,1791.2,1795.5,156.0,53.9,19.9,0
LZ-GAS-003778,commercial,1157.2,1177.8,412.0,71.1,30.0,0
LZ-GAS-003779,residential,64.0,60.8,67.0,66.9,16.6,0
LZ-GAS-003780,commercial,621.2,615.0,182.0,67.1,17.1,0
LZ-GAS-003781,commercial,848.4,892.3,294.0,7.6,5.3,0
LZ-GAS-003782,residential,117.8,119.7,169.0,1.7,16.5,0
LZ-GAS-003783,industrial,1762.6,1867.4,155.0,30.6,21.3,0
LZ-GAS-003784,residential,312.9,285.3,477.0,75.6,19.4,0
LZ-GAS-003785,residential,203.5,200.7,324.0,48.5,15.8,0
LZ-GAS-003786,residential,82.0,85.7,114.0,46.3,20.3,0
LZ-GAS-003787,industrial,2405.4,2576.2,257.0,66.0,22.8,0
LZ-GAS-003788,residential,85.8,88.0,105.0,50.7,23.1,0
LZ-GAS-003789,industrial,2824.2,2762.4,282.0,9.0,5.8,0
LZ-GAS-003790,residential,44.8,43.5,36.0,37.9,7.2,0
LZ-GAS-003791,residential,204.5,205.0,328.0,69.4,26.4,0
LZ-GAS-003792,residential,194.7,173.8,272.0,64.5,28.4,0
LZ-GAS-003793,residential,164.4,168.9,267.0,4.9,0.0,0
LZ-GAS-003794,residential,161.6,146.9,222.0,79.9,16.6,0
LZ-GAS-003795,residential,187.9,164.2,252.0,41.7,14.2,0
LZ-GAS-003796,residential,87.8,85.2,109.0,23.2,2.5,0
LZ-GAS-003797,residential,139.5,150.4,231.0,34.4,16.7,0
LZ-GAS-003798,residential,199.9,190.4,301.0,75.4,19.1,0
LZ-GAS-003799,commercial,778.5,841.4,280.0,71.7,27.6,0
LZ-GAS-003800,residential,79.2,79.8,101.0,28.4,11.4,0
LZ-GAS-003801,commercial,830.3,866.3,297.0,51.0,19.4,0
LZ-GAS-003802,commercial,345.7,348.1,66.0,5.7,10.7,0
LZ-GAS-003803,residential,102.6,94.1,127.0,63.4,20.8,0
LZ-GAS-003804,residential,78.7,80.7,111.0,6.0,2.4,0
LZ-GAS-003805,residential,119.3,103.1,143.0,57.3,24.9,0
LZ-GAS-003806,residential,139.5,139.5,206.0,25.4,5.0,0
LZ-GAS-003807,residential,187.8,201.8,311.0,12.2,16.1,0
LZ-GAS-003808,residential,225.8,221.7,361.0,11.5,5.8,0
LZ-GAS-003809,residential,170.3,182.6,281.0,77.8,22.8,0
LZ-GAS-003810,residential,92.0,91.7,125.0,17.8,12.4,0
LZ-GAS-003811,residential,234.8,202.9,320.0,37.6,17.5,0
LZ-GAS-003812,commercial,1165.6,1029.8,350.0,12.5,11.7,0
LZ-GAS-003813,residential,84.4,91.6,122.0,39.2,8.5,0
LZ-GAS-003814,residential,55.1,59.0,66.0,65.6,18.0,0
LZ-GAS-003815,residential,123.0,133.4,201.0,19.9,12.7,0
LZ-GAS-003816,residential,285.4,288.3,475.0,57.1,22.1,0
LZ-GAS-003817,residential,125.1,128.0,182.0,28.4,12.6,0
LZ-GAS-003818,residential,136.9,133.9,199.0,10.0,15.0,0
LZ-GAS-003819,residential,178.3,197.2,314.0,65.0,21.4,0
LZ-GAS-003820,residential,59.8,60.5,67.0,27.5,17.6,0
LZ-GAS-003821,commercial,348.9,372.8,80.0,51.1,24.2,0
LZ-GAS-003822,residential,126.1,137.2,206.0,76.2,26.8,0
LZ-GAS-003823,residential,222.5,209.1,331.0,57.8,19.5,0
LZ-GAS-003824,residential,120.7,126.2,181.0,26.5,16.3,0
LZ-GAS-003825,residential,114.9,101.2,137.0,49.2,20.5,0
LZ-GAS-003826,residential,22.7,24.7,3.0,59.9,24.1,0
LZ-GAS-003827,residential,264.2,257.5,428.0,17.3,6.0,0
LZ-GAS-003828,residential,56.5,55.2,57.0,76.4,27.4,0
LZ-GAS-003829,residential,272.4,243.8,393.0,18.2,18.5,0
LZ-GAS-003830,commercial,590.7,497.5,128.0,3.0,5.4,0
LZ-GAS-003831,residential,270.6,228.7,371.0,42.6,17.4,0
LZ-GAS-003832,residential,293.1,270.9,444.0,37.9,14.3,0
LZ-GAS-003833,residential,170.2,84.4,106.0,12.4,13.5,1
LZ-GAS-003834,commercial,941.1,879.7,297.0,38.7,5.4,0
LZ-GAS-003835,commercial,899.3,962.0,317.0,21.8,19.4,0
LZ-GAS-003836,residential,209.4,238.9,385.0,65.1,24.9,0
LZ-GAS-003837,residential,113.9,121.6,180.0,39.3,14.7,0
LZ-GAS-003838,residential,216.2,234.4,382.0,42.0,17.9,0
LZ-GAS-003839,commercial,789.0,755.6,235.0,11.5,14.5,0
LZ-GAS-003840,residential,81.7,77.2,89.0,75.7,26.8,0
LZ-GAS-003841,residential,217.2,221.2,352.0,20.3,14.5,0
LZ-GAS-003842,commercial,1041.5,1092.3,386.0,46.7,23.7,0
LZ-GAS-003843,residential,152.2,144.4,219.0,62.1,22.4,0
LZ-GAS-003844,residential,150.5,139.6,204.0,41.6,20.1,0
LZ-GAS-003845,residential,206.2,200.7,322.0,25.6,19.8,0
LZ-GAS-003846,residential,286.7,268.6,442.0,51.5,21.7,0
LZ-GAS-003847,residential,53.3,56.8,59.0,57.4,17.3,0
LZ-GAS-003848,residential,212.3,224.1,360.0,11.1,12.7,0
LZ-GAS-003849,industrial,4311.4,3921.5,480.0,20.4,21.3,0
LZ-GAS-003850,residential,77.3,80.7,106.0,14.6,8.1,0
LZ-GAS-003851,residential,205.8,185.8,296.0,1.8,8.8,0
LZ-GAS-003852,residential,184.8,154.9,229.0,49.7,20.6,0
LZ-GAS-003853,industrial,1486.6,2774.8,267.0,79.9,30.0,1
LZ-GAS-003854,residential,246.5,239.8,384.0,21.8,9.5,0
LZ-GAS-003855,residential,31.0,30.4,12.0,75.0,24.7,0
LZ-GAS-003856,residential,106.5,107.8,154.0,30.8,23.5,0
LZ-GAS-003857,residential,27.1,47.8,40.0,73.1,27.8,1
LZ-GAS-003858,residential,125.2,122.8,179.0,7.5,4.9,0
LZ-GAS-003859,residential,245.1,278.4,465.0,25.4,16.4,0
LZ-GAS-003860,residential,70.9,72.2,84.0,67.7,23.3,0
LZ-GAS-003861,residential,108.5,110.3,159.0,72.7,30.0,0
LZ-GAS-003862,residential,101.7,104.8,141.0,64.2,14.1,0
LZ-GAS-003863,residential,162.3,175.6,273.0,54.6,20.2,0
LZ-GAS-003864,residential,120.2,122.7,179.0,24.8,17.2,0
LZ-GAS-003865,residential,97.2,87.2,118.0,78.8,19.5,0
LZ-GAS-003866,residential,91.1,90.9,120.0,45.9,13.9,0
LZ-GAS-003867,residential,121.4,134.9,200.0,65.5,24.8,0
LZ-GAS-003868,residential,53.4,59.2,60.0,31.9,14.2,0
LZ-GAS-003869,residential,25.4,25.1,0.0,75.0,23.3,0
LZ-GAS-003870,commercial,1122.7,1074.3,373.0,49.8,20.1,0
LZ-GAS-003871,residential,156.3,152.7,237.0,56.9,13.4,0
LZ-GAS-003872,residential,106.4,101.8,142.0,11.4,4.8,0
LZ-GAS-003873,commercial,645.3,657.6,199.0,33.1,23.0,0
