RecordID,weekly_sales,size,cpi,unemployment,temperature,fuel_price,dept,store,type,month
4434,123.2,114533,136.49,4.42,42.57,3.6,60,23,B,10
4435,5302.17,203007,189.73,9.01,42.43,2.69,49,32,A,3
4436,4880.29,158114,129.33,10.64,78.24,3.53,32,34,A,9
4437,4608.23,203742,212.57,6.96,33.42,3.42,12,20,A,1
4438,3898.44,203007,191.03,9.14,36.24,2.76,29,32,A,11
4439,1240.02,196321,194.51,6.9,70.37,3.51,31,41,A,9
4440,2249.0,203819,132.98,8.07,40.3,3.06,35,19,A,11
4441,25.92,118221,185.8,8.52,66.18,3.96,54,45,B,4
4442,12835.35,203742,208.78,7.27,73.52,3.81,67,20,A,8
4443,27172.81,140167,214.93,7.93,83.82,3.7,7,21,B,6
4444,0.75,203742,204.47,7.53,70.1,2.82,18,20,A,7
4445,1880.96,118221,183.94,8.55,40.7,3.24,93,45,B,2
4446,108255.91,203742,208.15,7.29,73.64,3.88,38,20,A,6
4447,11462.35,204184,139.54,7.85,76.87,3.89,32,27,A,7
4448,5595.03,93638,136.48,9.36,42.81,3.59,33,29,B,11
4449,18978.16,57197,195.98,6.23,22.5,3.27,1,16,B,12
4450,10421.34,151315,211.6,7.79,86.65,2.66,34,1,A,8
4451,16418.32,93188,126.15,6.7,65.66,2.79,10,17,B,7
4452,77.75,120653,136.86,8.08,24.2,3.54,56,18,B,1
4453,26977.31,119557,138.5,8.25,57.71,4.09,23,22,B,5
4454,1722.94,205863,129.17,5.64,84.36,3.66,27,4,A,7
4455,11973.41,196321,195.77,6.76,36.37,3.42,33,41,A,11
4456,2767.25,203007,193.51,8.62,76.0,3.54,85,32,A,7
4457,2112.62,118221,181.87,8.9,47.74,2.85,52,45,B,4
4458,1147.54,70713,197.23,8.26,35.06,3.66,30,7,B,3
4459,243.0,93188,131.11,6.24,46.94,3.83,60,17,B,4
4460,11977.82,203742,214.73,7.28,78.27,3.52,32,20,A,7
4461,18997.93,196321,196.55,6.59,37.21,3.1,81,41,A,1
4462,6215.13,196321,196.17,6.76,25.59,3.17,20,41,A,12
4463,32363.4,103681,136.64,8.76,58.38,2.87,13,35,B,10
4464,10549.56,39910,210.26,8.36,85.49,2.57,98,36,A,8
4465,26030.66,202307,221.68,6.56,84.79,3.57,7,2,A,8
4466,7214.86,123737,132.88,7.77,30.53,3.35,49,15,B,1
4467,58412.27,200898,190.46,8.42,50.56,3.86,94,14,A,3
4468,91871.89,93188,131.03,6.24,55.69,3.8,38,17,B,5
4469,4210.79,34875,224.04,5.42,71.7,3.51,46,5,B,10
4470,6492.75,184109,210.26,8.36,84.92,2.63,25,39,A,8
4471,15450.51,202505,213.13,6.97,87.36,2.66,25,6,A,8
4472,19372.24,206302,126.61,13.98,60.06,3.08,81,28,A,3
4473,330.91,39910,126.49,7.61,49.96,2.83,7,44,C,11
4474,4357.34,34875,217.92,6.3,72.36,3.27,46,5,B,10
4475,8815.58,203750,215.2,7.85,94.22,3.68,87,31,A,8
4476,39588.0,118221,182.62,8.74,66.55,2.71,40,45,B,9
4477,16089.96,202307,221.39,6.89,78.38,3.5,25,2,A,6
4478,66432.03,57197,190.47,6.87,56.55,2.8,9,16,B,9
4479,14211.08,207499,218.21,7.57,69.1,3.52,56,11,A,4
4480,158.4,155083,136.46,4.42,40.75,3.57,60,40,A,11
4481,72268.9,152513,132.29,8.51,61.65,2.91,92,26,A,5
4482,24309.08,206302,129.08,13.74,66.59,4.17,7,28,A,5
4483,284.85,39910,218.23,7.72,48.26,3.13,3,36,A,12
4484,60661.01,184109,214.11,8.18,85.96,3.58,91,39,A,7
4485,11328.03,70713,192.83,8.6,36.61,3.77,4,7,B,5
4486,7206.71,123737,133.96,7.77,32.63,3.79,3,15,B,3
4487,57239.85,184109,210.24,8.4,41.74,2.98,2,39,A,1
4488,4570.99,219622,129.83,6.39,40.65,3.49,85,13,A,11
4489,192.13,39910,129.08,6.91,52.12,3.8,10,44,C,5
4490,3312.76,203742,214.48,7.14,62.74,3.95,85,20,A,5
4491,5950.94,203819,132.69,8.12,67.0,2.88,30,24,A,8
4492,48758.31,203819,132.5,8.21,74.9,2.96,72,24,A,6
4493,46530.9,204184,139.18,7.72,72.02,3.96,23,27,A,6
4494,27442.0,206302,130.84,10.93,85.32,4.05,96,28,A,8
4495,5548.44,203007,190.1,9.02,72.95,2.69,21,32,A,8
4496,33444.84,114533,136.24,4.58,65.33,3.78,11,23,B,9
4497,1271.62,155083,138.91,4.14,47.35,4.03,27,40,A,10
4498,8650.57,93638,132.29,10.16,65.64,2.91,5,29,B,5
4499,2328.75,158114,126.11,9.82,72.26,2.65,37,34,A,7
4500,266.1,39690,126.61,14.31,58.18,3.16,74,38,C,11
4501,502.8,37392,218.64,7.57,85.38,3.48,97,3,B,7
4502,15381.14,155083,131.64,5.89,27.84,2.75,80,40,A,2
4503,1905.96,206302,129.9,12.89,43.29,3.6,36,28,A,12
4504,17800.66,103681,136.69,8.76,46.67,3.04,26,35,B,11
4505,83.2,120653,135.45,8.89,69.75,3.82,80,18,B,7
4506,63807.48,200898,182.6,8.74,70.87,2.7,4,14,A,9
4507,140.8,155078,223.52,5.82,46.81,3.27,60,8,A,1
4508,610.08,42988,220.7,7.06,57.16,3.67,5,30,C,3
4509,934.91,112238,129.04,13.74,86.84,3.94,28,12,B,6
4510,4252.48,204184,142.22,8.24,82.08,3.65,44,27,A,7
4511,19400.47,206302,126.61,14.31,58.18,3.16,46,28,A,11
4512,6221.64,39690,126.47,9.52,66.42,3.05,98,42,C,4
4513,3942.42,203007,190.36,9.02,70.2,2.77,37,32,A,9
4514,15241.24,205863,127.3,6.51,31.6,2.99,22,4,A,1
4515,58.03,39690,128.91,8.49,61.05,4.09,85,42,C,4
4516,24525.54,203819,131.53,8.35,20.96,2.95,10,19,A,2
4517,435.0,203819,136.48,8.45,41.83,3.69,50,24,A,11
4518,23.0,39910,126.55,7.61,42.55,2.83,25,44,C,11
4519,73717.11,207499,226.92,6.03,69.94,3.6,95,11,A,10
4520,14000.62,203819,135.78,8.36,74.43,3.92,14,24,A,7
4521,12983.19,204184,136.01,8.06,53.82,3.11,98,27,A,5
4522,9045.39,206302,126.33,14.31,75.0,2.98,3,28,A,10
4523,57265.3,42988,219.63,7.06,52.21,3.27,92,30,C,1
4524,15201.97,140167,220.28,7.06,54.81,3.56,10,21,B,2
4525,61.75,203750,221.52,6.56,85.26,3.23,19,31,A,7
4526,21914.97,200898,186.22,8.62,82.33,3.81,5,14,A,7
4527,23387.31,112238,129.09,13.5,89.85,3.84,34,12,B,7
4528,828.8,184109,209.85,8.55,44.3,2.57,28,39,A,2
4529,9825.4,93188,126.61,6.88,36.31,2.84,91,17,B,11
4530,141.92,155083,132.68,5.29,21.64,3.13,54,40,A,12
4531,134396.52,219622,131.04,5.76,64.8,3.82,95,13,A,9
4532,34.11,57197,189.72,7.04,29.88,2.72,51,16,B,3
4533,1430.5,203750,222.62,6.56,80.38,3.67,35,31,A,9
4534,388.8,118221,183.7,8.55,30.3,3.24,98,45,B,2
4535,311.72,126512,130.84,7.17,82.5,4.05,54,10,B,8
4536,5373.68,119557,141.77,7.67,46.38,3.96,30,22,B,4
4537,692.2,70713,197.72,8.09,39.3,3.94,83,7,B,4
4538,12.88,202307,219.81,7.06,55.21,3.36,78,2,A,2
4539,16258.35,126512,130.65,7.54,57.62,3.88,90,10,B,3
4540,48926.81,202307,211.0,8.2,86.26,2.65,10,2,A,6
4541,20113.65,126512,129.06,8.49,78.62,3.93,22,10,B,5
4542,1179.6,37392,226.11,6.33,78.36,3.72,21,3,B,9
4543,91.5,41062,203.12,9.59,82.76,2.7,28,43,C,6
4544,31215.13,93188,126.61,6.55,35.59,2.82,79,17,B,3
4545,7425.14,112238,127.3,14.02,43.15,3.31,81,12,B,1
4546,7715.71,219622,131.14,5.96,54.41,3.83,33,13,A,5
4547,11986.19,152513,138.38,7.4,63.69,3.88,7,26,A,8
4548,5818.92,207499,218.84,7.57,89.46,3.68,42,11,A,7
4549,11430.15,203742,209.81,7.27,63.44,3.64,55,20,A,9
4550,484.0,206302,129.08,13.74,66.59,4.17,60,28,A,5
4551,5957.77,34875,217.61,6.3,71.64,3.28,96,5,B,10
4552,32007.96,207499,225.25,6.66,72.53,3.63,79,11,A,5
4553,11786.56,123737,132.52,8.1,66.13,2.96,1,15,B,7
4554,21670.49,200898,185.75,8.52,76.38,3.92,82,14,A,6
4555,25022.8,114533,131.74,5.89,33.15,2.77,10,23,B,3
4556,9103.66,203819,132.84,8.07,42.62,3.19,71,19,A,11
4557,37193.6,39910,220.35,6.99,77.17,3.84,95,36,A,5
4558,1037.18,39910,126.29,7.97,44.42,2.95,5,44,C,5
4559,70236.04,114533,135.96,4.58,69.55,3.9,2,23,B,7
4560,2178.42,203819,136.49,8.45,47.21,3.67,30,24,A,12
4561,11047.49,103681,140.43,8.74,50.55,3.45,90,35,B,12
4562,77540.88,203742,208.84,7.27,71.25,3.75,8,20,A,8
4563,1034.6,70713,192.84,8.6,37.51,3.8,29,7,B,5
4564,521.21,93188,130.45,6.4,30.76,3.12,59,17,B,2
4565,10349.62,140167,211.01,8.32,48.61,2.62,3,21,B,3
4566,11933.34,128107,204.49,8.19,29.45,2.78,7,25,B,3
4567,27360.55,140167,219.0,7.44,46.54,3.11,25,21,B,12
4568,268.71,37392,214.89,7.35,86.15,2.62,91,3,B,8
4569,348.3,39690,126.09,9.2,86.13,3.12,74,42,C,8
4570,775.65,203819,131.74,8.33,36.73,2.92,28,24,A,3
4571,4231.9,123737,135.96,7.81,74.67,4.0,6,15,B,7
4572,4066.62,155078,224.61,5.82,49.59,3.67,56,8,A,3
4573,1002.92,37392,214.75,7.55,44.76,2.98,31,3,B,1
4574,7489.38,120653,133.96,9.13,36.65,3.62,30,18,B,3
4575,3288.99,219622,129.11,6.88,77.3,3.56,37,13,A,7
4576,1328.8,196321,196.17,6.76,25.59,3.17,60,41,A,12
4577,5380.08,158114,127.58,10.4,34.68,3.02,17,34,A,1
4578,20654.46,103681,136.08,9.05,63.31,2.96,17,35,B,5
4579,105.58,39910,210.05,8.55,45.66,2.51,85,37,C,2
4580,3100.29,203750,215.01,7.85,91.05,3.58,6,31,A,7
4581,1803.57,184109,214.79,8.18,83.11,3.53,52,39,A,9
4582,4150.01,204184,139.89,7.85,79.41,4.0,31,27,A,7
4583,4185.4,155078,220.8,6.12,61.74,3.27,21,8,A,10
4584,182.15,39910,126.14,7.8,78.82,2.81,59,44,C,7
4585,31959.41,203750,213.76,8.03,54.69,3.46,97,31,A,3
4586,5644.2,128107,203.65,7.86,50.97,2.92,87,25,B,4
4587,13062.73,155083,131.59,5.89,20.84,2.77,11,40,A,2
4588,217.58,39910,131.14,5.62,54.41,3.83,87,44,C,5
4589,262.39,37392,214.83,7.35,85.13,2.63,91,3,B,8
4590,41.58,34875,219.94,6.3,50.33,3.11,49,5,B,12
4591,76690.69,204184,138.25,7.72,50.02,4.06,94,27,A,4
4592,10685.61,37392,218.96,7.57,88.88,3.64,23,3,B,8
4593,11914.8,126512,129.79,7.87,72.79,3.84,20,10,B,10
4594,2247.65,93638,137.87,9.14,49.89,4.02,35,29,B,4
4595,5824.27,202307,211.12,8.16,45.5,2.84,16,2,A,12
4596,25932.13,93188,130.16,6.4,27.64,3.08,11,17,B,1
4597,18016.04,41062,207.26,10.58,74.49,3.81,4,43,C,4
4598,2744.31,219622,131.12,5.96,50.24,3.84,18,13,A,4
4599,750.54,39690,128.91,8.49,61.05,4.09,3,42,C,4
4600,78.88,70713,193.51,8.62,56.22,3.54,54,7,B,7
4601,2057.0,118221,182.78,8.72,46.15,3.04,35,45,B,11
4602,40435.38,203819,131.9,8.21,45.22,2.96,2,24,A,4
4603,9364.82,196321,189.72,7.54,32.3,2.72,3,41,A,3
4604,7.48,34875,216.11,6.53,91.07,3.68,59,5,B,8
4605,2579.84,196321,196.78,6.59,31.56,3.06,30,41,A,1
4606,128.72,39690,129.43,8.44,85.79,3.78,26,33,A,9
4607,7407.8,203007,197.66,8.09,61.76,3.93,42,32,A,4
4608,13514.98,140167,219.18,7.44,45.16,3.13,10,21,B,12
4609,658.45,140167,210.15,8.2,67.87,2.81,93,21,B,4
4610,13.16,103681,136.79,8.76,45.91,2.92,51,35,B,11
4611,7208.29,93188,129.84,6.62,32.81,3.44,52,17,B,11
4612,14615.79,39690,128.91,8.49,61.05,4.09,4,42,C,4
4613,7367.3,205863,129.82,5.14,47.12,3.29,12,4,A,11
4614,7235.8,152513,131.69,8.49,27.32,2.75,98,26,A,2
4615,87747.22,203819,134.36,8.21,46.0,4.06,95,24,A,4
4616,41025.34,114533,136.53,4.42,32.99,3.44,17,23,B,12
4617,48387.66,196321,197.78,6.55,46.84,3.9,2,41,A,4
4618,1301.16,57197,197.61,6.17,51.34,3.9,24,16,B,5
4619,2717.16,93638,132.58,10.41,76.91,2.78,26,29,B,7
4620,14336.36,125833,214.43,6.38,77.12,2.76,74,9,B,5
4621,11998.17,114533,134.44,4.78,54.2,3.99,96,23,B,4
4622,29663.42,204184,140.42,7.91,47.88,3.69,1,27,A,11
4623,765.6,151315,215.67,7.96,89.94,3.55,60,1,A,8
4624,8636.33,39690,126.61,9.0,58.83,3.05,1,42,C,11
4625,934.51,39690,130.7,7.17,84.45,3.59,67,42,C,7
4626,8816.35,37392,218.55,7.57,85.1,3.52,7,3,B,7
4627,56817.41,203742,208.33,7.27,69.66,3.75,13,20,A,7
4628,3840.67,125833,223.07,6.05,44.43,3.11,16,9,B,12
4629,19090.68,206302,126.98,14.31,52.02,3.24,97,28,A,12
4630,4368.81,70713,189.62,8.96,43.07,2.78,81,7,B,4
4631,473.24,152513,138.74,7.4,50.66,4.02,28,26,A,9
4632,2578.0,123737,136.5,7.87,38.53,3.63,16,15,B,12
4633,37076.53,203742,204.4,7.86,72.52,2.85,46,20,A,6
4634,9703.63,128107,214.69,7.28,75.52,3.48,81,25,B,7
4635,3125.89,125833,214.0,6.38,66.09,2.81,42,9,B,4
4636,96937.39,205863,129.43,5.64,72.76,3.53,2,4,A,9
4637,16214.0,202307,220.28,7.06,54.63,3.56,58,2,A,2
4638,92.0,39910,221.26,6.62,78.16,3.72,32,37,C,9
4639,1540.0,200898,186.37,8.62,78.22,3.84,36,14,A,8
4640,60136.79,41062,202.43,9.59,66.91,2.78,90,43,C,4
4641,9251.03,39910,129.61,6.56,68.28,3.62,2,44,C,9
4642,15359.13,93638,134.18,9.97,44.42,3.72,23,29,B,4
4643,1228.64,37392,214.93,7.35,88.02,2.66,44,3,B,8
4644,56.01,42988,218.82,7.44,50.56,3.16,42,30,C,12
4645,36759.02,202307,210.77,8.1,82.59,2.64,79,2,A,7
4646,13690.4,114533,135.08,4.78,61.06,3.87,20,23,B,6
4647,26818.89,155078,219.13,6.42,84.69,3.52,13,8,A,8
4648,60459.16,205863,130.38,4.61,33.0,3.41,4,4,A,2
4649,7695.0,114533,136.18,4.58,67.09,3.82,50,23,B,8
4650,14853.6,207499,214.62,7.37,48.3,2.51,11,11,A,2
4651,3306.96,203819,132.87,8.07,56.11,3.06,27,19,A,10
4652,15374.45,203819,136.31,7.81,62.76,3.94,11,19,A,9
4653,11821.34,114533,136.86,4.26,15.33,3.54,71,23,B,1
4654,25799.25,200898,185.94,8.52,58.21,4.05,56,14,A,5
4655,50220.19,42988,210.89,8.1,87.17,2.61,92,30,C,7
4656,1029.21,114533,138.09,4.12,52.9,3.95,28,23,B,5
4657,20059.85,152513,132.68,8.15,16.6,3.13,80,26,A,12
4658,79.5,39910,220.45,6.99,82.15,3.39,31,37,C,6
4659,637.97,125833,221.88,6.05,58.8,3.31,91,9,B,11
4660,2737.38,152513,132.55,8.44,71.08,2.81,26,26,A,7
4661,45891.91,128107,204.2,8.19,45.84,2.85,38,25,B,3
4662,1115.45,39690,130.72,7.17,86.87,3.67,21,42,C,7
4663,4011.96,57197,198.08,6.06,70.24,3.51,55,16,B,8
4664,16796.25,93638,136.52,9.36,62.63,3.58,13,29,B,10
4665,18813.85,119557,136.63,8.43,65.14,2.72,46,22,B,9
4666,7282.01,118221,182.81,8.72,58.61,2.87,18,45,B,10
4667,8163.5,196321,192.52,6.93,42.86,3.64,22,41,A,4
4668,13881.71,114533,136.52,4.42,56.79,3.58,42,23,B,10
4669,10126.11,206302,129.52,13.5,82.95,3.79,26,28,A,9
4670,41096.56,203819,136.75,7.94,37.08,3.67,2,19,A,1
4671,51275.1,203750,215.28,7.93,70.19,3.81,93,31,A,4
4672,14464.31,204184,136.46,7.98,79.78,2.93,20,27,A,7
4673,68500.11,202505,212.86,7.09,84.2,2.65,72,6,A,6
4674,13.78,126512,126.15,9.2,91.8,2.97,98,10,B,7
4675,27337.35,93638,136.64,9.36,36.28,3.4,40,29,B,12
4676,4701.02,205863,130.89,4.31,78.11,3.43,35,4,A,6
4677,19907.75,123737,137.26,7.94,30.26,3.87,92,15,B,2
4678,9068.74,205863,129.04,5.95,63.41,3.87,21,4,A,5
4679,859.14,39690,129.52,8.44,88.93,3.79,67,33,A,9
4680,11528.69,202307,210.76,8.1,85.32,2.62,17,2,A,7
4681,7458.86,196321,196.94,6.59,22.52,3.11,49,41,A,2
4682,13404.05,184109,214.24,8.3,82.1,3.79,22,39,A,5
4683,2207.99,57197,191.86,6.61,15.02,3.04,20,16,B,2
4684,843.43,112238,129.06,13.74,76.67,4.09,98,12,B,5
4685,21566.48,123737,131.64,8.35,27.54,2.91,8,15,B,2
4686,11487.57,203819,138.73,8.69,55.16,4.07,55,24,A,10
4687,21128.81,158114,126.55,10.21,47.2,2.74,55,34,A,11
4688,765.5,118221,182.03,8.99,31.27,2.74,36,45,B,2
4689,1365.26,39910,210.33,8.36,84.62,2.56,3,36,A,8
4690,60680.55,205863,126.14,7.9,70.83,2.7,91,4,A,6
4691,2250.0,202307,212.22,8.03,38.25,2.99,41,2,A,2
4692,20797.3,196321,198.03,6.43,73.16,3.53,1,41,A,8
4693,3506.93,125833,219.45,6.4,75.65,3.55,90,9,B,9
4694,3940.01,207499,219.13,7.57,76.97,3.91,37,11,A,5
4695,3050.12,128107,212.4,7.08,32.42,3.39,16,25,B,12
4696,12041.61,57197,196.36,6.23,23.91,3.12,17,16,B,12
4697,23387.01,126512,129.2,8.26,85.61,3.79,25,10,B,8
4698,17968.21,140167,216.7,7.44,71.64,3.28,4,21,B,10
4699,84721.24,151315,215.0,7.68,86.41,3.64,90,1,A,6
4700,21276.4,120653,135.63,8.89,73.12,3.78,14,18,B,7
4701,26720.61,39910,220.53,6.99,86.68,3.29,40,37,C,6
4702,7012.79,39690,130.55,7.54,56.02,3.95,46,42,C,2
4703,9545.4,155078,219.13,6.42,84.69,3.52,22,8,A,8
4704,36386.14,114533,132.52,5.33,64.76,2.82,10,23,B,7
4705,332.67,93188,129.17,6.74,68.59,3.57,59,17,B,7
4706,12903.0,155083,131.82,5.89,40.54,2.83,55,40,A,3
4707,3602.08,196321,193.71,6.9,71.3,3.55,30,41,A,7
4708,108.39,41062,210.09,10.15,55.7,3.24,9,43,C,11
4709,5164.5,118221,181.65,8.9,70.75,2.97,29,45,B,5
4710,33.9,39910,128.62,7.22,42.38,3.44,9,44,C,3
4711,2510.5,204184,140.53,7.91,41.59,3.59,50,27,A,12
4712,10835.47,123737,133.03,7.77,21.84,3.39,7,15,B,1
4713,25211.06,120653,131.82,9.2,45.42,2.83,46,18,B,3
4714,7163.52,57197,191.03,6.99,26.01,2.78,90,16,B,12
4715,15918.02,202505,212.74,7.26,56.55,2.72,80,6,A,3
4716,559.78,120653,135.08,8.98,63.23,3.87,83,18,B,6
4717,17242.52,207499,218.68,7.57,76.64,3.74,97,11,A,4
4718,17394.95,203750,210.28,8.2,65.74,2.77,14,31,A,4
4719,8000.55,112238,128.82,13.74,64.47,4.0,20,12,B,4
4720,38659.34,202307,210.88,8.1,82.74,2.67,79,2,A,7
4721,7728.06,202505,223.36,5.96,80.5,3.45,12,6,A,6
4722,1310.31,158114,126.09,9.82,73.8,2.64,56,34,A,8
4723,33747.83,206302,130.74,10.93,88.16,3.76,8,28,A,8
4724,5716.46,203750,211.57,8.16,67.51,2.72,83,31,A,10
4725,8413.59,114533,138.23,4.16,70.86,3.54,55,23,B,7
4726,9264.39,219622,126.6,8.11,38.97,2.88,20,13,A,4
4727,9968.02,202505,223.37,5.96,82.1,3.39,42,6,A,6
4728,20580.3,202307,215.26,7.85,91.58,3.64,1,2,A,8
4729,6214.29,204184,138.06,7.72,46.87,3.9,21,27,A,4
4730,7702.39,207499,214.65,7.37,52.79,2.56,21,11,A,2
4731,61.6,70713,192.62,8.6,26.79,3.66,60,7,B,4
4732,26401.23,152513,134.36,7.82,33.81,3.92,8,26,A,4
4733,2317.91,204184,139.99,7.85,78.14,4.02,52,27,A,8
4734,11379.69,155078,214.75,6.43,45.67,2.89,74,8,A,12
4735,42241.23,151315,221.96,6.91,85.05,3.49,13,1,A,8
4736,3914.2,34875,220.76,5.94,57.35,3.36,3,5,B,2
4737,65820.93,114533,132.76,5.29,34.3,3.06,92,23,B,12
4738,0.25,37392,223.47,6.83,56.2,3.27,94,3,B,1
4739,68085.51,203750,214.84,7.85,87.57,3.52,91,31,A,7
4740,38207.54,200898,185.67,8.52,53.04,3.89,5,14,A,4
4741,2032.24,123737,133.37,7.77,33.06,3.42,52,15,B,2
4742,12999.73,203819,134.44,7.66,54.23,4.12,98,19,A,4
4743,587.72,140167,220.92,7.06,62.96,3.79,28,21,B,3
4744,34624.9,39910,213.75,8.3,84.43,3.64,94,37,C,6
4745,4093.15,119557,136.32,8.35,67.13,2.8,85,22,B,6
4746,53202.31,184109,210.21,8.46,81.78,2.67,40,39,A,6
4747,1087.58,126512,130.7,7.17,84.45,3.59,93,10,B,7
4748,3824.68,203007,197.88,7.87,71.57,3.61,12,32,A,7
4749,9098.39,200898,187.26,8.62,70.66,3.64,71,14,A,9
4750,258.68,103681,136.53,8.76,31.62,3.14,54,35,B,12
4751,7507.69,184109,214.03,8.3,73.19,3.74,20,39,A,4
4752,24680.02,112238,129.04,13.74,68.4,4.19,92,12,B,5
4753,82.96,151315,215.0,7.68,86.41,3.64,54,1,A,6
4754,38010.57,39910,210.72,8.48,62.72,2.66,90,36,A,11
4755,16776.04,39690,130.98,7.17,78.47,3.97,81,42,C,9
4756,9776.67,128107,214.37,7.14,57.1,4.03,14,25,B,4
4757,2238.91,158114,126.88,10.21,42.64,2.88,37,34,A,12
4758,58580.21,203007,198.59,7.87,60.62,3.79,40,32,A,9
4759,24030.92,205863,129.2,5.64,82.98,3.62,11,4,A,8
4760,5302.21,126512,130.65,7.54,57.62,3.88,97,10,B,3
4761,17943.82,158114,131.1,9.58,64.97,3.62,9,34,A,5
4762,1259.4,114533,137.51,4.26,33.11,3.88,83,23,B,3
4763,9023.38,93188,131.15,6.24,49.96,3.81,97,17,B,5
4764,6718.72,202505,223.56,5.67,87.55,3.42,12,6,A,8
4765,610.24,39910,210.6,8.4,51.18,2.98,74,36,A,1
4766,5953.68,112238,129.05,13.74,71.81,4.03,12,12,B,6
4767,26179.96,203819,135.45,8.36,70.27,3.92,10,24,A,7
4768,4712.66,206302,128.51,14.02,64.21,3.69,29,28,A,3
4769,732.46,155083,138.73,4.14,49.65,3.92,56,40,A,10
4770,25906.87,125833,214.93,6.56,50.93,2.89,23,9,B,12
4771,18346.59,152513,132.55,8.44,71.08,2.81,1,26,A,7
4772,8411.77,155078,223.71,5.82,45.56,3.36,9,8,A,2
4773,30103.54,123737,131.94,8.19,57.77,2.99,40,15,B,4
4774,18533.1,202505,215.65,6.86,57.71,3.46,11,6,A,3
4775,11995.02,203742,204.67,7.86,67.32,2.81,22,20,A,6
4776,978.98,158114,126.38,10.21,58.11,2.74,56,34,A,10
4777,23058.73,39690,130.68,7.15,97.6,3.72,38,33,A,7
4778,796.35,203750,220.28,7.06,54.81,3.56,56,31,A,2
4779,50087.19,203819,132.76,8.07,51.32,3.0,2,19,A,10
4780,14.0,152513,131.69,8.49,27.32,2.75,51,26,A,2
4781,37334.89,140167,210.88,8.1,82.29,2.67,40,21,B,7
4782,22167.31,93188,126.79,6.88,31.64,2.82,3,17,B,12
4783,4330.4,196321,196.36,6.76,34.12,3.12,83,41,A,12
4784,4305.08,57197,197.59,6.17,57.36,3.8,55,16,B,5
4785,48333.11,205863,126.14,7.9,70.83,2.7,79,4,A,6
4786,926.81,152513,138.74,7.4,50.66,4.02,36,26,A,9
4787,7110.09,123737,138.11,8.15,67.97,3.98,5,15,B,5
4788,29480.05,204184,140.53,7.91,41.59,3.59,81,27,A,12
4789,14369.41,34875,221.95,5.94,67.76,3.84,8,5,B,3
4790,47346.71,118221,182.9,8.72,61.3,2.92,38,45,B,10
4791,2470.59,203742,207.43,7.34,44.8,3.63,31,20,A,3
4792,123589.98,203742,211.87,7.08,41.64,3.42,38,20,A,12
4793,713.05,155078,214.89,6.32,76.14,2.58,27,8,A,9
4794,37183.08,140167,214.94,7.93,71.01,3.74,23,21,B,4
4795,12192.96,125833,224.16,5.67,43.81,3.51,55,9,B,2
4796,7222.88,203819,132.76,8.1,63.36,2.84,85,19,A,9
4797,80484.83,126512,129.06,8.49,78.62,3.93,95,10,B,5
4798,14957.8,158114,129.06,10.58,65.99,3.77,1,34,A,5
4799,57458.09,202307,218.61,7.44,41.76,3.16,94,2,A,12
4800,21730.13,203819,136.75,8.66,36.5,3.67,81,24,A,1
4801,129791.3,219622,129.09,7.19,52.4,3.77,95,13,A,5
4802,11795.38,120653,132.77,9.34,60.94,2.72,82,18,B,9
4803,273.0,125833,214.93,6.56,45.92,2.94,28,9,B,12
4804,14308.45,57197,198.1,6.06,64.19,3.56,8,16,B,8
4805,1354.0,202505,217.21,6.92,89.26,3.55,36,6,A,8
4806,4058.02,207499,214.83,7.35,86.54,2.63,44,11,A,8
4807,591.88,39690,126.06,9.2,88.37,3.05,5,42,C,8
4808,34870.18,57197,189.38,7.04,19.79,2.58,40,16,B,2
4809,28863.28,203750,223.06,6.17,68.52,3.59,96,31,A,10
4810,6781.2,202505,223.55,5.67,85.78,3.41,71,6,A,7
4811,25076.81,103681,136.53,8.76,31.62,3.14,17,35,B,12
4812,660.0,118221,188.8,8.52,39.93,3.41,60,45,B,12
4813,17.82,37392,224.94,6.66,73.01,3.89,49,3,B,4
4814,26394.12,155083,138.2,4.16,67.88,3.7,4,40,A,7
4815,1111.52,37392,221.25,7.2,59.31,3.33,30,3,B,11
4816,169090.95,219622,131.11,5.96,51.7,3.83,92,13,A,4
4817,6561.34,203750,210.05,8.2,66.93,2.78,87,31,A,4
4818,56920.05,114533,132.06,5.44,45.47,2.94,9,23,B,4
4819,1432.73,34875,212.15,6.5,78.53,2.62,91,5,B,9
4820,202.4,34875,215.64,6.49,69.64,3.62,60,5,B,4
4821,10794.04,70713,189.73,9.01,29.04,2.69,55,7,B,3
4822,635.43,93188,131.11,6.24,46.94,3.83,80,17,B,4
4823,28045.49,39690,128.4,8.95,66.51,3.63,95,33,A,3
4824,5534.98,205863,129.77,5.14,63.75,3.28,6,4,A,10
4825,59563.32,42988,211.26,8.1,89.58,2.66,38,30,C,8
4826,50.0,206302,129.04,13.74,86.84,3.94,99,28,A,6
4827,51903.71,203007,191.92,8.82,42.09,3.05,2,32,A,2
4828,45640.28,184109,216.94,7.72,66.09,3.31,93,39,A,11
4829,44558.52,112238,126.15,14.18,97.18,3.09,13,12,B,7
4830,6121.99,158114,129.09,10.64,81.96,3.5,74,34,A,7
4831,6214.2,120653,136.75,8.08,35.25,3.52,42,18,B,1
4832,2413.7,112238,130.79,11.63,91.61,4.01,31,12,B,6
4833,1725.79,203819,138.11,8.98,71.79,3.92,41,24,A,6
4834,12147.17,205863,129.78,5.14,64.79,3.36,33,4,A,10
